"Name","Compare","Pos","Age","Shoots","Team","GP","G","A","PTS","PTS/GP","Season Pace","82GP Pace","GWG","PPP","PPTOI","%PP","TOI","SOG","+/-","PIM","Yrs","Sal","Caphit","AAV"
"MATT GRZELCYK","","D","28","L","BOS","68","4","17","21","0.31","25","25","1","7","01:33","30.2","18:04","112","15","34","2","$1.4M","$1.4M","$1.4M"
"COREY PERRY","","R","37","R","T.B","57","5","16","21","0.37","25","30","0","7","02:08","46.2","13:43","77","-2","70","1","$1.5M","$1.5M","$3.25M"
"JOSH ARCHIBALD","","R","29","R","PIT","62","12","9","21","0.34","25","28","3","0","00:03","1.3","13:14","64","-8","12","1","$1M","$1M","$1M"
"MATT NIETO","","R","29","L","S.J","70","8","13","21","0.30","25","25","3","0","00:02","0.5","13:30","85","7","6","1","$1.98M","$1.98M","$1.98M"
"JOEL EDMUNDSON","","D","29","L","MTL","68","7","13","20","0.29","23","24","0","0","00:01","0.4","18:27","97","7","72","2","$3.1M","$3.1M","$3.1M"
"JIMMY VESEY","","L","29","L","","64","9","11","20","0.31","46","26","2","1","00:23","7.8","13:48","93","12","15","0","$2.35M","$2.28M","$2.28M"
"RYAN HARTMAN","","C","27","R","MIN","69","9","11","20","0.29","24","24","1","1","00:05","1.7","12:15","114","4","69","2","$1.9M","$1.9M","$1.9M"
"EMIL BEMSTROM","","R","23","R","CBJ","56","10","10","20","0.36","24","29","4","8","01:21","29.4","12:16","97","-10","8","0","$0.93M","$0.93M","$1.63M"
"MICHAEL RAFFL","","L","33","L","","58","8","12","20","0.34","48","28","2","1","00:03","0.9","12:22","66","-2","14","0","$1.8M","$1.6M","$1.6M"
"TYLER PITLICK","","R","30","R","","63","8","12","20","0.32","46","26","1","0","00:03","1.0","12:03","76","11","12","0","$1M","$1M","$1M"
"MIKE MATHESON","","D","28","L","MTL","59","8","12","20","0.34","24","28","1","2","00:13","4.1","18:02","104","-1","14","4","$3.5M","$4.88M","$4.88M"
"RADEK FAKSA","","C","28","L","DAL","66","11","9","20","0.30","24","25","3","3","01:28","31.0","15:53","109","-6","42","3","$2.4M","$2.2M","$2.2M"
"MILAN LUCIC","","L","34","L","CGY","68","8","12","20","0.29","24","24","1","8","01:32","33.9","13:20","83","-6","54","1","$6M","$6M","$6M"
"ARTEM ANISIMOV","","C","34","L","","49","15","5","20","0.41","53","33","2","6","01:34","33.2","13:51","87","-15","8","0","$4M","$4.55M","$4.55M"
"NICHOLAS PAUL","","C","27","L","T.B","56","9","11","20","0.36","24","29","2","1","00:31","10.6","14:27","103","0","24","6","$0.75M","$0.75M","$0.75M"
"CHRISTOPHER TANEV","","D","32","R","CGY","69","2","18","20","0.29","23","24","1","1","00:04","1.2","19:32","45","4","41","2","$5.25M","$4.45M","$4.45M"
"ANTON STRALMAN","","D","35","R","","69","5","14","19","0.28","42","23","3","0","00:05","1.7","21:04","89","-6","14","0","$5.5M","$5.5M","$5.5M"
"CONNOR MURPHY","","D","29","R","CHI","58","5","14","19","0.33","23","27","0","0","00:04","1.3","21:15","117","2","27","4","$4.4M","$3.85M","$3.85M"
"BRETT HOWDEN","","C","24","L","VGK","70","9","10","19","0.27","22","22","2","2","00:17","5.4","13:09","64","-11","28","1","$0.83M","$0.86M","$0.86M"
"ANDERS BJORK","","L","25","L","BUF","58","9","10","19","0.33","23","27","0","1","00:20","6.4","12:56","66","5","10","1","$0.93M","$0.93M","$1.07M"
"BRAD HUNT","","D","33","L","COL","59","8","11","19","0.32","23","26","0","10","02:16","43.2","15:08","106","-7","6","2","$0.7M","$0.7M","$0.7M"
"KYLE OKPOSO","","R","34","R","BUF","52","9","10","19","0.37","24","30","2","1","00:41","13.9","12:51","82","-3","28","1","$6M","$6M","$6M"
"ZEMGUS GIRGENSONS","","C","28","L","BUF","69","12","7","19","0.28","23","23","1","0","00:02","0.8","13:48","85","-1","10","1","$1.6M","$1.6M","$1.6M"
"WILLIAM CARRIER","","L","27","L","VGK","71","7","12","19","0.27","22","22","1","0","00:04","1.4","09:52","99","0","39","2","$0.73M","$0.73M","$0.73M"
"BRANDON CARLO","","D","25","R","BOS","67","4","15","19","0.28","22","23","0","0","00:03","1.0","20:29","111","16","33","5","$2.2M","$2.85M","$2.85M"
"TJ BRODIE","","D","32","L","TOR","64","4","15","19","0.30","23","24","1","1","00:37","13.5","20:27","65","7","36","2","$4.84M","$4.65M","$4.65M"
"JUSTIN BRAUN","","D","35","R","PHI","62","3","16","19","0.31","23","25","0","1","00:04","1.1","17:16","70","-2","18","1","$3.8M","$3.8M","$3.8M"
"JOSH LEIVO","","R","29","R","STL","36","7","12","19","0.53","25","43","1","5","01:49","29.3","15:01","69","0","4","1","$1.5M","$1.5M","$1.5M"
"CARTER ROWNEY","","C","33","R","","71","8","11","19","0.27","41","22","1","0","00:05","1.9","12:49","63","5","14","0","$1M","$1.13M","$1.13M"
"MARCUS SORENSEN","","L","30","L","","66","7","11","18","0.27","40","22","0","0","00:13","4.7","13:51","78","-12","26","0","$1.5M","$1.5M","$1.5M"
"P.K. SUBBAN","","D","33","R","","68","7","11","18","0.26","40","22","3","6","02:21","42.8","22:07","151","-21","79","1","$10M","$9M","$9M"
"JOHAN LARSSON","","L","29","L","","62","6","12","18","0.29","42","24","0","0","00:05","1.6","14:54","60","8","26","0","$1.55M","$1.55M","$1.55M"
"BRANDON MONTOUR","","D","28","R","FLA","54","5","13","18","0.33","22","27","0","2","00:40","14.0","19:30","86","13","28","2","$3.53M","$3.39M","$3.39M"
"MARK PYSYK","","D","30","R","DET","58","9","9","18","0.31","21","25","1","0","00:01","0.2","12:45","64","4","20","1","$3.5M","$2.73M","$2.73M"
"MACKENZIE WEEGAR","","D","28","R","FLA","45","7","11","18","0.40","23","33","1","0","00:12","4.0","20:07","77","6","33","1","$1.6M","$1.6M","$1.6M"
"BRENDAN LEMIEUX","","L","26","L","L.A","59","6","12","18","0.31","22","25","0","5","01:18","24.1","12:52","86","-14","111","1","$0.93M","$0.93M","$0.93M"
"JUSTIN HOLL","","D","30","R","TOR","68","2","16","18","0.26","21","22","0","0","00:02","0.9","18:31","89","13","43","1","$0.7M","$0.68M","$0.68M"
"MICHAL KEMPNY","","D","31","L","","58","3","15","18","0.31","43","25","0","0","00:04","1.2","18:38","73","19","22","0","$2.7M","$2.5M","$2.5M"
"CEDRIC PAQUETTE","","C","28","L","","61","7","11","18","0.30","42","24","0","0","00:04","1.3","13:03","78","-1","42","0","$1.65M","$1.65M","$1.65M"
"VLADISLAV GAVRIKOV","","D","26","L","CBJ","69","5","13","18","0.26","21","21","1","0","00:04","1.3","18:59","81","1","18","1","$0.93M","$0.93M","$1.35M"
"BRETT PESCE","","D","27","R","CAR","61","4","14","18","0.30","22","24","0","0","00:18","6.0","21:53","104","7","27","2","$4.03M","$4.03M","$4.03M"
"MATT ROY","","D","27","R","L.A","70","4","14","18","0.26","21","21","0","1","00:02","0.9","18:07","112","16","10","2","$0.7M","$0.7M","$0.7M"
"MARK BOROWIECKI","","D","33","L","NSH","53","7","11","18","0.34","22","28","0","0","00:02","0.6","17:56","63","1","58","1","$1.2M","$1.2M","$1.2M"
"OSKAR LINDBLOM","","L","25","L","S.J","30","11","7","18","0.60","25","49","0","4","02:15","39.8","17:37","72","4","4","2","$0.93M","$0.93M","$1.14M"
"KYLE CLIFFORD","","L","31","L","TOR","69","7","10","17","0.25","20","20","0","0","00:06","2.2","11:11","110","-7","68","2","$1.9M","$1.6M","$1.6M"
"ALEXANDER STEEN","","L","38","L","","55","7","10","17","0.31","42","25","0","1","00:16","5.8","14:02","71","7","12","0","$5.5M","$5.75M","$5.75M"
"OLLI MAATTA","","D","27","L","DET","65","4","13","17","0.26","20","21","0","0","00:15","4.7","18:25","80","0","20","1","$4.08M","$4.08M","$4.08M"
"ALEX TUCH","","R","26","R","BUF","42","8","9","17","0.40","22","33","2","7","01:46","43.4","14:37","98","-10","8","4","$4.75M","$4.75M","$4.75M"
"BRANDON SUTTER","","C","33","R","","44","8","9","17","0.39","49","32","0","3","00:52","15.5","14:51","76","1","25","0","$4.5M","$4.38M","$4.38M"
"BROCK MCGINN","","R","28","L","PIT","68","7","10","17","0.25","20","21","1","0","00:03","0.9","13:12","93","-4","17","3","$1.9M","$2.1M","$2.1M"
"MADISON BOWEY","","D","27","R","MTL","53","3","14","17","0.32","21","26","0","1","00:41","13.6","17:54","70","-16","34","1","$1M","$1M","$1M"
"TROY STECHER","","D","28","R","ARI","69","5","12","17","0.25","20","20","0","0","00:04","1.1","15:21","86","10","32","1","$2.33M","$2.33M","$2.33M"
"ALEC MARTINEZ","","D","34","L","VGK","51","3","13","16","0.31","19","26","0","4","01:22","29.3","21:30","75","-4","23","2","$4.15M","$4M","$4M"
"COLTON SCEVIOUR","","C","33","R","","69","6","10","16","0.23","35","19","0","0","00:01","0.4","13:15","114","2","6","0","$1.2M","$1.2M","$1.2M"
"ERIK JOHNSON","","D","34","R","COL","59","3","13","16","0.27","19","22","1","0","00:23","6.5","21:03","99","9","20","1","$6M","$6M","$6M"
"DARREN HELM","","C","35","L","COL","68","9","7","16","0.24","19","19","0","0","00:02","0.7","13:44","102","-6","37","1","$3M","$3.85M","$3.85M"
"MICHAEL AMADIO","","C","26","R","VGK","68","6","10","16","0.24","19","19","0","3","01:26","32.2","13:01","99","-11","10","2","$0.7M","$0.7M","$0.7M"
"MIKE REILLY","","D","29","L","BOS","44","1","15","16","0.36","20","30","1","9","01:38","34.4","18:01","85","-6","24","2","$1.5M","$1.5M","$1.5M"
"GARNET HATHAWAY","","R","30","R","WSH","66","9","7","16","0.24","19","20","1","0","00:02","0.7","10:47","80","6","79","1","$2M","$1.5M","$1.5M"
"PHILIPPE MYERS","","D","25","R","T.B","50","4","12","16","0.32","20","26","0","0","00:09","2.6","17:06","78","17","30","1","$0.7M","$0.68M","$0.68M"
"BEN HUTTON","","D","29","L","VGK","65","4","12","16","0.25","19","20","1","0","00:08","2.7","18:16","114","5","14","2","$1.5M","$1.5M","$1.5M"
"DILLON DUBE","","L","23","L","CGY","45","6","10","16","0.36","20","29","2","2","00:33","13.2","12:41","60","0","6","2","$0.79M","$0.78M","$0.91M"
"JUSTIN FAULK","","D","30","R","STL","69","5","11","16","0.23","19","19","1","3","01:05","24.0","20:34","147","-3","32","5","$6M","$4.83M","$4.83M"
"BLAKE COMEAU","","L","36","R","","55","8","8","16","0.29","40","24","2","0","00:09","3.3","14:56","74","-6","36","0","$2.6M","$2.4M","$2.4M"
"DAVID KAMPF","","C","27","L","TOR","70","8","8","16","0.23","19","19","2","0","00:02","0.8","13:40","90","-11","8","1","$1M","$1M","$1M"
"TUCKER POOLMAN","","D","29","R","VAN","57","4","12","16","0.28","20","23","1","0","00:11","4.0","17:27","64","-1","24","3","$0.83M","$0.78M","$0.78M"
"NATE THOMPSON","","C","37","L","","70","4","11","15","0.21","33","18","1","0","00:04","1.3","12:47","67","-1","30","0","$1M","$1M","$1M"
"RILEY SHEAHAN","","L","30","L","","66","8","7","15","0.23","34","19","1","0","00:02","0.7","12:48","70","-13","6","0","$0.9M","$0.9M","$0.9M"
"NICOLAS AUBE-KUBEL","","R","26","R","TOR","36","7","8","15","0.42","20","34","1","3","00:49","15.5","11:17","48","1","19","1","$0.7M","$0.7M","$0.7M"
"DRAKE CAGGIULA","","L","28","L","PIT","40","9","6","15","0.38","20","31","0","1","00:10","3.0","11:49","56","-3","32","1","$1.5M","$1.5M","$1.5M"
"TROY TERRY","","R","24","R","ANA","47","4","11","15","0.32","19","26","0","2","01:47","40.0","14:31","73","-5","6","1","$0.93M","$0.93M","$1.49M"
"JORDAN WEAL","","C","30","R","","49","8","7","15","0.31","40","25","2","5","01:57","45.6","13:37","86","-8","14","0","$1.3M","$1.4M","$1.4M"
"NIC DOWD","","C","32","R","WSH","56","7","8","15","0.27","18","22","1","0","00:01","0.3","10:50","52","11","28","3","$0.7M","$0.75M","$0.75M"
"HENRI JOKIHARJU","","D","23","R","BUF","69","4","11","15","0.22","18","18","0","2","00:11","3.9","17:13","78","-6","32","2","$0.93M","$0.93M","$1.28M"
"JONATHAN DROUIN","","L","27","L","MTL","27","7","8","15","0.56","21","46","2","4","02:24","47.8","15:42","51","-6","14","1","$5.5M","$5.5M","$5.5M"
"FILIP ZADINA","","R","22","L","DET","28","8","7","15","0.54","21","44","1","7","02:32","48.9","15:10","60","-13","2","0","$0.93M","$0.89M","$1.74M"
"CODY EAKIN","","C","31","L","","49","5","10","15","0.31","40","25","1","1","00:25","8.8","14:35","61","-3","16","0","$3.85M","$3.85M","$3.85M"
"BRIAN BOYLE","","L","37","L","","39","6","9","15","0.38","47","32","1","1","00:53","17.3","12:23","56","-5","17","0","$0.94M","$0.94M","$0.94M"
"MARC-EDOUARD VLASIC","","D","35","L","S.J","70","5","10","15","0.21","18","18","1","0","00:16","6.0","20:18","74","-10","10","4","$7.25M","$7M","$7M"
"RYAN REAVES","","R","35","R","NYR","71","8","7","15","0.21","18","17","1","0","00:15","5.5","10:09","61","-5","47","1","$2.78M","$2.78M","$2.78M"
"TOMAS NOSEK","","C","29","L","BOS","67","8","7","15","0.22","18","18","1","0","00:04","1.4","11:36","93","-2","20","1","$1M","$1M","$1M"
"MICHAEL DEL ZOTTO","","D","32","L","FLA","49","2","13","15","0.31","19","25","0","1","00:47","17.0","18:43","57","5","14","1","$0.75M","$0.75M","$0.75M"
"PIERRE ENGVALL","","R","26","L","TOR","48","8","7","15","0.31","19","26","3","0","00:00","0.1","11:56","72","4","6","1","$0.93M","$0.93M","$0.93M"
"COLTON SISSONS","","C","28","R","NSH","57","9","6","15","0.26","18","22","2","0","00:13","3.9","14:20","52","-2","20","4","$3.45M","$2.86M","$2.86M"
"RYAN CARPENTER","","C","31","R","NYR","69","3","12","15","0.22","18","18","0","0","00:14","4.6","14:04","80","-6","28","1","$1M","$1M","$1M"
"RADKO GUDAS","","D","32","R","FLA","63","2","13","15","0.24","18","20","1","0","00:03","1.0","16:43","90","15","40","1","$2.5M","$3.35M","$3.35M"
"MATHIEU PERREAULT","","L","34","L","","49","7","8","15","0.31","40","25","0","2","01:27","29.7","13:06","71","-9","10","0","$4M","$4.13M","$4.13M"
"BRENDEN DILLON","","D","31","L","WPG","69","1","13","14","0.20","16","17","0","0","00:02","0.8","19:27","58","-2","104","2","$3.9M","$3.27M","$3.27M"
"RILEY NASH","","R","33","R","","64","5","9","14","0.22","32","18","1","0","00:02","0.8","11:51","64","6","10","0","$2.75M","$2.75M","$2.75M"
"ZDENO CHARA","","D","45","L","","68","5","9","14","0.21","31","17","2","0","00:03","1.0","21:01","86","26","60","0","$2M","$2M","$3.75M"
"MICHAEL FROLIK","","R","34","L","","57","6","8","14","0.25","34","20","1","0","00:01","0.3","12:26","70","-12","28","0","$3M","$4.3M","$4.3M"
"NIKOLAI PROKHORKIN","","L","28","L","","43","4","10","14","0.33","41","27","1","3","00:35","13.7","12:06","63","-6","6","0","$0.93M","$0.93M","$1.78M"
"RYAN LINDGREN","","D","24","L","NYR","60","1","13","14","0.23","17","19","0","0","00:02","0.5","16:34","47","16","47","2","$0.93M","$0.93M","$1.1M"
"CARSON SOUCY","","D","27","L","SEA","55","7","7","14","0.25","14","21","1","0","00:02","0.7","15:38","61","16","18","1","$0.75M","$0.75M","$0.75M"
"NICK HOLDEN","","D","35","L","OTT","61","6","8","14","0.23","17","19","0","1","00:04","1.6","18:51","101","-1","13","1","$1.8M","$2.2M","$2.2M"
"ANDY GREENE","","D","39","L","","63","2","12","14","0.22","32","18","0","1","00:02","0.5","19:33","60","1","16","0","$5M","$5M","$5M"
"CASEY CIZIKAS","","C","31","L","NYI","48","10","4","14","0.29","18","24","1","0","00:03","1.1","14:18","67","12","41","5","$3.75M","$3.35M","$3.35M"
"LEO KOMAROV","","R","35","L","","48","4","10","14","0.29","38","24","1","0","00:02","0.7","12:36","46","2","10","0","$3.5M","$3M","$3M"
"HAYDN FLEURY","","D","26","L","T.B","45","4","10","14","0.31","18","26","0","0","00:00","0.2","13:40","65","-2","8","2","$0.85M","$0.85M","$0.85M"
"AUSTIN WATSON","","R","30","R","OTT","53","6","8","14","0.26","17","22","1","0","00:04","1.2","11:37","50","-9","65","1","$1.2M","$1.1M","$1.1M"
"ANDREW COGLIANO","","L","35","L","COL","68","3","11","14","0.21","16","17","0","0","00:06","2.1","12:28","68","2","30","1","$3.25M","$3.25M","$3.25M"
"JORDAN MARTINOOK","","L","29","L","CAR","45","2","11","13","0.29","17","24","1","0","00:01","0.3","11:16","44","-2","22","2","$1.85M","$2M","$2M"
"NICOLAS DESLAURIERS","","L","31","L","PHI","59","7","6","13","0.22","16","18","1","0","00:03","1.2","09:47","64","-1","92","4","$0.95M","$0.95M","$0.95M"
"VICTOR RASK","","L","29","L","","43","5","8","13","0.30","38","25","2","0","00:15","4.8","10:29","38","7","6","0","$4M","$4M","$4M"
"SAMMY BLAIS","","R","26","L","NYR","40","6","7","13","0.33","17","27","1","0","00:46","15.7","12:35","56","-2","20","1","$0.85M","$0.85M","$0.85M"
"SAM GAGNER","","R","32","R","","42","6","7","13","0.31","38","25","0","3","01:01","21.8","13:21","79","-10","12","0","$3.2M","$3.15M","$3.15M"
"LOUI ERIKSSON","","R","37","L","","49","6","7","13","0.27","35","22","0","0","00:04","1.3","12:22","59","-2","12","0","$5M","$6M","$6M"
"JORDAN OESTERLE","","D","30","L","DET","58","3","10","13","0.22","15","18","0","2","00:59","19.3","17:01","69","-9","14","1","$1.2M","$1.4M","$1.4M"
"SCOTT MAYFIELD","","D","29","R","NYI","67","5","8","13","0.19","16","16","1","0","00:03","1.3","19:57","98","8","53","1","$1.2M","$1.45M","$1.45M"
"NIKITA ZADOROV","","D","27","L","CGY","64","4","9","13","0.20","15","17","0","0","00:04","1.2","17:46","65","6","65","2","$3.2M","$3.2M","$3.2M"
"ADAM BOQVIST","","D","21","R","CBJ","41","4","9","13","0.32","17","26","1","2","02:10","39.2","16:13","50","-3","6","3","$0.93M","$0.89M","$1.74M"
"SAM LAFFERTY","","C","27","R","CHI","50","6","7","13","0.26","16","21","1","0","00:02","0.5","09:37","56","5","23","2","$0.79M","$0.77M","$0.93M"
"JAKE MCCABE","","D","28","L","CHI","66","3","10","13","0.20","15","16","1","0","00:03","0.9","18:32","75","-11","41","3","$2.9M","$2.85M","$2.85M"
"MARCO SCANDELLA","","D","32","L","STL","62","4","9","13","0.21","15","17","0","0","00:03","1.1","17:35","77","14","20","2","$4.75M","$4M","$4M"
"ZACH ASTON-REESE","","R","27","L","","57","6","7","13","0.23","32","19","0","0","00:32","11.1","14:26","98","6","28","0","$1M","$1M","$1M"
"CARTER VERHAEGHE","","L","26","L","FLA","52","9","4","13","0.25","16","21","1","1","00:15","5.2","09:22","57","-9","8","3","$0.7M","$0.7M","$0.7M"
"ALEXANDRE TEXIER","","R","22","L","CBJ","36","6","7","13","0.36","17","30","1","1","00:33","10.4","12:45","49","3","10","1","$0.93M","$0.9M","$0.93M"
"ANTOINE ROUSSEL","","L","32","L","","41","7","6","13","0.32","39","26","1","2","01:18","26.0","11:50","55","0","43","0","$3.8M","$3M","$3M"
"ROBERT HAGG","","D","27","L","","49","3","10","13","0.27","35","22","0","1","00:02","0.7","15:36","38","14","30","0","$1.3M","$1.15M","$1.15M"
"MAX JONES","","L","24","L","ANA","59","8","4","12","0.20","14","17","0","1","00:29","11.0","14:16","102","-6","36","2","$0.83M","$0.86M","$0.86M"
"MELKER KARLSSON","","C","32","R","","61","6","6","12","0.20","28","16","0","0","00:02","0.9","12:16","56","-7","20","0","$2M","$2M","$2M"
"TREVOR LEWIS","","C","35","R","CGY","56","6","6","12","0.21","15","18","1","0","00:04","1.5","11:54","92","-7","16","1","$2M","$2M","$2M"
"RON HAINSEY","","D","41","L","","64","1","11","12","0.19","27","15","1","0","00:17","5.6","20:41","43","10","12","0","$3.5M","$3.5M","$3.5M"
"SHAYNE GOSTISBEHERE","","D","29","L","ARI","42","5","7","12","0.29","15","23","1","5","02:38","47.5","18:18","73","-4","20","1","$5.25M","$4.5M","$4.5M"
"SAM BENNETT","","C","26","L","FLA","52","8","4","12","0.23","15","19","0","1","00:44","16.4","12:31","82","-1","36","3","$2.55M","$2.55M","$2.55M"
"DEVIN SHORE","","C","28","L","EDM","45","5","7","12","0.27","15","22","1","2","00:28","10.8","11:39","50","-10","8","1","$2.4M","$2.3M","$2.3M"
"JUSTIN SCHULTZ","","D","32","R","SEA","46","3","9","12","0.26","12","21","0","6","02:45","53.3","19:53","86","-13","6","2","$6M","$5.5M","$5.5M"
"ERIC ROBINSON","","L","27","L","CBJ","50","7","5","12","0.24","15","20","3","0","00:02","0.8","10:57","69","10","12","2","$0.87M","$0.87M","$0.87M"
"CODY GLASS","","C","23","R","NSH","39","5","7","12","0.31","16","25","1","6","02:14","48.4","13:22","51","-7","6","1","$0.93M","$0.86M","$1.71M"
"NIKITA ZAITSEV","","D","30","R","OTT","58","1","11","12","0.21","14","17","0","0","00:08","2.7","22:09","64","-8","22","2","$4.5M","$4.5M","$4.5M"
"RYAN MCDONAGH","","D","33","L","NSH","50","1","11","12","0.24","15","20","0","0","00:07","2.2","20:42","50","7","19","4","$8.4M","$6.75M","$6.75M"
"FREDERIK GAUTHIER","","C","27","L","","61","7","5","12","0.20","28","16","0","0","00:01","0.5","09:23","42","-4","10","0","$0.7M","$0.68M","$0.68M"
"ERIK CERNAK","","D","25","R","T.B","67","5","7","12","0.18","14","15","1","0","00:08","2.7","18:57","125","11","59","6","$0.7M","$0.7M","$0.89M"
"DENIS MALGIN","","R","25","R","TOR","44","4","8","12","0.27","15","22","0","1","00:54","17.2","11:59","50","-9","14","1","$0.75M","$0.75M","$0.75M"
"TRAVIS HAMONIC","","D","31","R","OTT","50","3","9","12","0.24","15","20","0","0","00:05","1.6","21:12","83","-3","27","1","$4.88M","$3.86M","$3.86M"
"JUSTIN WILLIAMS","","R","40","R","","20","8","3","11","0.55","56","45","2","3","02:28","51.6","13:37","60","2","6","0","$0.7M","$0.7M","$2M"
"JOHNNY BOYCHUK","","D","38","R","","64","2","9","11","0.17","25","14","0","1","00:05","2.1","17:17","96","-11","14","0","$6M","$6M","$6M"
"MAX COMTOIS","","L","23","L","ANA","29","5","6","11","0.38","15","31","1","3","02:14","45.7","13:58","32","-4","24","1","$0.79M","$0.82M","$0.93M"
"DAVID SAVARD","","D","31","R","MTL","68","0","11","11","0.16","13","13","0","2","00:13","4.7","20:41","97","-3","35","3","$5M","$4.25M","$4.25M"
"BRENDAN LEIPSIC","","L","28","L","","61","3","8","11","0.18","26","15","1","1","00:27","8.0","09:10","49","3","13","0","$0.7M","$0.7M","$0.7M"
"COLIN MILLER","","D","29","R","DAL","51","1","10","11","0.22","14","18","1","3","01:22","28.3","17:08","79","-9","22","2","$3.88M","$3.88M","$3.88M"
"JACK JOHNSON","","D","35","L","","67","3","8","11","0.16","24","13","0","0","00:04","1.4","19:28","63","-1","26","1","$4M","$3.25M","$3.25M"
"MIKE GREEN","","D","36","R","","50","3","8","11","0.22","29","18","1","4","02:21","42.2","20:53","76","-34","32","0","$5.25M","$5.38M","$5.38M"
"MARIO FERRARO","","D","23","L","S.J","61","2","9","11","0.18","13","15","0","0","00:19","7.1","15:53","63","-15","30","0","$0.93M","$0.93M","$1.14M"
"DYLAN GAMBRELL","","C","25","R","OTT","50","5","6","11","0.22","13","18","1","1","00:40","14.7","11:57","43","-8","17","1","$0.7M","$0.7M","$0.7M"
"JASON DEMERS","","D","34","R","","50","0","11","11","0.22","29","18","0","0","00:10","3.2","20:30","53","5","25","0","$3.6M","$4.5M","$4.5M"
"AUSTIN WAGNER","","L","25","L","L.A","65","6","5","11","0.17","13","14","0","0","00:04","1.6","11:45","124","-5","39","1","$0.79M","$0.76M","$0.93M"
"TRAVIS DERMOTT","","D","25","L","VAN","56","4","7","11","0.20","14","16","1","0","00:03","1.1","17:19","65","14","37","1","$0.83M","$0.86M","$0.86M"
"BRAD RICHARDSON","","C","37","L","","59","6","5","11","0.19","26","15","3","0","00:02","0.7","13:39","76","1","20","0","$1.4M","$1.25M","$1.25M"
"DOMINIC TONINATO","","C","28","L","WPG","46","4","7","11","0.24","14","20","0","0","00:06","2.0","11:09","38","4","37","1","$0.78M","$0.78M","$0.78M"
"DANTE FABBRO","","D","24","R","NSH","64","5","6","11","0.17","13","14","0","1","00:21","6.7","19:02","92","-7","38","1","$0.93M","$0.93M","$1.49M"
"MARC STAAL","","D","35","L","FLA","52","2","9","11","0.21","14","17","0","0","00:03","1.1","17:39","46","5","16","1","$5M","$5.7M","$5.7M"
"NICOLAS HAGUE","","D","23","L","VGK","38","1","10","11","0.29","14","24","0","4","00:55","21.7","16:05","54","0","32","0","$0.79M","$0.79M","$0.86M"
"JACOB LARSSON","","D","25","L","OTT","60","2","9","11","0.18","13","15","0","0","00:03","1.1","16:09","58","-9","12","1","$0.83M","$0.89M","$0.89M"
"MICHAEL GRABNER","","L","34","L","","46","8","3","11","0.24","31","20","0","0","00:02","0.6","12:22","61","-4","6","0","$3.78M","$3.35M","$3.35M"
"VICTOR METE","","D","24","L","TOR","51","4","7","11","0.22","14","18","1","1","00:04","1.3","16:00","57","5","20","1","$0.76M","$0.75M","$0.87M"
"ZACK SMITH","","C","34","L","","50","4","7","11","0.22","29","18","1","0","00:11","3.5","11:47","43","2","29","0","$3.25M","$3.25M","$3.25M"
"CHRIS WAGNER","","R","31","R","BOS","66","6","4","10","0.15","12","12","0","0","00:03","0.9","12:26","78","-7","45","1","$1.25M","$1.25M","$1.25M"
"MACKENZIE MACEACHERN","","L","28","L","CAR","51","7","3","10","0.20","13","16","2","0","00:02","0.7","08:57","63","2","33","1","$0.75M","$0.75M","$0.75M"
"VLADIMIR TARASENKO","","R","30","L","STL","10","3","7","10","1.00","21","82","0","3","02:27","48.0","16:11","26","-2","0","1","$9.5M","$7.5M","$7.5M"
"COLIN BLACKWELL","","C","29","R","CHI","27","3","7","10","0.37","14","30","0","0","00:05","2.0","10:57","31","7","10","2","$0.7M","$0.68M","$0.68M"
"SLATER KOEKKOEK","","D","28","L","EDM","42","1","9","10","0.24","13","20","1","0","00:02","0.6","16:45","47","3","42","1","$0.93M","$0.93M","$0.93M"
"NATHAN GERBE","","C","34","L","","30","4","6","10","0.33","37","27","0","0","00:19","8.2","13:45","55","-7","22","0","$0.7M","$0.68M","$0.68M"
"TRAVIS BOYD","","R","28","R","ARI","24","3","7","10","0.42","15","34","0","1","00:52","16.9","11:45","26","9","2","2","$0.8M","$0.8M","$0.8M"
"PAUL BYRON","","L","33","L","MTL","29","4","6","10","0.34","14","28","1","0","00:10","3.5","14:20","29","5","4","1","$4M","$3.4M","$3.4M"
"MICHAEL DAL COLLE","","L","26","L","","53","4","6","10","0.19","25","15","0","0","00:17","6.5","11:48","59","-8","12","0","$0.7M","$0.7M","$0.7M"
"TREVOR MOORE","","R","27","L","L.A","42","6","4","10","0.24","13","20","0","0","00:42","15.3","12:54","60","-4","6","1","$0.75M","$0.78M","$0.78M"
"ADAM LOWRY","","C","29","L","WPG","49","4","6","10","0.20","12","17","1","0","00:14","4.9","14:58","68","-4","23","4","$2.75M","$2.92M","$2.92M"
"JAMIE OLEKSIAK","","D","29","L","SEA","69","3","7","10","0.14","10","12","1","0","00:01","0.5","15:49","76","-6","41","4","$1.96M","$2.14M","$2.14M"
"ANDREW SHAW","","R","30","R","","26","3","7","10","0.38","42","32","0","2","02:15","44.7","14:27","46","-4","33","0","$3.25M","$3.9M","$3.9M"
"KEVIN STENLUND","","R","25","R","WPG","32","6","4","10","0.31","13","26","1","5","01:56","47.7","13:59","57","2","8","1","$0.93M","$0.86M","$0.93M"
