"Name","Compare","Pos","Team","GP","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS"
"NATE SCHMIDT","","D","WPG","54","5","10","-7","4","0","76","15","72","87","163","0.09","0.19","-0.13","0.07","0.00","1.41","0.28","1.33","1.61","3.02"
"P.K. SUBBAN","","D","","44","5","14","-16","26","5","99","41","46","87","186","0.11","0.32","-0.36","0.59","0.11","2.25","0.93","1.05","1.98","4.23"
"NOAH GREGOR","","R","S.J","30","5","1","-16","6","0","60","47","19","66","126","0.17","0.03","-0.53","0.20","0.00","2.00","1.57","0.63","2.20","4.20"
"NICHOLAS PAUL","","C","T.B","56","5","15","5","19","2","105","74","35","109","214","0.09","0.27","0.09","0.34","0.04","1.88","1.32","0.63","1.95","3.82"
"MORGAN RIELLY","","D","TOR","55","5","30","11","14","12","101","63","61","124","225","0.09","0.55","0.20","0.25","0.22","1.84","1.15","1.11","2.25","4.09"
"CHARLIE MCAVOY","","D","BOS","51","5","25","22","38","8","92","65","80","145","237","0.10","0.49","0.43","0.75","0.16","1.80","1.27","1.57","2.84","4.65"
"JAKE VIRTANEN","","R","","38","5","0","-4","41","1","50","83","12","95","145","0.13","0.00","-0.11","1.08","0.03","1.32","2.18","0.32","2.50","3.82"
"TYLER BOZAK","","C","","31","5","12","-3","10","4","35","17","20","37","72","0.16","0.39","-0.10","0.32","0.13","1.13","0.55","0.65","1.19","2.32"
"MATT NIETO","","R","S.J","28","5","2","-5","4","0","45","25","19","44","89","0.18","0.07","-0.18","0.14","0.00","1.61","0.89","0.68","1.57","3.18"
"JIMMY VESEY","","L","","50","5","5","-15","10","0","58","38","19","57","115","0.10","0.10","-0.30","0.20","0.00","1.16","0.76","0.38","1.14","2.30"
"TEUVO TERAVAINEN","","L","CAR","21","5","10","5","4","2","49","8","9","17","66","0.24","0.48","0.24","0.19","0.10","2.33","0.38","0.43","0.81","3.14"
"ANDREW COGLIANO","","L","COL","54","5","6","-8","24","0","88","79","24","103","191","0.09","0.11","-0.15","0.44","0.00","1.63","1.46","0.44","1.91","3.54"
"RYAN ELLIS","","D","PHI","35","5","13","1","10","4","75","21","63","84","159","0.14","0.37","0.03","0.29","0.11","2.14","0.60","1.80","2.40","4.54"
"ERIC STAAL","","C","","53","5","8","-30","10","3","82","23","15","38","120","0.09","0.15","-0.57","0.19","0.06","1.55","0.43","0.28","0.72","2.26"
"ADAM GAUDETTE","","R","TOR","40","5","6","-15","12","3","66","16","22","38","104","0.13","0.15","-0.38","0.30","0.08","1.65","0.40","0.55","0.95","2.60"
"ESA LINDELL","","D","DAL","56","5","11","11","19","2","100","114","105","219","319","0.09","0.20","0.20","0.34","0.04","1.79","2.04","1.88","3.91","5.70"
"JAMES NEAL","","L","","29","5","5","-2","11","3","51","26","6","32","83","0.17","0.17","-0.07","0.38","0.10","1.76","0.90","0.21","1.10","2.86"
"ANDREAS JOHNSSON","","L","N.J","50","5","6","-1","12","1","65","39","17","56","121","0.10","0.12","-0.02","0.24","0.02","1.30","0.78","0.34","1.12","2.42"
"SAMUEL GIRARD","","D","COL","48","5","27","15","16","9","79","31","52","83","162","0.10","0.56","0.31","0.33","0.19","1.65","0.65","1.08","1.73","3.38"
"PAUL BYRON","","L","MTL","46","5","11","5","12","0","44","116","22","138","182","0.11","0.24","0.11","0.26","0.00","0.96","2.52","0.48","3.00","3.96"
"TANNER JEANNOT","","R","NSH","15","5","2","6","2","0","23","53","7","60","83","0.33","0.13","0.40","0.13","0.00","1.53","3.53","0.47","4.00","5.53"
"TRAVIS BOYD","","R","ARI","39","5","5","-6","2","1","23","18","15","33","56","0.13","0.13","-0.15","0.05","0.03","0.59","0.46","0.38","0.85","1.44"
"IVAN BARBASHEV","","L","STL","38","5","7","5","6","1","43","49","15","64","107","0.13","0.18","0.13","0.16","0.03","1.13","1.29","0.39","1.68","2.82"
"GUSTAV FORSLING","","D","FLA","43","5","12","17","8","4","94","30","43","73","167","0.12","0.28","0.40","0.19","0.09","2.19","0.70","1.00","1.70","3.88"
"DYLAN GAMBRELL","","C","OTT","49","5","7","-18","13","0","48","77","54","131","179","0.10","0.14","-0.37","0.27","0.00","0.98","1.57","1.10","2.67","3.65"
"ADAM FOX","","D","NYR","55","5","42","19","14","23","102","23","102","125","227","0.09","0.76","0.35","0.25","0.42","1.85","0.42","1.85","2.27","4.13"
"COLTON SCEVIOUR","","C","","46","5","5","0","2","0","53","64","28","92","145","0.11","0.11","0.00","0.04","0.00","1.15","1.39","0.61","2.00","3.15"
"MIKE MATHESON","","D","MTL","44","5","11","9","28","1","86","41","40","81","167","0.11","0.25","0.20","0.64","0.02","1.95","0.93","0.91","1.84","3.80"
"ERIK CERNAK","","D","T.B","46","5","13","8","38","0","85","98","46","144","229","0.11","0.28","0.17","0.83","0.00","1.85","2.13","1.00","3.13","4.98"
"RASMUS DAHLIN","","D","BUF","56","5","18","-36","26","11","115","80","45","125","240","0.09","0.32","-0.64","0.46","0.20","2.05","1.43","0.80","2.23","4.29"
"YAKOV TRENIN","","L","NSH","45","5","6","4","22","0","62","94","21","115","177","0.11","0.13","0.09","0.49","0.00","1.38","2.09","0.47","2.56","3.93"
"MATT GRZELCYK","","D","BOS","37","5","15","11","22","7","80","19","34","53","133","0.14","0.41","0.30","0.59","0.19","2.16","0.51","0.92","1.43","3.59"
"NICOLAS DESLAURIERS","","L","PHI","49","5","5","-7","53","0","65","136","20","156","221","0.10","0.10","-0.14","1.08","0.00","1.33","2.78","0.41","3.18","4.51"
"DEVIN SHORE","","C","EDM","38","5","4","-4","6","0","27","73","26","99","126","0.13","0.11","-0.11","0.16","0.00","0.71","1.92","0.68","2.61","3.32"
"K'ANDRE MILLER","","D","NYR","53","5","7","9","20","1","62","93","77","170","232","0.09","0.13","0.17","0.38","0.02","1.17","1.75","1.45","3.21","4.38"
"NICOLAS HAGUE","","D","VGK","52","5","12","14","31","0","78","94","65","159","237","0.10","0.23","0.27","0.60","0.00","1.50","1.81","1.25","3.06","4.56"
"CAM FOWLER","","D","ANA","56","5","18","-4","18","4","75","27","36","63","138","0.09","0.32","-0.07","0.32","0.07","1.34","0.48","0.64","1.13","2.46"
"JESPERI KOTKANIEMI","","C","CAR","56","5","15","-1","12","4","87","84","27","111","198","0.09","0.27","-0.02","0.21","0.07","1.55","1.50","0.48","1.98","3.54"
"ALEX GALCHENYUK","","C","","34","5","8","-8","20","1","62","44","10","54","116","0.15","0.24","-0.24","0.59","0.03","1.82","1.29","0.29","1.59","3.41"
"TREVOR LEWIS","","C","CGY","56","5","5","7","2","0","68","71","22","93","161","0.09","0.09","0.13","0.04","0.00","1.21","1.27","0.39","1.66","2.88"
"ANDERS BJORK","","L","BUF","45","5","6","-13","14","0","41","48","13","61","102","0.11","0.13","-0.29","0.31","0.00","0.91","1.07","0.29","1.36","2.27"
"NICK COUSINS","","L","FLA","52","5","13","4","41","4","60","48","16","64","124","0.10","0.25","0.08","0.79","0.08","1.15","0.92","0.31","1.23","2.38"
"RASMUS ANDERSSON","","D","CGY","56","5","16","-9","34","6","96","49","68","117","213","0.09","0.29","-0.16","0.61","0.11","1.71","0.88","1.21","2.09","3.80"
"PHILLIP DANAULT","","C","L.A","53","5","19","9","24","0","73","76","28","104","177","0.09","0.36","0.17","0.45","0.00","1.38","1.43","0.53","1.96","3.34"
"BRENDAN SMITH","","D","N.J","48","5","5","3","73","0","58","84","41","125","183","0.10","0.10","0.06","1.52","0.00","1.21","1.75","0.85","2.60","3.81"
"TOBIAS RIEDER","","L","","44","5","2","-9","2","0","63","21","34","55","118","0.11","0.05","-0.20","0.05","0.00","1.43","0.48","0.77","1.25","2.68"
"RYAN GETZLAF","","C","","48","5","12","-14","43","4","70","66","46","112","182","0.10","0.25","-0.29","0.90","0.08","1.46","1.38","0.96","2.33","3.79"
"SEAN WALKER","","D","L.A","47","5","13","-13","18","1","92","43","72","115","207","0.11","0.28","-0.28","0.38","0.02","1.96","0.91","1.53","2.45","4.40"
"KEVIN STENLUND","","R","WPG","32","5","5","-4","8","1","42","17","13","30","72","0.16","0.16","-0.13","0.25","0.03","1.31","0.53","0.41","0.94","2.25"
"JOE THORNTON","","L","","44","5","15","6","14","5","42","32","10","42","84","0.11","0.34","0.14","0.32","0.11","0.95","0.73","0.23","0.95","1.91"
"ARTTU RUOTSALAINEN","","C","BUF","17","5","1","-9","8","0","28","16","4","20","48","0.29","0.06","-0.53","0.47","0.00","1.65","0.94","0.24","1.18","2.82"
"SETH JONES","","D","CHI","56","5","23","-18","26","8","141","102","101","203","344","0.09","0.41","-0.32","0.46","0.14","2.52","1.82","1.80","3.63","6.14"
"JAKE DEBRUSK","","R","BOS","41","5","9","1","6","3","92","33","20","53","145","0.12","0.22","0.02","0.15","0.07","2.24","0.80","0.49","1.29","3.54"
"ADAM PELECH","","D","NYI","56","4","10","15","18","0","82","66","73","139","221","0.07","0.18","0.27","0.32","0.00","1.46","1.18","1.30","2.48","3.95"
"JORDAN MARTINOOK","","L","CAR","44","4","9","-3","25","0","62","90","20","110","172","0.09","0.20","-0.07","0.57","0.00","1.41","2.05","0.45","2.50","3.91"
"WADE ALLISON","","R","PHI","14","4","3","1","4","1","24","28","10","38","62","0.29","0.21","0.07","0.29","0.07","1.71","2.00","0.71","2.71","4.43"
"JESPER BOQVIST","","C","N.J","28","4","3","-5","2","0","34","15","10","25","59","0.14","0.11","-0.18","0.07","0.00","1.21","0.54","0.36","0.89","2.11"
"RYAN CARPENTER","","C","NYR","40","4","1","-10","19","1","51","78","17","95","146","0.10","0.03","-0.25","0.48","0.03","1.28","1.95","0.43","2.38","3.65"
"COLIN MILLER","","D","DAL","48","4","8","-20","27","4","64","91","51","142","206","0.08","0.17","-0.42","0.56","0.08","1.33","1.90","1.06","2.96","4.29"
"COLE CAUFIELD","","L","MTL","10","4","1","-1","2","0","30","3","0","3","33","0.40","0.10","-0.10","0.20","0.00","3.00","0.30","0.00","0.30","3.30"
"BRENDAN LEMIEUX","","L","L.A","49","4","7","-2","73","0","50","109","26","135","185","0.08","0.14","-0.04","1.49","0.00","1.02","2.22","0.53","2.76","3.78"
"RICHARD PANIK","","R","NYI","48","4","9","-9","18","1","59","70","21","91","150","0.08","0.19","-0.19","0.38","0.02","1.23","1.46","0.44","1.90","3.13"
"DANNY DEKEYSER","","D","","47","4","8","3","18","0","43","44","81","125","168","0.09","0.17","0.06","0.38","0.00","0.91","0.94","1.72","2.66","3.57"
"MICHAEL DEL ZOTTO","","D","FLA","53","4","9","5","8","0","77","125","54","179","256","0.08","0.17","0.09","0.15","0.00","1.45","2.36","1.02","3.38","4.83"
"ADAM BROOKS","","R","PHI","11","4","1","4","0","1","10","14","2","16","26","0.36","0.09","0.36","0.00","0.09","0.91","1.27","0.18","1.45","2.36"
"PATRICK MARLEAU","","C","","56","4","5","-9","10","2","54","40","19","59","113","0.07","0.09","-0.16","0.18","0.04","0.96","0.71","0.34","1.05","2.02"
"BRETT RITCHIE","","R","","32","4","4","-5","24","0","36","97","6","103","139","0.13","0.13","-0.16","0.75","0.00","1.13","3.03","0.19","3.22","4.34"
"ALEX FORMENTON","","L","OTT","20","4","2","6","6","0","27","23","8","31","58","0.20","0.10","0.30","0.30","0.00","1.35","1.15","0.40","1.55","2.90"
"TRENT FREDERIC","","L","BOS","42","4","1","-8","65","0","44","61","15","76","120","0.10","0.02","-0.19","1.55","0.00","1.05","1.45","0.36","1.81","2.86"
"CEDRIC PAQUETTE","","C","","47","4","4","-12","21","0","33","136","26","162","195","0.09","0.09","-0.26","0.45","0.00","0.70","2.89","0.55","3.45","4.15"
"WYATT KALYNUK","","D","VAN","21","4","5","-6","4","0","26","25","21","46","72","0.19","0.24","-0.29","0.19","0.00","1.24","1.19","1.00","2.19","3.43"
"OSKAR SUNDQVIST","","R","DET","28","4","5","-6","14","3","32","50","25","75","107","0.14","0.18","-0.21","0.50","0.11","1.14","1.79","0.89","2.68","3.82"
"PAT MAROON","","L","T.B","55","4","14","2","60","4","46","75","6","81","127","0.07","0.25","0.04","1.09","0.07","0.84","1.36","0.11","1.47","2.31"
"MIKHAIL GRIGORENKO","","C","","32","4","8","-2","6","0","36","14","17","31","67","0.13","0.25","-0.06","0.19","0.00","1.13","0.44","0.53","0.97","2.09"
"RASMUS RISTOLAINEN","","D","PHI","49","4","14","-18","36","7","73","193","68","261","334","0.08","0.29","-0.37","0.73","0.14","1.49","3.94","1.39","5.33","6.82"
"NOLAN PATRICK","","C","VGK","52","4","5","-30","20","3","49","45","18","63","112","0.08","0.10","-0.58","0.38","0.06","0.94","0.87","0.35","1.21","2.15"
"JUHO LAMMIKKO","","C","","44","4","1","-8","10","0","43","50","16","66","109","0.09","0.02","-0.18","0.23","0.00","0.98","1.14","0.36","1.50","2.48"
"ALEXANDRE TEXIER","","R","CBJ","49","4","11","-13","22","0","75","49","19","68","143","0.08","0.22","-0.27","0.45","0.00","1.53","1.00","0.39","1.39","2.92"
"AUSTIN WAGNER","","L","L.A","44","4","4","-14","15","0","67","97","10","107","174","0.09","0.09","-0.32","0.34","0.00","1.52","2.20","0.23","2.43","3.95"
"CAL CLUTTERBUCK","","R","NYI","50","4","7","-5","10","0","50","191","23","214","264","0.08","0.14","-0.10","0.20","0.00","1.00","3.82","0.46","4.28","5.28"
"BRETT PESCE","","D","CAR","55","4","21","14","20","5","89","17","82","99","188","0.07","0.38","0.25","0.36","0.09","1.62","0.31","1.49","1.80","3.42"
"RILEY SHEAHAN","","L","","53","4","9","-8","8","0","44","17","15","32","76","0.08","0.17","-0.15","0.15","0.00","0.83","0.32","0.28","0.60","1.43"
"KYLE CLIFFORD","","L","TOR","50","4","3","-5","30","0","65","69","17","86","151","0.08","0.06","-0.10","0.60","0.00","1.30","1.38","0.34","1.72","3.02"
"BLAKE COMEAU","","L","","51","4","10","-13","37","0","76","106","18","124","200","0.08","0.20","-0.25","0.73","0.00","1.49","2.08","0.35","2.43","3.92"
"NIKITA ZAITSEV","","D","OTT","55","4","13","-13","26","0","70","114","110","224","294","0.07","0.24","-0.24","0.47","0.00","1.27","2.07","2.00","4.07","5.35"
"MICHAEL RAFFL","","L","","44","4","7","-4","33","0","50","71","28","99","149","0.09","0.16","-0.09","0.75","0.00","1.14","1.61","0.64","2.25","3.39"
"MIKHAIL SERGACHEV","","D","T.B","56","4","26","5","30","8","108","66","73","139","247","0.07","0.46","0.09","0.54","0.14","1.93","1.18","1.30","2.48","4.41"
"NOEL ACCIARI","","L","STL","41","4","7","0","9","3","68","91","63","154","222","0.10","0.17","0.00","0.22","0.07","1.66","2.22","1.54","3.76","5.41"
"ADAM LARSSON","","D","SEA","56","4","6","2","24","0","52","166","128","294","346","0.07","0.11","0.04","0.43","0.00","0.93","2.96","2.29","5.25","6.18"
"CODY CECI","","D","EDM","53","4","13","18","10","0","58","74","70","144","202","0.08","0.25","0.34","0.19","0.00","1.09","1.40","1.32","2.72","3.81"
"VLADIMIR TARASENKO","","R","STL","24","4","10","-7","0","6","65","30","15","45","110","0.17","0.42","-0.29","0.00","0.25","2.71","1.25","0.63","1.88","4.58"
"VINNIE HINOSTROZA","","R","BUF","26","4","8","0","8","0","33","37","3","40","73","0.15","0.31","0.00","0.31","0.00","1.27","1.42","0.12","1.54","2.81"
"LAWSON CROUSE","","L","ARI","51","4","9","-10","46","2","70","155","30","185","255","0.08","0.18","-0.20","0.90","0.04","1.37","3.04","0.59","3.63","5.00"
"JOSH MORRISSEY","","D","WPG","56","4","17","-1","25","9","116","78","86","164","280","0.07","0.30","-0.02","0.45","0.16","2.07","1.39","1.54","2.93","5.00"
"SEAN KURALY","","C","CBJ","47","4","5","-11","20","0","88","99","21","120","208","0.09","0.11","-0.23","0.43","0.00","1.87","2.11","0.45","2.55","4.43"
"CODY GLASS","","C","NSH","27","4","6","6","8","5","28","10","9","19","47","0.15","0.22","0.22","0.30","0.19","1.04","0.37","0.33","0.70","1.74"
"DUNCAN KEITH","","D","EDM","54","4","11","-13","30","6","110","33","91","124","234","0.07","0.20","-0.24","0.56","0.11","2.04","0.61","1.69","2.30","4.33"
"RYAN MCDONAGH","","D","NSH","50","4","8","13","14","0","85","69","96","165","250","0.08","0.16","0.26","0.28","0.00","1.70","1.38","1.92","3.30","5.00"
"MARK JANKOWSKI","","C","NSH","45","4","7","4","6","0","35","35","21","56","91","0.09","0.16","0.09","0.13","0.00","0.78","0.78","0.47","1.24","2.02"
"NIKITA GUSEV","","L","","31","4","6","-12","2","2","72","4","1","5","77","0.13","0.19","-0.39","0.06","0.06","2.32","0.13","0.03","0.16","2.48"
"NOAH HANIFIN","","D","CGY","47","4","11","-2","18","3","89","28","40","68","157","0.09","0.23","-0.04","0.38","0.06","1.89","0.60","0.85","1.45","3.34"
"JAKE MUZZIN","","D","TOR","53","4","23","21","29","2","103","101","94","195","298","0.08","0.43","0.40","0.55","0.04","1.94","1.91","1.77","3.68","5.62"
"ALEXANDER RADULOV","","R","","11","4","8","9","6","6","25","4","5","9","34","0.36","0.73","0.82","0.55","0.55","2.27","0.36","0.45","0.82","3.09"
"DYLAN COZENS","","C","BUF","41","4","9","-15","16","1","62","30","11","41","103","0.10","0.22","-0.37","0.39","0.02","1.51","0.73","0.27","1.00","2.51"
"BRIAN DUMOULIN","","D","PIT","41","4","10","18","12","0","50","63","55","118","168","0.10","0.24","0.44","0.29","0.00","1.22","1.54","1.34","2.88","4.10"
"MARCO SCANDELLA","","D","STL","49","3","6","14","24","0","55","60","64","124","179","0.06","0.12","0.29","0.49","0.00","1.12","1.22","1.31","2.53","3.65"
"EVGENY SVECHNIKOV","","R","","21","3","5","-3","10","2","21","20","6","26","47","0.14","0.24","-0.14","0.48","0.10","1.00","0.95","0.29","1.24","2.24"
"JOHN LEONARD","","L","NSH","44","3","10","-7","2","1","59","25","17","42","101","0.07","0.23","-0.16","0.05","0.02","1.34","0.57","0.39","0.95","2.30"
"ARTEM ZUB","","D","OTT","47","3","11","4","26","0","39","89","70","159","198","0.06","0.23","0.09","0.55","0.00","0.83","1.89","1.49","3.38","4.21"
"ALEX BARRE-BOULET","","R","T.B","15","3","0","0","0","2","26","8","5","13","39","0.20","0.00","0.00","0.00","0.13","1.73","0.53","0.33","0.87","2.60"
"TANNER KERO","","L","DAL","39","3","7","0","6","2","39","31","14","45","84","0.08","0.18","0.00","0.15","0.05","1.00","0.79","0.36","1.15","2.15"
"JAKE EVANS","","C","MTL","47","3","10","2","29","0","55","79","26","105","160","0.06","0.21","0.04","0.62","0.00","1.17","1.68","0.55","2.23","3.40"
"KEITH YANDLE","","D","","56","3","24","-8","38","18","113","18","27","45","158","0.05","0.43","-0.14","0.68","0.32","2.02","0.32","0.48","0.80","2.82"
"BRETT CONNOLLY","","R","","31","3","3","3","4","1","26","44","8","52","78","0.10","0.10","0.10","0.13","0.03","0.84","1.42","0.26","1.68","2.52"
"CONNOR MURPHY","","D","CHI","50","3","12","1","35","1","78","102","123","225","303","0.06","0.24","0.02","0.70","0.02","1.56","2.04","2.46","4.50","6.06"
"TY DELLANDREA","","R","DAL","26","3","2","0","23","3","31","47","10","57","88","0.12","0.08","0.00","0.88","0.12","1.19","1.81","0.38","2.19","3.38"
"BRANDON CARLO","","D","BOS","27","3","1","1","12","0","43","38","35","73","116","0.11","0.04","0.04","0.44","0.00","1.59","1.41","1.30","2.70","4.30"
"KIEFFER BELLOWS","","L","NYI","14","3","0","0","4","0","19","36","5","41","60","0.21","0.00","0.00","0.29","0.00","1.36","2.57","0.36","2.93","4.29"
"BLAKE LIZOTTE","","C","L.A","41","3","7","3","16","0","42","32","21","53","95","0.07","0.17","0.07","0.39","0.00","1.02","0.78","0.51","1.29","2.32"
"TREVOR ZEGRAS","","C","ANA","24","3","10","7","12","0","53","7","4","11","64","0.13","0.42","0.29","0.50","0.00","2.21","0.29","0.17","0.46","2.67"
"DAMON SEVERSON","","D","N.J","56","3","18","-8","29","4","91","57","50","107","198","0.05","0.32","-0.14","0.52","0.07","1.63","1.02","0.89","1.91","3.54"
"HAYDN FLEURY","","D","T.B","47","3","1","-12","8","0","62","63","55","118","180","0.06","0.02","-0.26","0.17","0.00","1.32","1.34","1.17","2.51","3.83"
"OLIVER EKMAN-LARSSON","","D","VAN","46","3","21","-17","32","14","83","72","26","98","181","0.07","0.46","-0.37","0.70","0.30","1.80","1.57","0.57","2.13","3.93"
"JUSTIN SCHULTZ","","D","SEA","46","3","24","12","10","8","67","28","49","77","144","0.07","0.52","0.26","0.22","0.17","1.46","0.61","1.07","1.67","3.13"
"TRAVIS SANHEIM","","D","PHI","55","3","12","-22","23","0","100","48","73","121","221","0.05","0.22","-0.40","0.42","0.00","1.82","0.87","1.33","2.20","4.02"
"NOAH DOBSON","","D","NYI","46","3","11","1","8","5","69","40","59","99","168","0.07","0.24","0.02","0.17","0.11","1.50","0.87","1.28","2.15","3.65"
"MORGAN GEEKIE","","C","SEA","36","3","6","1","10","2","30","28","6","34","64","0.08","0.17","0.03","0.28","0.06","0.83","0.78","0.17","0.94","1.78"
"JOEL EDMUNDSON","","D","MTL","55","3","10","28","25","0","77","98","75","173","250","0.05","0.18","0.51","0.45","0.00","1.40","1.78","1.36","3.15","4.55"
"ALEXANDER BARABANOV","","R","S.J","22","3","5","1","6","1","23","7","14","21","44","0.14","0.23","0.05","0.27","0.05","1.05","0.32","0.64","0.95","2.00"
"EETU LUOSTARINEN","","C","FLA","44","3","5","-11","12","0","34","55","25","80","114","0.07","0.11","-0.25","0.27","0.00","0.77","1.25","0.57","1.82","2.59"
"QUINN HUGHES","","D","VAN","56","3","38","-23","22","19","98","18","43","61","159","0.05","0.68","-0.41","0.39","0.34","1.75","0.32","0.77","1.09","2.84"
"MARC STAAL","","D","FLA","56","3","7","-5","20","0","53","58","45","103","156","0.05","0.13","-0.09","0.36","0.00","0.95","1.04","0.80","1.84","2.79"
"AUSTIN WATSON","","R","OTT","34","3","7","-7","40","0","41","100","49","149","190","0.09","0.21","-0.21","1.18","0.00","1.21","2.94","1.44","4.38","5.59"
"ANTON STRALMAN","","D","","38","3","6","-1","8","0","38","37","30","67","105","0.08","0.16","-0.03","0.21","0.00","1.00","0.97","0.79","1.76","2.76"
"JUJHAR KHAIRA","","L","CHI","40","3","8","-1","42","0","41","151","21","172","213","0.08","0.20","-0.03","1.05","0.00","1.03","3.78","0.53","4.30","5.33"
"MATHIEU OLIVIER","","R","CBJ","30","3","2","-1","70","1","25","62","19","81","106","0.10","0.07","-0.03","2.33","0.03","0.83","2.07","0.63","2.70","3.53"
"JOHN MARINO","","D","N.J","52","3","10","5","8","4","56","48","50","98","154","0.06","0.19","0.10","0.15","0.08","1.08","0.92","0.96","1.88","2.96"
"RYAN SUTER","","D","DAL","56","3","16","9","12","6","86","38","65","103","189","0.05","0.29","0.16","0.21","0.11","1.54","0.68","1.16","1.84","3.38"
"DRYDEN HUNT","","L","NYR","26","3","5","-6","4","0","39","94","5","99","138","0.12","0.19","-0.23","0.15","0.00","1.50","3.62","0.19","3.81","5.31"
"JAMIE DRYSDALE","","D","ANA","24","3","5","-12","6","1","28","7","23","30","58","0.13","0.21","-0.50","0.25","0.04","1.17","0.29","0.96","1.25","2.42"
"DARREN HELM","","C","COL","47","3","5","-3","10","0","83","39","20","59","142","0.06","0.11","-0.06","0.21","0.00","1.77","0.83","0.43","1.26","3.02"
"DYLAN COGHLAN","","D","CAR","29","3","3","-3","2","0","31","29","16","45","76","0.10","0.10","-0.10","0.07","0.00","1.07","1.00","0.55","1.55","2.62"
"PATRIK NEMETH","","D","ARI","52","3","7","5","20","0","53","87","67","154","207","0.06","0.13","0.10","0.38","0.00","1.02","1.67","1.29","2.96","3.98"
"CODY EAKIN","","C","","46","3","4","-9","14","0","39","33","20","53","92","0.07","0.09","-0.20","0.30","0.00","0.85","0.72","0.43","1.15","2.00"
"ANDREJ SEKERA","","D","","46","3","2","12","4","0","33","47","62","109","142","0.07","0.04","0.26","0.09","0.00","0.72","1.02","1.35","2.37","3.09"
"KEEGAN KOLESAR","","R","VGK","44","3","9","-4","30","0","46","107","15","122","168","0.07","0.20","-0.09","0.68","0.00","1.05","2.43","0.34","2.77","3.82"
"MARK PYSYK","","D","DET","36","3","1","6","20","0","51","36","16","52","103","0.08","0.03","0.17","0.56","0.00","1.42","1.00","0.44","1.44","2.86"
"ROBERT THOMAS","","C","STL","33","3","9","1","10","0","22","5","11","16","38","0.09","0.27","0.03","0.30","0.00","0.67","0.15","0.33","0.48","1.15"
"NEAL PIONK","","D","WPG","54","3","29","6","20","10","100","137","74","211","311","0.06","0.54","0.11","0.37","0.19","1.85","2.54","1.37","3.91","5.76"
"CHRISTIAN FISCHER","","C","ARI","52","3","8","-10","6","1","47","148","27","175","222","0.06","0.15","-0.19","0.12","0.02","0.90","2.85","0.52","3.37","4.27"
"TYLER GRAOVAC","","C","","14","3","1","-3","6","1","17","13","5","18","35","0.21","0.07","-0.21","0.43","0.07","1.21","0.93","0.36","1.29","2.50"
"HENRI JOKIHARJU","","D","BUF","46","3","5","-11","4","0","50","47","53","100","150","0.07","0.11","-0.24","0.09","0.00","1.09","1.02","1.15","2.17","3.26"
"IAN MITCHELL","","D","CHI","39","3","4","-10","14","0","23","18","37","55","78","0.08","0.10","-0.26","0.36","0.00","0.59","0.46","0.95","1.41","2.00"
"LOGAN O'CONNOR","","R","COL","22","3","2","6","6","0","37","29","12","41","78","0.14","0.09","0.27","0.27","0.00","1.68","1.32","0.55","1.86","3.55"
"NICOLAS AUBE-KUBEL","","R","TOR","50","3","9","-3","44","0","53","120","16","136","189","0.06","0.18","-0.06","0.88","0.00","1.06","2.40","0.32","2.72","3.78"
"ALEX GOLIGOSKI","","D","MIN","56","3","19","2","14","7","72","76","108","184","256","0.05","0.34","0.04","0.25","0.13","1.29","1.36","1.93","3.29","4.57"
"LIAS ANDERSSON","","C","L.A","23","3","3","-4","12","0","23","8","9","17","40","0.13","0.13","-0.17","0.52","0.00","1.00","0.35","0.39","0.74","1.74"
"JACCOB SLAVIN","","D","CAR","52","3","12","22","2","1","101","35","87","122","223","0.06","0.23","0.42","0.04","0.02","1.94","0.67","1.67","2.35","4.29"
"DRAKE CAGGIULA","","L","PIT","38","3","7","-6","19","0","46","64","9","73","119","0.08","0.18","-0.16","0.50","0.00","1.21","1.68","0.24","1.92","3.13"
"DAVID BACKES","","R","","15","3","1","-4","4","0","30","31","16","47","77","0.20","0.07","-0.27","0.27","0.00","2.00","2.07","1.07","3.13","5.13"
"MATTHEW HIGHMORE","","R","STL","42","3","4","-4","8","0","40","43","21","64","104","0.07","0.10","-0.10","0.19","0.00","0.95","1.02","0.50","1.52","2.48"
"BRADY SKJEI","","D","CAR","52","3","7","6","30","0","104","66","62","128","232","0.06","0.13","0.12","0.58","0.00","2.00","1.27","1.19","2.46","4.46"
"TRAVIS HAMONIC","","D","OTT","38","3","7","-2","39","0","79","48","81","129","208","0.08","0.18","-0.05","1.03","0.00","2.08","1.26","2.13","3.39","5.47"
"TYLER ENNIS","","L","","30","3","6","0","6","0","38","43","6","49","87","0.10","0.20","0.00","0.20","0.00","1.27","1.43","0.20","1.63","2.90"
"TROY STECHER","","D","ARI","44","3","8","-13","12","0","55","33","46","79","134","0.07","0.18","-0.30","0.27","0.00","1.25","0.75","1.05","1.80","3.05"
"EMIL BEMSTROM","","R","CBJ","20","3","2","2","0","1","28","15","8","23","51","0.15","0.10","0.10","0.00","0.05","1.40","0.75","0.40","1.15","2.55"
"MICHAEL RASMUSSEN","","C","DET","40","3","9","-5","26","2","62","72","28","100","162","0.08","0.23","-0.13","0.65","0.05","1.55","1.80","0.70","2.50","4.05"
