"Name","Compare","Pos","Team","GP","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS"
"MARK STONE","","R","VGK","37","9","21","7","8","6","71","19","24","43","114","0.24","0.57","0.19","0.22","0.16","1.92","0.51","0.65","1.16","3.08"
"OLIVER KYLINGTON","","D","CGY","73","9","22","33","14","3","138","40","79","119","257","0.12","0.30","0.45","0.19","0.04","1.89","0.55","1.08","1.63","3.52"
"DEREK STEPAN","","R","","58","9","10","0","14","0","96","29","25","54","150","0.16","0.17","0.00","0.24","0.00","1.66","0.50","0.43","0.93","2.59"
"ANTHONY MANTHA","","R","WSH","37","9","14","4","14","2","82","46","18","64","146","0.24","0.38","0.11","0.38","0.05","2.22","1.24","0.49","1.73","3.95"
"CAM FOWLER","","D","ANA","76","9","33","-9","14","18","124","37","116","153","277","0.12","0.43","-0.12","0.18","0.24","1.63","0.49","1.53","2.01","3.64"
"RYAN LOMBERG","","L","FLA","55","9","9","4","92","0","91","117","7","124","215","0.16","0.16","0.07","1.67","0.00","1.65","2.13","0.13","2.25","3.91"
"BRETT HOWDEN","","C","VGK","47","9","11","9","12","0","39","62","36","98","137","0.19","0.23","0.19","0.26","0.00","0.83","1.32","0.77","2.09","2.91"
"PIERRE-EDOUARD BELLEMARE","","C","T.B","80","9","11","24","19","0","72","88","44","132","204","0.11","0.14","0.30","0.24","0.00","0.90","1.10","0.55","1.65","2.55"
"DUSTIN BROWN","","R","","64","9","19","-2","20","3","146","88","20","108","254","0.14","0.30","-0.03","0.31","0.05","2.28","1.38","0.31","1.69","3.97"
"BEN CHIAROT","","D","DET","74","9","17","-14","48","3","143","157","130","287","430","0.12","0.23","-0.19","0.65","0.04","1.93","2.12","1.76","3.88","5.81"
"LOGAN O'CONNOR","","R","COL","81","8","16","10","38","0","127","100","59","159","286","0.10","0.20","0.12","0.47","0.00","1.57","1.23","0.73","1.96","3.53"
"ANTON STRALMAN","","D","","74","8","15","-18","12","0","95","99","100","199","294","0.11","0.20","-0.24","0.16","0.00","1.28","1.34","1.35","2.69","3.97"
"TYLER ENNIS","","L","","57","8","16","-5","16","4","89","70","24","94","183","0.14","0.28","-0.09","0.28","0.07","1.56","1.23","0.42","1.65","3.21"
"NATHAN WALKER","","R","STL","30","8","4","1","2","0","38","58","22","80","118","0.27","0.13","0.03","0.07","0.00","1.27","1.93","0.73","2.67","3.93"
"RASMUS ASPLUND","","L","BUF","80","8","19","-5","10","4","130","30","14","44","174","0.10","0.24","-0.06","0.13","0.05","1.63","0.38","0.18","0.55","2.18"
"CURTIS LAZAR","","C","VAN","70","8","8","-2","16","0","95","186","51","237","332","0.11","0.11","-0.03","0.23","0.00","1.36","2.66","0.73","3.39","4.74"
"DERICK BRASSARD","","L","","46","8","11","4","16","2","62","82","6","88","150","0.17","0.24","0.09","0.35","0.04","1.35","1.78","0.13","1.91","3.26"
"NOAH GREGOR","","R","S.J","63","8","15","-20","25","3","156","118","49","167","323","0.13","0.24","-0.32","0.40","0.05","2.48","1.87","0.78","2.65","5.13"
"NICOLAS DESLAURIERS","","L","PHI","81","8","5","-11","113","0","90","263","49","312","402","0.10","0.06","-0.14","1.40","0.00","1.11","3.25","0.60","3.85","4.96"
"MASON APPLETON","","R","WPG","68","8","13","-1","30","0","98","64","20","84","182","0.12","0.19","-0.01","0.44","0.00","1.44","0.94","0.29","1.24","2.68"
"OSKAR SUNDQVIST","","R","DET","59","8","14","5","29","0","70","70","29","99","169","0.14","0.24","0.08","0.49","0.00","1.19","1.19","0.49","1.68","2.86"
"PHIL KESSEL","","R","","82","8","44","-24","40","14","175","6","21","27","202","0.10","0.54","-0.29","0.49","0.17","2.13","0.07","0.26","0.33","2.46"
"JIMMY VESEY","","L","","68","8","7","-24","12","0","110","85","29","114","224","0.12","0.10","-0.35","0.18","0.00","1.62","1.25","0.43","1.68","3.29"
"ZACH WHITECLOUD","","D","VGK","59","8","11","21","20","0","94","98","115","213","307","0.14","0.19","0.36","0.34","0.00","1.59","1.66","1.95","3.61","5.20"
"MACKENZIE WEEGAR","","D","FLA","80","8","36","40","81","3","203","179","156","335","538","0.10","0.45","0.50","1.01","0.04","2.54","2.24","1.95","4.19","6.73"
"FILIP CHYTIL","","C","NYR","67","8","14","-1","14","1","135","24","27","51","186","0.12","0.21","-0.01","0.21","0.01","2.01","0.36","0.40","0.76","2.78"
"TRENT FREDERIC","","L","BOS","60","8","10","10","57","0","100","119","22","141","241","0.13","0.17","0.17","0.95","0.00","1.67","1.98","0.37","2.35","4.02"
"MARTIN FEHERVARY","","D","WSH","79","8","9","15","26","0","96","251","117","368","464","0.10","0.11","0.19","0.33","0.00","1.22","3.18","1.48","4.66","5.87"
"BRENDAN LEMIEUX","","L","L.A","50","8","5","1","97","0","65","122","17","139","204","0.16","0.10","0.02","1.94","0.00","1.30","2.44","0.34","2.78","4.08"
"JASON ZUCKER","","L","PIT","41","8","9","-2","15","2","102","66","20","86","188","0.20","0.22","-0.05","0.37","0.05","2.49","1.61","0.49","2.10","4.59"
"JADEN SCHWARTZ","","L","SEA","37","8","15","-13","14","4","101","42","13","55","156","0.22","0.41","-0.35","0.38","0.11","2.73","1.14","0.35","1.49","4.22"
"ERIK JOHNSON","","D","COL","77","8","17","22","24","1","139","165","135","300","439","0.10","0.22","0.29","0.31","0.01","1.81","2.14","1.75","3.90","5.70"
"QUINN HUGHES","","D","VAN","76","8","60","11","28","31","150","19","56","75","225","0.11","0.79","0.14","0.37","0.41","1.97","0.25","0.74","0.99","2.96"
"STEVEN LORENTZ","","R","S.J","67","8","5","0","8","0","80","67","13","80","160","0.12","0.07","0.00","0.12","0.00","1.19","1.00","0.19","1.19","2.39"
"KEVIN SHATTENKIRK","","D","ANA","82","8","27","-9","36","14","163","73","135","208","371","0.10","0.33","-0.11","0.44","0.17","1.99","0.89","1.65","2.54","4.52"
"TYSON JOST","","C","MIN","80","8","12","1","34","0","97","55","37","92","189","0.10","0.15","0.01","0.43","0.00","1.21","0.69","0.46","1.15","2.36"
"SEAN MONAHAN","","C","CGY","65","8","15","-15","24","13","111","59","24","83","194","0.12","0.23","-0.23","0.37","0.20","1.71","0.91","0.37","1.28","2.98"
"JOE VELENO","","C","DET","66","8","7","-13","22","0","73","123","25","148","221","0.12","0.11","-0.20","0.33","0.00","1.11","1.86","0.38","2.24","3.35"
"ADAM LARSSON","","D","SEA","82","8","17","-22","55","1","119","183","140","323","442","0.10","0.21","-0.27","0.67","0.01","1.45","2.23","1.71","3.94","5.39"
"NICO STURM","","C","S.J","74","8","11","-7","14","1","100","99","29","128","228","0.11","0.15","-0.09","0.19","0.01","1.35","1.34","0.39","1.73","3.08"
"MARK GIORDANO","","D","TOR","75","8","27","-9","57","12","151","75","139","214","365","0.11","0.36","-0.12","0.76","0.16","2.01","1.00","1.85","2.85","4.87"
"NICK BJUGSTAD","","R","ARI","57","7","6","-2","20","1","81","99","14","113","194","0.12","0.11","-0.04","0.35","0.02","1.42","1.74","0.25","1.98","3.40"
"MICHAEL MCCARRON","","C","NSH","51","7","7","10","70","1","51","116","31","147","198","0.14","0.14","0.20","1.37","0.02","1.00","2.27","0.61","2.88","3.88"
"YEGOR CHINAKHOV","","L","CBJ","62","7","7","-27","16","1","98","50","16","66","164","0.11","0.11","-0.44","0.26","0.02","1.58","0.81","0.26","1.06","2.65"
"DOMINIC TONINATO","","C","WPG","77","7","7","1","22","1","44","92","32","124","168","0.09","0.09","0.01","0.29","0.01","0.57","1.19","0.42","1.61","2.18"
"VINCE DUNN","","D","SEA","73","7","28","-20","63","11","121","76","82","158","279","0.10","0.38","-0.27","0.86","0.15","1.66","1.04","1.12","2.16","3.82"
"DARREN HELM","","C","COL","68","7","8","-5","14","0","93","114","27","141","234","0.10","0.12","-0.07","0.21","0.00","1.37","1.68","0.40","2.07","3.44"
"ANDREW LADD","","L","ARI","51","7","5","-20","47","4","57","68","33","101","158","0.14","0.10","-0.39","0.92","0.08","1.12","1.33","0.65","1.98","3.10"
"MIKHAIL SERGACHEV","","D","T.B","78","7","31","5","59","7","149","139","123","262","411","0.09","0.40","0.06","0.76","0.09","1.91","1.78","1.58","3.36","5.27"
"K'ANDRE MILLER","","D","NYR","82","7","13","21","24","1","102","151","95","246","348","0.09","0.16","0.26","0.29","0.01","1.24","1.84","1.16","3.00","4.24"
"THOMAS CHABOT","","D","OTT","59","7","31","-4","26","13","173","73","93","166","339","0.12","0.53","-0.07","0.44","0.22","2.93","1.24","1.58","2.81","5.75"
"JAKE BEAN","","D","CBJ","67","7","18","-5","26","4","91","41","71","112","203","0.10","0.27","-0.07","0.39","0.06","1.36","0.61","1.06","1.67","3.03"
"TRAVIS SANHEIM","","D","PHI","80","7","24","9","34","0","123","64","142","206","329","0.09","0.30","0.11","0.43","0.00","1.54","0.80","1.78","2.58","4.11"
"TYSON BARRIE","","D","EDM","73","7","34","3","18","21","149","27","73","100","249","0.10","0.47","0.04","0.25","0.29","2.04","0.37","1.00","1.37","3.41"
"COLTON SISSONS","","C","NSH","79","7","21","2","30","4","87","188","44","232","319","0.09","0.27","0.03","0.38","0.05","1.10","2.38","0.56","2.94","4.04"
"JUHO LAMMIKKO","","C","","75","7","8","-6","14","0","67","93","46","139","206","0.09","0.11","-0.08","0.19","0.00","0.89","1.24","0.61","1.85","2.75"
"PARKER KELLY","","L","OTT","41","7","5","-4","60","0","48","131","30","161","209","0.17","0.12","-0.10","1.46","0.00","1.17","3.20","0.73","3.93","5.10"
"BRENDAN GALLAGHER","","R","MTL","56","7","17","-7","71","7","142","54","29","83","225","0.13","0.30","-0.13","1.27","0.13","2.54","0.96","0.52","1.48","4.02"
"PEYTON KREBS","","C","BUF","57","7","15","-26","22","10","56","25","8","33","89","0.12","0.26","-0.46","0.39","0.18","0.98","0.44","0.14","0.58","1.56"
"SCOTT REEDY","","R","S.J","35","7","2","-8","10","3","33","14","26","40","73","0.20","0.06","-0.23","0.29","0.09","0.94","0.40","0.74","1.14","2.09"
"MAXIM MAMIN","","C","","40","7","7","8","13","0","49","59","17","76","125","0.18","0.18","0.20","0.33","0.00","1.23","1.48","0.43","1.90","3.13"
"MORITZ SEIDER","","D","DET","82","7","43","-8","34","21","187","151","161","312","499","0.09","0.52","-0.10","0.41","0.26","2.28","1.84","1.96","3.80","6.09"
"TYLER MOTTE","","L","","58","7","8","3","22","0","101","117","58","175","276","0.12","0.14","0.05","0.38","0.00","1.74","2.02","1.00","3.02","4.76"
"MATT DUMBA","","D","MIN","57","7","20","9","47","5","116","114","84","198","314","0.12","0.35","0.16","0.82","0.09","2.04","2.00","1.47","3.47","5.51"
"MICHAEL RAFFL","","L","","76","7","9","-19","16","0","94","141","34","175","269","0.09","0.12","-0.25","0.21","0.00","1.24","1.86","0.45","2.30","3.54"
"BRETT PESCE","","D","CAR","70","7","21","5","39","3","148","39","99","138","286","0.10","0.30","0.07","0.56","0.04","2.11","0.56","1.41","1.97","4.09"
"DREW DOUGHTY","","D","L.A","39","7","24","4","30","13","99","60","53","113","212","0.18","0.62","0.10","0.77","0.33","2.54","1.54","1.36","2.90","5.44"
"JANSEN HARKINS","","R","WPG","77","7","6","-8","15","0","67","51","18","69","136","0.09","0.08","-0.10","0.19","0.00","0.87","0.66","0.23","0.90","1.77"
"KEEGAN KOLESAR","","R","VGK","77","7","17","-6","68","1","94","246","46","292","386","0.09","0.22","-0.08","0.88","0.01","1.22","3.19","0.60","3.79","5.01"
"JAKOB CHYCHRUN","","D","ARI","47","7","14","-20","47","1","141","51","66","117","258","0.15","0.30","-0.43","1.00","0.02","3.00","1.09","1.40","2.49","5.49"
"JOHAN LARSSON","","L","","43","7","14","-4","32","3","44","70","25","95","139","0.16","0.33","-0.09","0.74","0.07","1.02","1.63","0.58","2.21","3.23"
"MORGAN GEEKIE","","C","SEA","73","7","15","-16","18","4","97","55","23","78","175","0.10","0.21","-0.22","0.25","0.05","1.33","0.75","0.32","1.07","2.40"
"KAAPO KAKKO","","R","NYR","43","7","11","10","10","2","62","8","15","23","85","0.16","0.26","0.23","0.23","0.05","1.44","0.19","0.35","0.53","1.98"
"EVGENY SVECHNIKOV","","R","","72","7","12","-4","38","0","78","104","22","126","204","0.10","0.17","-0.06","0.53","0.00","1.08","1.44","0.31","1.75","2.83"
"DMITRY KULIKOV","","D","MIN","80","7","15","23","39","0","74","100","103","203","277","0.09","0.19","0.29","0.49","0.00","0.93","1.25","1.29","2.54","3.46"
"RYAN SUTER","","D","DAL","82","7","25","1","40","13","118","46","88","134","252","0.09","0.30","0.01","0.49","0.16","1.44","0.56","1.07","1.63","3.07"
"ALEX GALCHENYUK","","C","","60","6","15","-11","32","1","89","67","24","91","180","0.10","0.25","-0.18","0.53","0.02","1.48","1.12","0.40","1.52","3.00"
"EMIL BEMSTROM","","R","CBJ","41","6","5","-1","4","0","62","36","6","42","104","0.15","0.12","-0.02","0.10","0.00","1.51","0.88","0.15","1.02","2.54"
"SAM STEEL","","C","","68","6","14","-17","16","3","66","37","27","64","130","0.09","0.21","-0.25","0.24","0.04","0.97","0.54","0.40","0.94","1.91"
"JOHN KLINGBERG","","D","","74","6","41","-28","34","20","139","57","77","134","273","0.08","0.55","-0.38","0.46","0.27","1.88","0.77","1.04","1.81","3.69"
"JEFF PETRY","","D","PIT","68","6","21","-11","36","3","124","140","117","257","381","0.09","0.31","-0.16","0.53","0.04","1.82","2.06","1.72","3.78","5.60"
"MICHAEL MCLEOD","","C","N.J","77","6","14","-13","52","0","78","145","34","179","257","0.08","0.18","-0.17","0.68","0.00","1.01","1.88","0.44","2.32","3.34"
"ADAM ERNE","","L","DET","79","6","13","-23","34","0","108","161","43","204","312","0.08","0.16","-0.29","0.43","0.00","1.37","2.04","0.54","2.58","3.95"
"PHILIPP KURASHEV","","L","CHI","67","6","15","-16","12","5","86","31","30","61","147","0.09","0.22","-0.24","0.18","0.07","1.28","0.46","0.45","0.91","2.19"
"ARTEM ZUB","","D","OTT","81","6","16","0","60","0","92","155","124","279","371","0.07","0.20","0.00","0.74","0.00","1.14","1.91","1.53","3.44","4.58"
"JORDAN MARTINOOK","","L","CAR","59","6","9","1","22","0","77","83","11","94","171","0.10","0.15","0.02","0.37","0.00","1.31","1.41","0.19","1.59","2.90"
"MATTIAS EKHOLM","","D","NSH","76","6","25","13","44","4","145","79","96","175","320","0.08","0.33","0.17","0.58","0.05","1.91","1.04","1.26","2.30","4.21"
"NICKLAS BACKSTROM","","C","WSH","47","6","25","-8","12","14","68","16","16","32","100","0.13","0.53","-0.17","0.26","0.30","1.45","0.34","0.34","0.68","2.13"
"JAKUB VORACEK","","R","CBJ","79","6","56","-13","44","25","147","27","28","55","202","0.08","0.71","-0.16","0.56","0.32","1.86","0.34","0.35","0.70","2.56"
"RYAN GRAVES","","D","N.J","75","6","22","-10","24","0","111","90","135","225","336","0.08","0.29","-0.13","0.32","0.00","1.48","1.20","1.80","3.00","4.48"
"CHRISTOPHER TANEV","","D","CGY","82","6","22","35","22","0","88","52","158","210","298","0.07","0.27","0.43","0.27","0.00","1.07","0.63","1.93","2.56","3.63"
"MAX COMTOIS","","L","ANA","52","6","10","-17","46","2","72","111","17","128","200","0.12","0.19","-0.33","0.88","0.04","1.38","2.13","0.33","2.46","3.85"
"CAL CLUTTERBUCK","","R","NYI","59","6","9","-6","10","0","74","229","23","252","326","0.10","0.15","-0.10","0.17","0.00","1.25","3.88","0.39","4.27","5.53"
"SEAN COUTURIER","","C","PHI","29","6","11","-6","14","5","79","22","18","40","119","0.21","0.38","-0.21","0.48","0.17","2.72","0.76","0.62","1.38","4.10"
"JOEL ARMIA","","R","MTL","60","6","8","-15","14","3","103","104","27","131","234","0.10","0.13","-0.25","0.23","0.05","1.72","1.73","0.45","2.18","3.90"
"JANNE KUOKKANEN","","R","","57","6","11","-10","10","1","64","33","22","55","119","0.11","0.19","-0.18","0.18","0.02","1.12","0.58","0.39","0.96","2.09"
"COLTON PARAYKO","","D","STL","80","6","29","16","18","1","135","72","169","241","376","0.08","0.36","0.20","0.23","0.01","1.69","0.90","2.11","3.01","4.70"
"TREVOR LEWIS","","C","CGY","80","6","10","-1","12","1","108","176","40","216","324","0.08","0.13","-0.01","0.15","0.01","1.35","2.20","0.50","2.70","4.05"
"BRANDON CARLO","","D","BOS","79","6","9","2","31","1","125","143","104","247","372","0.08","0.11","0.03","0.39","0.01","1.58","1.81","1.32","3.13","4.71"
"CHRIS TIERNEY","","L","FLA","70","6","13","-12","14","6","72","42","30","72","144","0.09","0.19","-0.17","0.20","0.09","1.03","0.60","0.43","1.03","2.06"
"BRANDON DUHAIME","","R","MIN","80","6","11","-2","122","0","91","201","18","219","310","0.08","0.14","-0.03","1.53","0.00","1.14","2.51","0.23","2.74","3.88"
"JUSTIN BRAUN","","D","PHI","69","6","12","1","36","0","73","87","121","208","281","0.09","0.17","0.01","0.52","0.00","1.06","1.26","1.75","3.01","4.07"
"DRYDEN HUNT","","L","NYR","76","6","10","-9","52","0","94","153","17","170","264","0.08","0.13","-0.12","0.68","0.00","1.24","2.01","0.22","2.24","3.47"
"CASEY MITTELSTADT","","C","BUF","40","6","13","-13","4","7","79","19","12","31","110","0.15","0.33","-0.33","0.10","0.18","1.98","0.48","0.30","0.78","2.75"
"ERIK GUDBRANSON","","D","CBJ","78","6","11","15","68","0","129","145","92","237","366","0.08","0.14","0.19","0.87","0.00","1.65","1.86","1.18","3.04","4.69"
"ZACK KASSIAN","","R","ARI","58","6","13","2","63","2","58","154","6","160","218","0.10","0.22","0.03","1.09","0.03","1.00","2.66","0.10","2.76","3.76"
"KEVIN ROONEY","","C","CGY","61","6","6","-1","18","0","71","84","47","131","202","0.10","0.10","-0.02","0.30","0.00","1.16","1.38","0.77","2.15","3.31"
"MATT NIETO","","R","S.J","70","6","11","-20","19","0","82","96","47","143","225","0.09","0.16","-0.29","0.27","0.00","1.17","1.37","0.67","2.04","3.21"
"JOSH MANSON","","D","COL","67","6","10","-11","65","0","92","179","70","249","341","0.09","0.15","-0.16","0.97","0.00","1.37","2.67","1.04","3.72","5.09"
"KIEFFER BELLOWS","","L","NYI","45","6","13","-1","19","4","79","103","14","117","196","0.13","0.29","-0.02","0.42","0.09","1.76","2.29","0.31","2.60","4.36"
"NOAH CATES","","L","PHI","16","5","4","4","4","1","23","21","6","27","50","0.31","0.25","0.25","0.25","0.06","1.44","1.31","0.38","1.69","3.13"
"ZACH ASTON-REESE","","R","","69","5","10","9","28","0","78","231","42","273","351","0.07","0.14","0.13","0.41","0.00","1.13","3.35","0.61","3.96","5.09"
"RASMUS SANDIN","","D","TOR","51","5","11","9","4","3","46","88","39","127","173","0.10","0.22","0.18","0.08","0.06","0.90","1.73","0.76","2.49","3.39"
"SETH JONES","","D","CHI","78","5","46","-37","28","19","194","99","155","254","448","0.06","0.59","-0.47","0.36","0.24","2.49","1.27","1.99","3.26","5.74"
"HAMPUS LINDHOLM","","D","BOS","71","5","22","10","46","5","142","70","92","162","304","0.07","0.31","0.14","0.65","0.07","2.00","0.99","1.30","2.28","4.28"
"BRETT KULAK","","D","EDM","74","5","16","-4","45","0","92","103","63","166","258","0.07","0.22","-0.05","0.61","0.00","1.24","1.39","0.85","2.24","3.49"
"JOE THORNTON","","L","","34","5","5","-10","10","3","26","21","10","31","57","0.15","0.15","-0.29","0.29","0.09","0.76","0.62","0.29","0.91","1.68"
"JONATHAN DROUIN","","L","MTL","34","5","14","-9","23","4","61","27","11","38","99","0.15","0.41","-0.26","0.68","0.12","1.79","0.79","0.32","1.12","2.91"
"ETHAN BEAR","","D","CAR","58","5","9","1","20","1","97","55","41","96","193","0.09","0.16","0.02","0.34","0.02","1.67","0.95","0.71","1.66","3.33"
"ADAM RUZICKA","","C","CGY","28","5","5","8","8","0","33","24","8","32","65","0.18","0.18","0.29","0.29","0.00","1.18","0.86","0.29","1.14","2.32"
"MATTHEW HIGHMORE","","R","STL","46","5","7","1","14","1","61","41","38","79","140","0.11","0.15","0.02","0.30","0.02","1.33","0.89","0.83","1.72","3.04"
"RYAN REAVES","","R","NYR","69","5","8","-13","43","0","44","279","16","295","339","0.07","0.12","-0.19","0.62","0.00","0.64","4.04","0.23","4.28","4.91"
"RASMUS KUPARI","","C","L.A","57","5","8","-4","18","2","51","68","17","85","136","0.09","0.14","-0.07","0.32","0.04","0.89","1.19","0.30","1.49","2.39"
"ADAM GAUDETTE","","R","TOR","58","5","9","-9","17","2","94","72","10","82","176","0.09","0.16","-0.16","0.29","0.03","1.62","1.24","0.17","1.41","3.03"
"MICHAEL PEZZETTA","","L","MTL","51","5","6","-7","81","0","49","156","9","165","214","0.10","0.12","-0.14","1.59","0.00","0.96","3.06","0.18","3.24","4.20"
"LUKE SCHENN","","D","VAN","66","5","12","16","61","0","78","273","96","369","447","0.08","0.18","0.24","0.92","0.00","1.18","4.14","1.45","5.59","6.77"
"GABRIEL VILARDI","","R","L.A","25","5","2","-5","8","2","41","6","9","15","56","0.20","0.08","-0.20","0.32","0.08","1.64","0.24","0.36","0.60","2.24"
"BOWEN BYRAM","","D","COL","30","5","12","7","12","1","49","53","26","79","128","0.17","0.40","0.23","0.40","0.03","1.63","1.77","0.87","2.63","4.27"
"MACKENZIE ENTWISTLE","","R","CHI","55","5","7","-16","23","0","34","129","22","151","185","0.09","0.13","-0.29","0.42","0.00","0.62","2.35","0.40","2.75","3.36"
"JASPER WEATHERBY","","C","S.J","50","5","6","-14","18","2","45","52","24","76","121","0.10","0.12","-0.28","0.36","0.04","0.90","1.04","0.48","1.52","2.42"
"SAMUEL GIRARD","","D","COL","67","5","23","-4","20","7","79","65","90","155","234","0.07","0.34","-0.06","0.30","0.10","1.18","0.97","1.34","2.31","3.49"
"TIMOTHY LILJEGREN","","D","TOR","61","5","18","15","14","2","79","87","60","147","226","0.08","0.30","0.25","0.23","0.03","1.30","1.43","0.98","2.41","3.70"
"VLADISLAV GAVRIKOV","","D","CBJ","80","5","28","-3","68","0","108","124","138","262","370","0.06","0.35","-0.04","0.85","0.00","1.35","1.55","1.73","3.28","4.63"
"QUINTON BYFIELD","","C","L.A","40","5","5","-7","20","1","39","20","11","31","70","0.13","0.13","-0.18","0.50","0.03","0.98","0.50","0.28","0.78","1.75"
"CODY CECI","","D","EDM","78","5","23","8","14","0","102","117","121","238","340","0.06","0.29","0.10","0.18","0.00","1.31","1.50","1.55","3.05","4.36"
"BRENDAN GAUNCE","","C","CBJ","30","5","2","2","12","0","44","42","9","51","95","0.17","0.07","0.07","0.40","0.00","1.47","1.40","0.30","1.70","3.17"
"VINNI LETTIERI","","R","BOS","31","5","5","-8","6","5","50","40","17","57","107","0.16","0.16","-0.26","0.19","0.16","1.61","1.29","0.55","1.84","3.45"
"MIRO HEISKANEN","","D","DAL","70","5","31","3","24","11","156","52","92","144","300","0.07","0.44","0.04","0.34","0.16","2.23","0.74","1.31","2.06","4.29"
"TY SMITH","","D","PIT","66","5","15","-26","22","4","77","45","73","118","195","0.08","0.23","-0.39","0.33","0.06","1.17","0.68","1.11","1.79","2.95"
"NICK JENSEN","","D","WSH","76","5","16","32","21","0","88","135","92","227","315","0.07","0.21","0.42","0.28","0.00","1.16","1.78","1.21","2.99","4.14"
"JAKOB SILFVERBERG","","R","ANA","53","5","16","-3","30","5","120","16","40","56","176","0.09","0.30","-0.06","0.57","0.09","2.26","0.30","0.75","1.06","3.32"
"RADEK FAKSA","","C","DAL","77","5","14","-20","52","1","89","129","68","197","286","0.06","0.18","-0.26","0.68","0.01","1.16","1.68","0.88","2.56","3.71"
"RYAN DZINGEL","","C","","32","5","3","-5","35","0","32","20","9","29","61","0.16","0.09","-0.16","1.09","0.00","1.00","0.63","0.28","0.91","1.91"
"ANDERS BJORK","","L","BUF","58","5","3","-14","10","0","51","11","16","27","78","0.09","0.05","-0.24","0.17","0.00","0.88","0.19","0.28","0.47","1.34"
"SAM LAFFERTY","","C","CHI","56","5","8","-16","33","0","80","137","26","163","243","0.09","0.14","-0.29","0.59","0.00","1.43","2.45","0.46","2.91","4.34"
"JONAS BRODIN","","D","MIN","73","5","25","9","18","7","126","42","126","168","294","0.07","0.34","0.12","0.25","0.10","1.73","0.58","1.73","2.30","4.03"
"MORGAN FROST","","C","PHI","55","5","11","-11","14","2","85","44","29","73","158","0.09","0.20","-0.20","0.25","0.04","1.55","0.80","0.53","1.33","2.87"
"OLIVER EKMAN-LARSSON","","D","VAN","79","5","24","4","52","10","168","105","79","184","352","0.06","0.30","0.05","0.66","0.13","2.13","1.33","1.00","2.33","4.46"
"CALEB JONES","","D","CHI","51","5","10","-3","18","1","57","77","58","135","192","0.10","0.20","-0.06","0.35","0.02","1.12","1.51","1.14","2.65","3.76"
"JASON DICKINSON","","L","VAN","62","5","6","-1","19","0","66","101","43","144","210","0.08","0.10","-0.02","0.31","0.00","1.06","1.63","0.69","2.32","3.39"
"P.K. SUBBAN","","D","","77","5","17","-8","82","0","114","69","90","159","273","0.06","0.22","-0.10","1.06","0.00","1.48","0.90","1.17","2.06","3.55"
"DEVIN SHORE","","C","EDM","49","5","6","-4","10","0","36","67","21","88","124","0.10","0.12","-0.08","0.20","0.00","0.73","1.37","0.43","1.80","2.53"
"FILIP HRONEK","","D","DET","78","5","33","-28","36","7","133","70","81","151","284","0.06","0.42","-0.36","0.46","0.09","1.71","0.90","1.04","1.94","3.64"
"RYAN PULOCK","","D","NYI","56","5","16","1","2","6","122","86","130","216","338","0.09","0.29","0.02","0.04","0.11","2.18","1.54","2.32","3.86","6.04"
"CHRISTIAN FISCHER","","C","ARI","53","5","5","-15","14","1","76","91","22","113","189","0.09","0.09","-0.28","0.26","0.02","1.43","1.72","0.42","2.13","3.57"
"NICK HOLDEN","","D","OTT","76","5","14","0","12","1","75","115","112","227","302","0.07","0.18","0.00","0.16","0.01","0.99","1.51","1.47","2.99","3.97"
"WAYNE SIMMONDS","","R","TOR","72","5","11","-6","91","1","79","148","11","159","238","0.07","0.15","-0.08","1.26","0.01","1.10","2.06","0.15","2.21","3.31"
"TJ BRODIE","","D","TOR","82","4","24","20","34","1","68","53","106","159","227","0.05","0.29","0.24","0.41","0.01","0.83","0.65","1.29","1.94","2.77"
"JACOB MIDDLETON","","D","MIN","66","4","10","10","82","1","73","118","124","242","315","0.06","0.15","0.15","1.24","0.02","1.11","1.79","1.88","3.67","4.77"
"PAUL BYRON","","L","MTL","27","4","3","-8","2","0","33","66","7","73","106","0.15","0.11","-0.30","0.07","0.00","1.22","2.44","0.26","2.70","3.93"
"RILEY SHEAHAN","","L","","69","4","13","6","2","0","69","16","28","44","113","0.06","0.19","0.09","0.03","0.00","1.00","0.23","0.41","0.64","1.64"
"BRENDAN SMITH","","D","N.J","45","4","4","6","31","0","63","73","40","113","176","0.09","0.09","0.13","0.69","0.00","1.40","1.62","0.89","2.51","3.91"
"MATT GRZELCYK","","D","BOS","73","4","20","23","24","5","118","40","83","123","241","0.05","0.27","0.32","0.33","0.07","1.62","0.55","1.14","1.68","3.30"
"LOGAN BROWN","","C","STL","39","4","7","-3","8","1","34","22","13","35","69","0.10","0.18","-0.08","0.21","0.03","0.87","0.56","0.33","0.90","1.77"
"KLIM KOSTIN","","C","STL","40","4","5","-3","23","0","31","90","9","99","130","0.10","0.13","-0.08","0.58","0.00","0.78","2.25","0.23","2.48","3.25"
"NIKITA ZADOROV","","D","CGY","74","4","18","11","77","0","106","181","49","230","336","0.05","0.24","0.15","1.04","0.00","1.43","2.45","0.66","3.11","4.54"
"CONNOR MURPHY","","D","CHI","57","4","6","-14","47","0","71","130","150","280","351","0.07","0.11","-0.25","0.82","0.00","1.25","2.28","2.63","4.91","6.16"
