"Name","Compare","Pos","Team","GP","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS"
"JOEL EDMUNDSON","","D","MTL","68","7","13","7","72","0","97","118","91","209","306","0.10","0.19","0.10","1.06","0.00","1.43","1.74","1.34","3.07","4.50"
"MATHIEU PERREAULT","","L","","49","7","8","-9","10","2","71","69","19","88","159","0.14","0.16","-0.18","0.20","0.04","1.45","1.41","0.39","1.80","3.24"
"JACOB TROUBA","","D","NYR","70","7","20","-12","61","8","168","173","128","301","469","0.10","0.29","-0.17","0.87","0.11","2.40","2.47","1.83","4.30","6.70"
"BROCK MCGINN","","R","PIT","68","7","10","-4","17","0","93","80","28","108","201","0.10","0.15","-0.06","0.25","0.00","1.37","1.18","0.41","1.59","2.96"
"WILLIAM CARRIER","","L","VGK","71","7","12","0","39","0","99","213","11","224","323","0.10","0.17","0.00","0.55","0.00","1.39","3.00","0.15","3.15","4.55"
"DREW DOUGHTY","","D","L.A","67","7","28","-16","36","14","141","106","87","193","334","0.10","0.42","-0.24","0.54","0.21","2.10","1.58","1.30","2.88","4.99"
"P.K. SUBBAN","","D","","68","7","11","-21","79","6","151","88","90","178","329","0.10","0.16","-0.31","1.16","0.09","2.22","1.29","1.32","2.62","4.84"
"DOMINIK SIMON","","L","","64","7","15","-9","12","1","102","57","20","77","179","0.11","0.23","-0.14","0.19","0.02","1.59","0.89","0.31","1.20","2.80"
"FREDERIK GAUTHIER","","C","","61","7","5","-4","10","0","42","66","23","89","131","0.11","0.08","-0.07","0.16","0.00","0.69","1.08","0.38","1.46","2.15"
"MACKENZIE WEEGAR","","D","FLA","45","7","11","6","33","0","77","76","71","147","224","0.16","0.24","0.13","0.73","0.00","1.71","1.69","1.58","3.27","4.98"
"JACK HUGHES","","C","N.J","61","7","14","-26","10","9","123","12","21","33","156","0.11","0.23","-0.43","0.16","0.15","2.02","0.20","0.34","0.54","2.56"
"SONNY MILANO","","L","","55","7","16","-7","26","3","75","26","13","39","114","0.13","0.29","-0.13","0.47","0.05","1.36","0.47","0.24","0.71","2.07"
"NICOLAS DESLAURIERS","","L","PHI","59","7","6","-1","92","0","64","137","32","169","233","0.12","0.10","-0.02","1.56","0.00","1.08","2.32","0.54","2.86","3.95"
"CEDRIC PAQUETTE","","C","","61","7","11","-1","42","0","78","175","49","224","302","0.11","0.18","-0.02","0.69","0.00","1.28","2.87","0.80","3.67","4.95"
"JONATHAN DROUIN","","L","MTL","27","7","8","-6","14","4","51","25","5","30","81","0.26","0.30","-0.22","0.52","0.15","1.89","0.93","0.19","1.11","3.00"
"JOE THORNTON","","L","","70","7","24","-19","34","8","76","20","29","49","125","0.10","0.34","-0.27","0.49","0.11","1.09","0.29","0.41","0.70","1.79"
"CARSON SOUCY","","D","SEA","55","7","7","16","18","0","61","69","50","119","180","0.13","0.13","0.29","0.33","0.00","1.11","1.25","0.91","2.16","3.27"
"NICOLAS AUBE-KUBEL","","R","TOR","36","7","8","1","19","3","48","82","16","98","146","0.19","0.22","0.03","0.53","0.08","1.33","2.28","0.44","2.72","4.06"
"ANTOINE ROUSSEL","","L","","41","7","6","0","43","2","55","44","14","58","113","0.17","0.15","0.00","1.05","0.05","1.34","1.07","0.34","1.41","2.76"
"MARCUS SORENSEN","","L","","66","7","11","-12","26","0","78","56","18","74","152","0.11","0.17","-0.18","0.39","0.00","1.18","0.85","0.27","1.12","2.30"
"NATE SCHMIDT","","D","WPG","59","7","24","11","12","7","112","25","91","116","228","0.12","0.41","0.19","0.20","0.12","1.90","0.42","1.54","1.97","3.86"
"AUSTIN WATSON","","R","OTT","53","6","8","-9","65","0","50","131","48","179","229","0.11","0.15","-0.17","1.23","0.00","0.94","2.47","0.91","3.38","4.32"
"EVAN RODRIGUES","","R","","45","6","4","-8","14","1","75","24","15","39","114","0.13","0.09","-0.18","0.31","0.02","1.67","0.53","0.33","0.87","2.53"
"SAM STEEL","","C","","65","6","16","-13","20","8","85","24","25","49","134","0.09","0.25","-0.20","0.31","0.12","1.31","0.37","0.38","0.75","2.06"
"SAM GAGNER","","R","","42","6","7","-10","12","3","79","22","10","32","111","0.14","0.17","-0.24","0.29","0.07","1.88","0.52","0.24","0.76","2.64"
"JAKE MUZZIN","","D","TOR","53","6","17","12","40","0","99","109","110","219","318","0.11","0.32","0.23","0.75","0.00","1.87","2.06","2.08","4.13","6.00"
"VALTTERI FILPPULA","","C","","70","6","15","-42","24","5","63","28","31","59","122","0.09","0.21","-0.60","0.34","0.07","0.90","0.40","0.44","0.84","1.74"
"BRIAN BOYLE","","L","","39","6","9","-5","17","1","56","65","34","99","155","0.15","0.23","-0.13","0.44","0.03","1.44","1.67","0.87","2.54","3.97"
"TREVOR MOORE","","R","L.A","42","6","4","-4","6","0","60","60","17","77","137","0.14","0.10","-0.10","0.14","0.00","1.43","1.43","0.40","1.83","3.26"
"KEVIN STENLUND","","R","WPG","32","6","4","2","8","5","57","19","22","41","98","0.19","0.13","0.06","0.25","0.16","1.78","0.59","0.69","1.28","3.06"
"SAMMY BLAIS","","R","NYR","40","6","7","-2","20","0","56","155","15","170","226","0.15","0.18","-0.05","0.50","0.00","1.40","3.88","0.38","4.25","5.65"
"MICHAEL FROLIK","","R","","57","6","8","-12","28","0","70","32","22","54","124","0.11","0.14","-0.21","0.49","0.00","1.23","0.56","0.39","0.95","2.18"
"JOHN KLINGBERG","","D","","58","6","26","-10","22","17","120","29","72","101","221","0.10","0.45","-0.17","0.38","0.29","2.07","0.50","1.24","1.74","3.81"
"SEAN KURALY","","C","CBJ","69","6","17","-2","34","1","95","145","31","176","271","0.09","0.25","-0.03","0.49","0.01","1.38","2.10","0.45","2.55","3.93"
"SAM LAFFERTY","","C","CHI","50","6","7","5","23","0","56","95","17","112","168","0.12","0.14","0.10","0.46","0.00","1.12","1.90","0.34","2.24","3.36"
"DEVON TOEWS","","D","COL","68","6","22","1","16","6","122","55","75","130","252","0.09","0.32","0.01","0.24","0.09","1.79","0.81","1.10","1.91","3.71"
"MATT DUMBA","","D","MIN","69","6","18","-7","41","8","167","98","88","186","353","0.09","0.26","-0.10","0.59","0.12","2.42","1.42","1.28","2.70","5.12"
"NEAL PIONK","","D","WPG","71","6","39","10","32","25","177","165","78","243","420","0.08","0.55","0.14","0.45","0.35","2.49","2.32","1.10","3.42","5.92"
"JOHN MARINO","","D","N.J","56","6","20","17","20","4","61","72","77","149","210","0.11","0.36","0.30","0.36","0.07","1.09","1.29","1.38","2.66","3.75"
"JOHAN LARSSON","","L","","62","6","12","8","26","0","60","85","31","116","176","0.10","0.19","0.13","0.42","0.00","0.97","1.37","0.50","1.87","2.84"
"SETH JONES","","D","CHI","56","6","24","10","20","9","126","62","123","185","311","0.11","0.43","0.18","0.36","0.16","2.25","1.11","2.20","3.30","5.55"
"LOUI ERIKSSON","","R","","49","6","7","-2","12","0","59","10","15","25","84","0.12","0.14","-0.04","0.24","0.00","1.20","0.20","0.31","0.51","1.71"
"TYLER MYERS","","D","VAN","68","6","15","-7","49","7","134","99","108","207","341","0.09","0.22","-0.10","0.72","0.10","1.97","1.46","1.59","3.04","5.01"
"JESPERI KOTKANIEMI","","C","CAR","36","6","2","-11","23","2","55","51","16","67","122","0.17","0.06","-0.31","0.64","0.06","1.53","1.42","0.44","1.86","3.39"
"ERIK GUSTAFSSON","","D","WSH","66","6","23","-9","27","9","103","86","58","144","247","0.09","0.35","-0.14","0.41","0.14","1.56","1.30","0.88","2.18","3.74"
"ALEXANDRE TEXIER","","R","CBJ","36","6","7","3","10","1","49","20","7","27","76","0.17","0.19","0.08","0.28","0.03","1.36","0.56","0.19","0.75","2.11"
"DILLON DUBE","","L","CGY","45","6","10","0","6","2","60","59","13","72","132","0.13","0.22","0.00","0.13","0.04","1.33","1.31","0.29","1.60","2.93"
"JACCOB SLAVIN","","D","CAR","68","6","30","30","10","3","145","43","107","150","295","0.09","0.44","0.44","0.15","0.04","2.13","0.63","1.57","2.21","4.34"
"JUJHAR KHAIRA","","L","CHI","64","6","4","-19","38","0","69","136","30","166","235","0.09","0.06","-0.30","0.59","0.00","1.08","2.13","0.47","2.59","3.67"
"MATTIAS JANMARK","","L","EDM","62","6","15","-5","12","5","86","22","37","59","145","0.10","0.24","-0.08","0.19","0.08","1.39","0.35","0.60","0.95","2.34"
"CHRISTIAN FISCHER","","C","ARI","56","6","3","2","16","0","83","140","22","162","245","0.11","0.05","0.04","0.29","0.00","1.48","2.50","0.39","2.89","4.38"
"RASMUS RISTOLAINEN","","D","PHI","69","6","27","-2","46","9","128","203","82","285","413","0.09","0.39","-0.03","0.67","0.13","1.86","2.94","1.19","4.13","5.99"
"CHRIS WAGNER","","R","BOS","66","6","4","-7","45","0","78","188","31","219","297","0.09","0.06","-0.11","0.68","0.00","1.18","2.85","0.47","3.32","4.50"
"BRENDAN LEMIEUX","","L","L.A","59","6","12","-14","111","5","86","164","52","216","302","0.10","0.20","-0.24","1.88","0.08","1.46","2.78","0.88","3.66","5.12"
"BRAD RICHARDSON","","C","","59","6","5","1","20","0","76","77","44","121","197","0.10","0.08","0.02","0.34","0.00","1.29","1.31","0.75","2.05","3.34"
"LUKE GLENDENING","","R","DAL","60","6","3","-29","14","0","76","147","68","215","291","0.10","0.05","-0.48","0.23","0.00","1.27","2.45","1.13","3.58","4.85"
"BLAKE LIZOTTE","","C","L.A","65","6","17","-4","20","3","87","42","22","64","151","0.09","0.26","-0.06","0.31","0.05","1.34","0.65","0.34","0.98","2.32"
"MARTIN FRK","","R","STL","17","6","2","-1","4","1","26","14","3","17","43","0.35","0.12","-0.06","0.24","0.06","1.53","0.82","0.18","1.00","2.53"
"MELKER KARLSSON","","C","","61","6","6","-7","20","0","56","38","39","77","133","0.10","0.10","-0.11","0.33","0.00","0.92","0.62","0.64","1.26","2.18"
"TREVOR LEWIS","","C","CGY","56","6","6","-7","16","0","92","68","22","90","182","0.11","0.11","-0.13","0.29","0.00","1.64","1.21","0.39","1.61","3.25"
"ZACH ASTON-REESE","","R","","57","6","7","6","28","0","98","136","30","166","264","0.11","0.12","0.11","0.49","0.00","1.72","2.39","0.53","2.91","4.63"
"MICHAEL AMADIO","","C","VGK","68","6","10","-11","10","3","99","21","22","43","142","0.09","0.15","-0.16","0.15","0.04","1.46","0.31","0.32","0.63","2.09"
"NICK HOLDEN","","D","OTT","61","6","8","-1","13","1","101","129","74","203","304","0.10","0.13","-0.02","0.21","0.02","1.66","2.11","1.21","3.33","4.98"
"AUSTIN WAGNER","","L","L.A","65","6","5","-5","39","0","124","145","19","164","288","0.09","0.08","-0.08","0.60","0.00","1.91","2.23","0.29","2.52","4.43"
"COLTON SCEVIOUR","","C","","69","6","10","2","6","0","114","91","72","163","277","0.09","0.14","0.03","0.09","0.00","1.65","1.32","1.04","2.36","4.01"
"THOMAS CHABOT","","D","OTT","71","6","33","-18","42","11","186","79","85","164","350","0.08","0.46","-0.25","0.59","0.15","2.62","1.11","1.20","2.31","4.93"
"ERIK KARLSSON","","D","S.J","56","6","34","-15","16","13","120","26","74","100","220","0.11","0.61","-0.27","0.29","0.23","2.14","0.46","1.32","1.79","3.93"
"SAMI VATANEN","","D","","47","5","18","-12","22","10","95","50","80","130","225","0.11","0.38","-0.26","0.47","0.21","2.02","1.06","1.70","2.77","4.79"
"ALEX WENNBERG","","C","SEA","57","5","17","-5","16","5","72","21","31","52","124","0.09","0.30","-0.09","0.28","0.09","1.26","0.37","0.54","0.91","2.18"
"ETHAN BEAR","","D","CAR","71","5","16","-4","33","2","99","59","106","165","264","0.07","0.23","-0.06","0.46","0.03","1.39","0.83","1.49","2.32","3.72"
"MARK GIORDANO","","D","TOR","60","5","26","2","34","11","157","42","148","190","347","0.08","0.43","0.03","0.57","0.18","2.62","0.70","2.47","3.17","5.78"
"DANTE FABBRO","","D","NSH","64","5","6","-7","38","1","92","54","85","139","231","0.08","0.09","-0.11","0.59","0.02","1.44","0.84","1.33","2.17","3.61"
"SEAN WALKER","","D","L.A","70","5","19","-12","26","5","127","81","84","165","292","0.07","0.27","-0.17","0.37","0.07","1.81","1.16","1.20","2.36","4.17"
"SCOTT MAYFIELD","","D","NYI","67","5","8","8","53","0","98","93","117","210","308","0.07","0.12","0.12","0.79","0.00","1.46","1.39","1.75","3.13","4.60"
"VICTOR RASK","","L","","43","5","8","7","6","0","38","26","8","34","72","0.12","0.19","0.16","0.14","0.00","0.88","0.60","0.19","0.79","1.67"
"MASON APPLETON","","R","WPG","46","5","3","-9","20","0","55","20","12","32","87","0.11","0.07","-0.20","0.43","0.00","1.20","0.43","0.26","0.70","1.89"
"OSCAR KLEFBOM","","D","EDM","62","5","29","-17","24","18","159","45","180","225","384","0.08","0.47","-0.27","0.39","0.29","2.56","0.73","2.90","3.63","6.19"
"TROY STECHER","","D","ARI","69","5","12","10","32","0","86","69","70","139","225","0.07","0.17","0.14","0.46","0.00","1.25","1.00","1.01","2.01","3.26"
"ERIK CERNAK","","D","T.B","67","5","7","11","59","0","125","172","97","269","394","0.07","0.10","0.16","0.88","0.00","1.87","2.57","1.45","4.01","5.88"
"JOSH MORRISSEY","","D","WPG","65","5","26","1","24","12","120","34","59","93","213","0.08","0.40","0.02","0.37","0.18","1.85","0.52","0.91","1.43","3.28"
"CODY GLASS","","C","NSH","39","5","7","-7","6","6","51","15","6","21","72","0.13","0.18","-0.18","0.15","0.15","1.31","0.38","0.15","0.54","1.85"
"BRANDON MONTOUR","","D","FLA","54","5","13","13","28","2","86","60","53","113","199","0.09","0.24","0.24","0.52","0.04","1.59","1.11","0.98","2.09","3.69"
"DYLAN GAMBRELL","","C","OTT","50","5","6","-8","17","1","43","40","29","69","112","0.10","0.12","-0.16","0.34","0.02","0.86","0.80","0.58","1.38","2.24"
"ZDENO CHARA","","D","","68","5","9","26","60","0","86","78","101","179","265","0.07","0.13","0.38","0.88","0.00","1.26","1.15","1.49","2.63","3.90"
"KEITH YANDLE","","D","","69","5","40","0","20","21","129","18","51","69","198","0.07","0.58","0.00","0.29","0.30","1.87","0.26","0.74","1.00","2.87"
"MARK JANKOWSKI","","C","NSH","56","5","2","-12","14","0","38","14","33","47","85","0.09","0.04","-0.21","0.25","0.00","0.68","0.25","0.59","0.84","1.52"
"TYSON BARRIE","","D","EDM","70","5","34","-7","16","12","169","47","76","123","292","0.07","0.49","-0.10","0.23","0.17","2.41","0.67","1.09","1.76","4.17"
"DEVIN SHORE","","C","EDM","45","5","7","-10","8","2","50","52","14","66","116","0.11","0.16","-0.22","0.18","0.04","1.11","1.16","0.31","1.47","2.58"
"GREG MCKEGG","","L","EDM","53","5","4","-2","17","0","40","69","24","93","133","0.09","0.08","-0.04","0.32","0.00","0.75","1.30","0.45","1.75","2.51"
"ANTON STRALMAN","","D","","69","5","14","-6","14","0","89","68","96","164","253","0.07","0.20","-0.09","0.20","0.00","1.29","0.99","1.39","2.38","3.67"
"NICOLAS ROY","","C","VGK","28","5","5","3","8","1","42","39","7","46","88","0.18","0.18","0.11","0.29","0.04","1.50","1.39","0.25","1.64","3.14"
"CODY EAKIN","","C","","49","5","10","-3","16","1","61","49","16","65","126","0.10","0.20","-0.06","0.33","0.02","1.24","1.00","0.33","1.33","2.57"
"GAETAN HAAS","","C","","58","5","5","-1","6","1","54","58","28","86","140","0.09","0.09","-0.02","0.10","0.02","0.93","1.00","0.48","1.48","2.41"
"CHARLIE MCAVOY","","D","BOS","67","5","27","24","41","2","101","131","131","262","363","0.07","0.40","0.36","0.61","0.03","1.51","1.96","1.96","3.91","5.42"
"RASMUS ANDERSSON","","D","CGY","70","5","17","-7","57","4","124","51","83","134","258","0.07","0.24","-0.10","0.81","0.06","1.77","0.73","1.19","1.91","3.69"
"VINNIE HINOSTROZA","","R","BUF","68","5","17","1","14","1","132","51","26","77","209","0.07","0.25","0.01","0.21","0.01","1.94","0.75","0.38","1.13","3.07"
"ALEXANDER EDLER","","D","L.A","59","5","28","13","62","7","118","108","162","270","388","0.08","0.47","0.22","1.05","0.12","2.00","1.83","2.75","4.58","6.58"
"CONNOR MURPHY","","D","CHI","58","5","14","2","27","0","117","128","138","266","383","0.09","0.24","0.03","0.47","0.00","2.02","2.21","2.38","4.59","6.60"
"SHAYNE GOSTISBEHERE","","D","ARI","42","5","7","-4","20","5","73","14","37","51","124","0.12","0.17","-0.10","0.48","0.12","1.74","0.33","0.88","1.21","2.95"
"TIM SCHALLER","","L","","53","5","1","-14","14","0","49","51","28","79","128","0.09","0.02","-0.26","0.26","0.00","0.92","0.96","0.53","1.49","2.42"
"BOBBY RYAN","","R","","24","5","3","3","22","0","43","41","13","54","97","0.21","0.13","0.13","0.92","0.00","1.79","1.71","0.54","2.25","4.04"
"JUSTIN FAULK","","D","STL","69","5","11","-3","32","3","147","82","76","158","305","0.07","0.16","-0.04","0.46","0.04","2.13","1.19","1.10","2.29","4.42"
"CURTIS LAZAR","","C","VAN","38","5","5","-3","9","0","33","70","24","94","127","0.13","0.13","-0.08","0.24","0.00","0.87","1.84","0.63","2.47","3.34"
"MARC-EDOUARD VLASIC","","D","S.J","70","5","10","-10","10","0","74","37","97","134","208","0.07","0.14","-0.14","0.14","0.00","1.06","0.53","1.39","1.91","2.97"
"NOAH HANIFIN","","D","CGY","70","5","17","-12","12","5","132","82","89","171","303","0.07","0.24","-0.17","0.17","0.07","1.89","1.17","1.27","2.44","4.33"
"ZACK MACEWEN","","R","PHI","17","5","1","6","20","0","17","41","5","46","63","0.29","0.06","0.35","1.18","0.00","1.00","2.41","0.29","2.71","3.71"
"RILEY NASH","","R","","64","5","9","6","10","0","64","68","36","104","168","0.08","0.14","0.09","0.16","0.00","1.00","1.06","0.56","1.63","2.63"
"AARON EKBLAD","","D","FLA","67","5","36","12","26","6","147","34","84","118","265","0.07","0.54","0.18","0.39","0.09","2.19","0.51","1.25","1.76","3.96"
"COREY PERRY","","R","T.B","57","5","16","-2","70","7","77","60","33","93","170","0.09","0.28","-0.04","1.23","0.12","1.35","1.05","0.58","1.63","2.98"
"MATT MARTIN","","L","NYI","55","5","3","-1","40","0","49","242","24","266","315","0.09","0.05","-0.02","0.73","0.00","0.89","4.40","0.44","4.84","5.73"
"VLADISLAV GAVRIKOV","","D","CBJ","69","5","13","1","18","0","81","79","92","171","252","0.07","0.19","0.01","0.26","0.00","1.17","1.14","1.33","2.48","3.65"
"MAX COMTOIS","","L","ANA","29","5","6","-4","24","3","32","61","8","69","101","0.17","0.21","-0.14","0.83","0.10","1.10","2.10","0.28","2.38","3.48"
"DARNELL NURSE","","D","EDM","71","5","28","-2","48","5","170","172","141","313","483","0.07","0.39","-0.03","0.68","0.07","2.39","2.42","1.99","4.41","6.80"
"DMYTRO TIMASHOV","","L","","44","4","5","1","16","0","37","93","11","104","141","0.09","0.11","0.02","0.36","0.00","0.84","2.11","0.25","2.36","3.20"
"PHILIPPE MYERS","","D","T.B","50","4","12","17","30","0","78","80","44","124","202","0.08","0.24","0.34","0.60","0.00","1.56","1.60","0.88","2.48","4.04"
"VICTOR METE","","D","TOR","51","4","7","5","20","1","57","20","60","80","137","0.08","0.14","0.10","0.39","0.02","1.12","0.39","1.18","1.57","2.69"
"DENIS MALGIN","","R","TOR","44","4","8","-9","14","1","50","35","16","51","101","0.09","0.18","-0.20","0.32","0.02","1.14","0.80","0.36","1.16","2.30"
"ADAM LOWRY","","C","WPG","49","4","6","-4","23","0","68","137","22","159","227","0.08","0.12","-0.08","0.47","0.00","1.39","2.80","0.45","3.24","4.63"
"MARCO SCANDELLA","","D","STL","62","4","9","14","20","0","77","78","60","138","215","0.06","0.15","0.23","0.32","0.00","1.24","1.26","0.97","2.23","3.47"
"JAKE GARDINER","","D","CAR","68","4","20","-24","30","11","87","43","42","85","172","0.06","0.29","-0.35","0.44","0.16","1.28","0.63","0.62","1.25","2.53"
"DOMINIC TONINATO","","C","WPG","46","4","7","4","37","0","38","57","28","85","123","0.09","0.15","0.09","0.80","0.00","0.83","1.24","0.61","1.85","2.67"
"DMITRY ORLOV","","D","WSH","69","4","23","5","36","5","105","106","82","188","293","0.06","0.33","0.07","0.52","0.07","1.52","1.54","1.19","2.72","4.25"
"BRANDON CARLO","","D","BOS","67","4","15","16","33","0","111","126","76","202","313","0.06","0.22","0.24","0.49","0.00","1.66","1.88","1.13","3.01","4.67"
"CALEB JONES","","D","CHI","43","4","5","-1","10","1","38","33","46","79","117","0.09","0.12","-0.02","0.23","0.02","0.88","0.77","1.07","1.84","2.72"
"MATHIEU JOSEPH","","R","OTT","37","4","3","-2","16","0","35","47","10","57","92","0.11","0.08","-0.05","0.43","0.00","0.95","1.27","0.27","1.54","2.49"
"TUCKER POOLMAN","","D","VAN","57","4","12","-1","24","0","64","58","59","117","181","0.07","0.21","-0.02","0.42","0.00","1.12","1.02","1.04","2.05","3.18"
"MATT GRZELCYK","","D","BOS","68","4","17","15","34","7","112","56","67","123","235","0.06","0.25","0.22","0.50","0.10","1.65","0.82","0.99","1.81","3.46"
"TOBIAS RIEDER","","L","","55","4","6","-12","6","0","77","30","26","56","133","0.07","0.11","-0.22","0.11","0.00","1.40","0.55","0.47","1.02","2.42"
"NATHAN GERBE","","C","","30","4","6","-7","22","0","55","46","8","54","109","0.13","0.20","-0.23","0.73","0.00","1.83","1.53","0.27","1.80","3.63"
"OLLI MAATTA","","D","DET","65","4","13","0","20","0","80","119","110","229","309","0.06","0.20","0.00","0.31","0.00","1.23","1.83","1.69","3.52","4.75"
"CASEY MITTELSTADT","","C","BUF","31","4","5","-5","2","2","34","11","8","19","53","0.13","0.16","-0.16","0.06","0.06","1.10","0.35","0.26","0.61","1.71"
"BRETT PESCE","","D","CAR","61","4","14","7","27","0","104","22","91","113","217","0.07","0.23","0.11","0.44","0.00","1.70","0.36","1.49","1.85","3.56"
"JOEY ANDERSON","","R","TOR","18","4","2","1","2","0","21","16","6","22","43","0.22","0.11","0.06","0.11","0.00","1.17","0.89","0.33","1.22","2.39"
"LEO KOMAROV","","R","","48","4","10","2","10","0","46","123","29","152","198","0.08","0.21","0.04","0.21","0.00","0.96","2.56","0.60","3.17","4.13"
"TROY TERRY","","R","ANA","47","4","11","-5","6","2","73","3","9","12","85","0.09","0.23","-0.11","0.13","0.04","1.55","0.06","0.19","0.26","1.81"
"NIKITA ZADOROV","","D","CGY","64","4","9","6","65","0","65","175","66","241","306","0.06","0.14","0.09","1.02","0.00","1.02","2.73","1.03","3.77","4.78"
"JOAKIM NORDSTROM","","C","","48","4","3","-6","17","0","49","91","31","122","171","0.08","0.06","-0.13","0.35","0.00","1.02","1.90","0.65","2.54","3.56"
"NIKOLAI PROKHORKIN","","L","","43","4","10","-6","6","3","63","38","7","45","108","0.09","0.23","-0.14","0.14","0.07","1.47","0.88","0.16","1.05","2.51"
"FRANS NIELSEN","","C","","60","4","5","-13","8","2","86","44","35","79","165","0.07","0.08","-0.22","0.13","0.03","1.43","0.73","0.58","1.32","2.75"
"BEN HUTTON","","D","VGK","65","4","12","5","14","0","114","51","76","127","241","0.06","0.18","0.08","0.22","0.00","1.75","0.78","1.17","1.95","3.71"
"ALEX GOLIGOSKI","","D","MIN","70","4","28","8","24","11","101","91","134","225","326","0.06","0.40","0.11","0.34","0.16","1.44","1.30","1.91","3.21","4.66"
"TYLER MOTTE","","L","","34","4","4","-10","10","0","38","118","37","155","193","0.12","0.12","-0.29","0.29","0.00","1.12","3.47","1.09","4.56","5.68"
"SAMUEL GIRARD","","D","COL","70","4","30","1","17","13","96","46","92","138","234","0.06","0.43","0.01","0.24","0.19","1.37","0.66","1.31","1.97","3.34"
"JESPER BOQVIST","","C","N.J","35","4","0","-11","8","1","41","37","16","53","94","0.11","0.00","-0.31","0.23","0.03","1.17","1.06","0.46","1.51","2.69"
"JORDAN KYROU","","R","STL","28","4","5","1","8","1","39","8","8","16","55","0.14","0.18","0.04","0.29","0.04","1.39","0.29","0.29","0.57","1.96"
"IAN COLE","","D","T.B","65","4","22","21","36","0","92","83","122","205","297","0.06","0.34","0.32","0.55","0.00","1.42","1.28","1.88","3.15","4.57"
"KEVIN ROONEY","","C","CGY","49","4","5","8","20","0","59","64","32","96","155","0.08","0.10","0.16","0.41","0.00","1.20","1.31","0.65","1.96","3.16"
"ZACK SMITH","","C","","50","4","7","2","29","0","43","112","18","130","173","0.08","0.14","0.04","0.58","0.00","0.86","2.24","0.36","2.60","3.46"
"PAUL BYRON","","L","MTL","29","4","6","5","4","0","29","42","18","60","89","0.14","0.21","0.17","0.14","0.00","1.00","1.45","0.62","2.07","3.07"
"TJ BRODIE","","D","TOR","64","4","15","7","36","1","65","20","87","107","172","0.06","0.23","0.11","0.56","0.02","1.02","0.31","1.36","1.67","2.69"
"BRENDAN GUHLE","","D","","30","4","4","-2","10","0","39","21","43","64","103","0.13","0.13","-0.07","0.33","0.00","1.30","0.70","1.43","2.13","3.43"
"MIKKO KOIVU","","C","CBJ","55","4","17","2","28","7","74","25","33","58","132","0.07","0.31","0.04","0.51","0.13","1.35","0.45","0.60","1.05","2.40"
"MATT ROY","","D","L.A","70","4","14","16","10","1","112","132","100","232","344","0.06","0.20","0.23","0.14","0.01","1.60","1.89","1.43","3.31","4.91"
"MICHAEL DAL COLLE","","L","","53","4","6","-8","12","0","59","81","21","102","161","0.08","0.11","-0.15","0.23","0.00","1.11","1.53","0.40","1.92","3.04"
"HENRI JOKIHARJU","","D","BUF","69","4","11","-6","32","2","78","74","63","137","215","0.06","0.16","-0.09","0.46","0.03","1.13","1.07","0.91","1.99","3.12"
"ERIK GUDBRANSON","","D","CBJ","51","4","5","0","95","0","78","89","58","147","225","0.08","0.10","0.00","1.86","0.00","1.53","1.75","1.14","2.88","4.41"
"RASMUS DAHLIN","","D","BUF","59","4","36","-7","38","19","90","72","51","123","213","0.07","0.61","-0.12","0.64","0.32","1.53","1.22","0.86","2.08","3.61"
"WILL BUTCHER","","D","","56","4","17","-8","6","1","62","31","75","106","168","0.07","0.30","-0.14","0.11","0.02","1.11","0.55","1.34","1.89","3.00"
"ADAM BOQVIST","","D","CBJ","41","4","9","-3","6","2","50","33","43","76","126","0.10","0.22","-0.07","0.15","0.05","1.22","0.80","1.05","1.85","3.07"
"TRAVIS DERMOTT","","D","VAN","56","4","7","14","37","0","65","76","58","134","199","0.07","0.13","0.25","0.66","0.00","1.16","1.36","1.04","2.39","3.55"
"NATE THOMPSON","","C","","70","4","11","-1","30","0","67","118","50","168","235","0.06","0.16","-0.01","0.43","0.00","0.96","1.69","0.71","2.40","3.36"
"HAYDN FLEURY","","D","T.B","45","4","10","-2","8","0","65","48","45","93","158","0.09","0.22","-0.04","0.18","0.00","1.44","1.07","1.00","2.07","3.51"
"JUSTIN SCHULTZ","","D","SEA","46","3","9","-13","6","6","86","36","50","86","172","0.07","0.20","-0.28","0.13","0.13","1.87","0.78","1.09","1.87","3.74"
"VLADIMIR TARASENKO","","R","STL","10","3","7","-2","0","3","26","17","7","24","50","0.30","0.70","-0.20","0.00","0.30","2.60","1.70","0.70","2.40","5.00"
"JUSTIN DOWLING","","C","VAN","29","3","3","-3","8","0","29","25","12","37","66","0.10","0.10","-0.10","0.28","0.00","1.00","0.86","0.41","1.28","2.28"
"RYAN CARPENTER","","C","NYR","69","3","12","-6","28","0","80","117","48","165","245","0.04","0.17","-0.09","0.41","0.00","1.16","1.70","0.70","2.39","3.55"
"TRAVIS HAMONIC","","D","OTT","50","3","9","-3","27","0","83","39","110","149","232","0.06","0.18","-0.06","0.54","0.00","1.66","0.78","2.20","2.98","4.64"
"JAKE MCCABE","","D","CHI","66","3","10","-11","41","0","75","91","90","181","256","0.05","0.15","-0.17","0.62","0.00","1.14","1.38","1.36","2.74","3.88"
