"Name","Compare","Pos","Team","GP","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS"
"CHRIS WAGNER","","R","COL","1","0","0","0","0","0","0","6","1","7","7","0.00","0.00","0.00","0.00","0.00","0.00","6.00","1.00","7.00","7.00"
"NICK ABRUZZESE","","L","TOR","2","0","2","2","0","0","2","1","0","1","3","0.00","1.00","1.00","0.00","0.00","1.00","0.50","0.00","0.50","1.50"
"HAYDN FLEURY","","D","T.B","29","0","1","-10","14","0","33","30","30","60","93","0.00","0.03","-0.34","0.48","0.00","1.14","1.03","1.03","2.07","3.21"
"JACOB LARSSON","","D","OTT","7","0","0","1","6","0","4","7","6","13","17","0.00","0.00","0.14","0.86","0.00","0.57","1.00","0.86","1.86","2.43"
"ALEX BARRE-BOULET","","L","T.B","1","0","0","0","0","0","1","0","0","0","1","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00"
"JACKSON CATES","","C","","5","0","0","0","0","0","4","3","1","4","8","0.00","0.00","0.00","0.00","0.00","0.80","0.60","0.20","0.80","1.60"
"ROURKE CHARTIER","","C","OTT","6","0","0","0","0","0","8","10","3","13","21","0.00","0.00","0.00","0.00","0.00","1.33","1.67","0.50","2.17","3.50"
"BILLY SWEEZEY","","D","CBJ","9","0","1","-3","9","0","3","39","20","59","62","0.00","0.11","-0.33","1.00","0.00","0.33","4.33","2.22","6.56","6.89"
"WYATT KAISER","","D","CHI","9","0","3","-4","4","0","14","5","10","15","29","0.00","0.33","-0.44","0.44","0.00","1.56","0.56","1.11","1.67","3.22"
"MATTHEW KNIES","","L","TOR","3","0","1","1","2","0","4","2","2","4","8","0.00","0.33","0.33","0.67","0.00","1.33","0.67","0.67","1.33","2.67"
"WILLIAM BITTEN","","R","STL","4","0","1","1","0","0","0","10","0","10","10","0.00","0.25","0.25","0.00","0.00","0.00","2.50","0.00","2.50","2.50"
"JOSH DUNNE","","C","CBJ","8","0","0","-6","6","0","4","19","4","23","27","0.00","0.00","-0.75","0.75","0.00","0.50","2.38","0.50","2.88","3.38"
"ANTON STRALMAN","","D","","8","0","0","-3","2","0","3","12","10","22","25","0.00","0.00","-0.38","0.25","0.00","0.38","1.50","1.25","2.75","3.13"
"KAEDAN KORCZAK","","D","VGK","10","0","2","-3","0","0","16","25","8","33","49","0.00","0.20","-0.30","0.00","0.00","1.60","2.50","0.80","3.30","4.90"
"VICTOR SODERSTROM","","D","ARI","30","0","9","-3","24","3","31","17","39","56","87","0.00","0.30","-0.10","0.80","0.10","1.03","0.57","1.30","1.87","2.90"
"JAKE MUZZIN","","D","TOR","4","0","1","0","2","0","8","11","10","21","29","0.00","0.25","0.00","0.50","0.00","2.00","2.75","2.50","5.25","7.25"
"PATRIK NEMETH","","D","","75","0","5","-7","30","0","62","116","118","234","296","0.00","0.07","-0.09","0.40","0.00","0.83","1.55","1.57","3.12","3.95"
"DOMINIC TONINATO","","L","WPG","5","0","1","0","2","0","7","6","2","8","15","0.00","0.20","0.00","0.40","0.00","1.40","1.20","0.40","1.60","3.00"
"HENRY THRUN","","D","S.J","8","0","2","-3","0","0","7","4","9","13","20","0.00","0.25","-0.38","0.00","0.00","0.88","0.50","1.13","1.63","2.50"
"JAKE CHRISTIANSEN","","D","CBJ","24","0","4","-7","4","1","25","20","23","43","68","0.00","0.17","-0.29","0.17","0.04","1.04","0.83","0.96","1.79","2.83"
"NICK SWANEY","","R","MIN","1","0","0","0","0","0","0","3","0","3","3","0.00","0.00","0.00","0.00","0.00","0.00","3.00","0.00","3.00","3.00"
"JONATHAN GRUDEN","","C","PIT","3","0","0","0","0","0","0","4","1","5","5","0.00","0.00","0.00","0.00","0.00","0.00","1.33","0.33","1.67","1.67"
"JAKE LESCHYSHYN","","L","NYR","35","0","0","-10","8","0","31","55","11","66","97","0.00","0.00","-0.29","0.23","0.00","0.89","1.57","0.31","1.89","2.77"
"DERRICK POULIOT","","D","DAL","8","0","2","-1","6","0","4","10","9","19","23","0.00","0.25","-0.13","0.75","0.00","0.50","1.25","1.13","2.38","2.88"
"JACOB BERNARD-DOCKER","","D","OTT","19","0","1","-1","11","0","22","23","27","50","72","0.00","0.05","-0.05","0.58","0.00","1.16","1.21","1.42","2.63","3.79"
"ADAM RASKA","","R","S.J","3","0","0","0","0","0","1","13","2","15","16","0.00","0.00","0.00","0.00","0.00","0.33","4.33","0.67","5.00","5.33"
"TUCKER POOLMAN","","D","VAN","3","0","1","1","0","0","3","2","2","4","7","0.00","0.33","0.33","0.00","0.00","1.00","0.67","0.67","1.33","2.33"
"URHO VAAKANAINEN","","D","ANA","23","0","2","-16","0","0","27","18","28","46","73","0.00","0.09","-0.70","0.00","0.00","1.17","0.78","1.22","2.00","3.17"
"DAN RENOUF","","D","BOS","1","0","0","-3","0","0","5","1","2","3","8","0.00","0.00","-3.00","0.00","0.00","5.00","1.00","2.00","3.00","8.00"
"CASEY FITZGERALD","","D","FLA","27","0","3","-2","4","0","13","35","12","47","60","0.00","0.11","-0.07","0.15","0.00","0.48","1.30","0.44","1.74","2.22"
"CHRISTIAN WOLANIN","","D","VAN","16","0","3","5","4","1","16","4","11","15","31","0.00","0.19","0.31","0.25","0.06","1.00","0.25","0.69","0.94","1.94"
"SAMPO RANTA","","L","COL","6","0","0","0","4","0","5","10","3","13","18","0.00","0.00","0.00","0.67","0.00","0.83","1.67","0.50","2.17","3.00"
"JOEL TEASDALE","","R","","2","0","1","-2","0","0","1","2","1","3","4","0.00","0.50","-1.00","0.00","0.00","0.50","1.00","0.50","1.50","2.00"
"DYSIN MAYO","","D","VGK","15","0","0","-8","8","0","7","30","20","50","57","0.00","0.00","-0.53","0.53","0.00","0.47","2.00","1.33","3.33","3.80"
"AKITO HIROSE","","D","VAN","7","0","3","-1","4","2","4","6","6","12","16","0.00","0.43","-0.14","0.57","0.29","0.57","0.86","0.86","1.71","2.29"
"MAX LAJOIE","","D","TOR","3","0","0","0","0","0","2","2","0","2","4","0.00","0.00","0.00","0.00","0.00","0.67","0.67","0.00","0.67","1.33"
"MIKE REILLY","","D","FLA","10","0","1","0","2","0","12","21","10","31","43","0.00","0.10","0.00","0.20","0.00","1.20","2.10","1.00","3.10","4.30"
"OLLE LYCKSELL","","R","PHI","8","0","1","-3","8","0","5","1","7","8","13","0.00","0.13","-0.38","1.00","0.00","0.63","0.13","0.88","1.00","1.63"
"KEVIN GRAVEL","","D","NSH","23","0","1","-10","4","0","20","23","36","59","79","0.00","0.04","-0.43","0.17","0.00","0.87","1.00","1.57","2.57","3.43"
"JUSTIN BRAUN","","D","","51","0","2","-1","19","0","42","47","49","96","138","0.00","0.04","-0.02","0.37","0.00","0.82","0.92","0.96","1.88","2.71"
"VICTOR METE","","D","PHI","11","0","2","3","4","0","7","3","9","12","19","0.00","0.18","0.27","0.36","0.00","0.64","0.27","0.82","1.09","1.73"
"ALEX TURCOTTE","","C","L.A","4","0","0","-2","5","0","2","1","0","1","3","0.00","0.00","-0.50","1.25","0.00","0.50","0.25","0.00","0.25","0.75"
"OTTO KOIVULA","","C","NYI","8","0","2","1","4","0","5","6","4","10","15","0.00","0.25","0.13","0.50","0.00","0.63","0.75","0.50","1.25","1.88"
"TAYLOR FEDUN","","D","PIT","4","0","0","0","0","0","5","3","4","7","12","0.00","0.00","0.00","0.00","0.00","1.25","0.75","1.00","1.75","3.00"
"BROCK FABER","","D","MIN","2","0","0","2","0","0","1","0","9","9","10","0.00","0.00","1.00","0.00","0.00","0.50","0.00","4.50","4.50","5.00"
"RILEY TUFTE","","L","COL","3","0","0","-1","0","0","1","6","0","6","7","0.00","0.00","-0.33","0.00","0.00","0.33","2.00","0.00","2.00","2.33"
"KYLE CLIFFORD","","L","TOR","2","0","1","1","2","0","2","6","0","6","8","0.00","0.50","0.50","1.00","0.00","1.00","3.00","0.00","3.00","4.00"
"MIKHAIL MALTSEV","","L","L.A","5","0","0","0","0","0","4","4","2","6","10","0.00","0.00","0.00","0.00","0.00","0.80","0.80","0.40","1.20","2.00"
"ELLIOT DESNOYERS","","L","PHI","4","0","0","-2","0","0","3","9","4","13","16","0.00","0.00","-0.50","0.00","0.00","0.75","2.25","1.00","3.25","4.00"
"JUSTIN RICHARDS","","C","BUF","2","0","1","-1","0","0","0","4","0","4","4","0.00","0.50","-0.50","0.00","0.00","0.00","2.00","0.00","2.00","2.00"
"MARCO ROSSI","","C","MIN","19","0","1","-7","8","0","13","6","9","15","28","0.00","0.05","-0.37","0.42","0.00","0.68","0.32","0.47","0.79","1.47"
"JAKE LIVINGSTONE","","D","NSH","5","0","1","-2","2","0","3","6","11","17","20","0.00","0.20","-0.40","0.40","0.00","0.60","1.20","2.20","3.40","4.00"
"SAMUEL KNAZKO","","R","CBJ","2","0","0","0","0","0","0","0","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.50","0.50","0.50"
"BOKONDJI IMAMA","","L","OTT","5","0","0","-2","5","0","0","13","2","15","15","0.00","0.00","-0.40","1.00","0.00","0.00","2.60","0.40","3.00","3.00"
"JASON DEMERS","","D","","1","0","0","-1","0","0","1","3","3","6","7","0.00","0.00","-1.00","0.00","0.00","1.00","3.00","3.00","6.00","7.00"
"JEAN-LUC FOUDY","","R","COL","9","0","0","-3","6","0","12","2","2","4","16","0.00","0.00","-0.33","0.67","0.00","1.33","0.22","0.22","0.44","1.78"
"HAYDEN HODGSON","","R","L.A","1","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"NOAH JUULSEN","","D","VAN","12","0","0","1","6","0","5","43","16","59","64","0.00","0.00","0.08","0.50","0.00","0.42","3.58","1.33","4.92","5.33"
"MARC MCLAUGHLIN","","R","BOS","2","0","0","-1","2","0","3","2","0","2","5","0.00","0.00","-0.50","1.00","0.00","1.50","1.00","0.00","1.00","2.50"
