"Name","Compare","Pos","Team","GP","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS"
"HENRI JOKIHARJU","","D","BUF","60","3","10","-12","30","0","79","63","58","121","200","0.05","0.17","-0.20","0.50","0.00","1.32","1.05","0.97","2.02","3.33"
"MARC STAAL","","D","PHI","82","3","12","10","43","0","55","152","124","276","331","0.04","0.15","0.12","0.52","0.00","0.67","1.85","1.51","3.37","4.04"
"QUINTON BYFIELD","","L","L.A","53","3","19","13","30","1","74","53","16","69","143","0.06","0.36","0.25","0.57","0.02","1.40","1.00","0.30","1.30","2.70"
"JANSEN HARKINS","","R","WPG","22","3","2","4","12","0","18","16","11","27","45","0.14","0.09","0.18","0.55","0.00","0.82","0.73","0.50","1.23","2.05"
"JAKOB PELLETIER","","L","CGY","24","3","4","-5","2","3","48","15","14","29","77","0.13","0.17","-0.21","0.08","0.13","2.00","0.63","0.58","1.21","3.21"
"KIEFFER BELLOWS","","R","","28","3","0","-8","6","0","32","48","10","58","90","0.11","0.00","-0.29","0.21","0.00","1.14","1.71","0.36","2.07","3.21"
"DMITRY KULIKOV","","D","FLA","67","3","13","-12","34","0","84","96","107","203","287","0.04","0.19","-0.18","0.51","0.00","1.25","1.43","1.60","3.03","4.28"
"RYAN SUTER","","D","DAL","82","3","22","0","26","4","92","81","115","196","288","0.04","0.27","0.00","0.32","0.05","1.12","0.99","1.40","2.39","3.51"
"DYLAN HOLLOWAY","","R","EDM","51","3","6","0","27","0","44","83","16","99","143","0.06","0.12","0.00","0.53","0.00","0.86","1.63","0.31","1.94","2.80"
"LANE PEDERSON","","R","EDM","27","3","3","-1","26","0","27","68","11","79","106","0.11","0.11","-0.04","0.96","0.00","1.00","2.52","0.41","2.93","3.93"
"MATHIEU JOSEPH","","L","OTT","56","3","15","5","36","3","66","80","28","108","174","0.05","0.27","0.09","0.64","0.05","1.18","1.43","0.50","1.93","3.11"
"COLE SILLINGER","","C","CBJ","64","3","8","-22","22","3","93","105","36","141","234","0.05","0.13","-0.34","0.34","0.05","1.45","1.64","0.56","2.20","3.66"
"RASMUS RISTOLAINEN","","D","PHI","74","3","17","-3","32","5","86","162","142","304","390","0.04","0.23","-0.04","0.43","0.07","1.16","2.19","1.92","4.11","5.27"
"BEN HUTTON","","D","VGK","31","3","5","1","6","1","52","18","34","52","104","0.10","0.16","0.03","0.19","0.03","1.68","0.58","1.10","1.68","3.35"
"JOHNATHAN KOVACEVIC","","D","MTL","77","3","12","3","39","0","92","93","86","179","271","0.04","0.16","0.04","0.51","0.00","1.19","1.21","1.12","2.32","3.52"
"NIKITA ALEXANDROV","","C","STL","28","3","4","0","8","0","28","28","13","41","69","0.11","0.14","0.00","0.29","0.00","1.00","1.00","0.46","1.46","2.46"
"DRYDEN HUNT","","R","CGY","37","3","0","-10","24","0","23","100","4","104","127","0.08","0.00","-0.27","0.65","0.00","0.62","2.70","0.11","2.81","3.43"
"JAN RUTTA","","D","S.J","56","3","6","3","30","0","64","71","70","141","205","0.05","0.11","0.05","0.54","0.00","1.14","1.27","1.25","2.52","3.66"
"MARCUS BJORK","","D","CBJ","33","3","8","-9","42","6","34","45","47","92","126","0.09","0.24","-0.27","1.27","0.18","1.03","1.36","1.42","2.79","3.82"
"IAN COLE","","D","VAN","78","3","14","12","61","0","109","117","123","240","349","0.04","0.18","0.15","0.78","0.00","1.40","1.50","1.58","3.08","4.47"
"SEAN WALKER","","D","PHI","70","3","10","-4","36","1","94","77","104","181","275","0.04","0.14","-0.06","0.51","0.01","1.34","1.10","1.49","2.59","3.93"
"CALEN ADDISON","","D","MIN","62","3","26","-17","22","18","77","19","38","57","134","0.05","0.42","-0.27","0.35","0.29","1.24","0.31","0.61","0.92","2.16"
"JONAH GADJOVICH","","L","","35","3","4","-3","57","0","32","92","5","97","129","0.09","0.11","-0.09","1.63","0.00","0.91","2.63","0.14","2.77","3.69"
"JAKE MIDDLETON","","D","MIN","79","3","12","15","72","0","79","115","155","270","349","0.04","0.15","0.19","0.91","0.00","1.00","1.46","1.96","3.42","4.42"
"TROY STECHER","","D","ARI","81","3","11","-6","44","0","88","70","92","162","250","0.04","0.14","-0.07","0.54","0.00","1.09","0.86","1.14","2.00","3.09"
"ZACH WERENSKI","","D","CBJ","13","3","5","-6","0","2","41","5","24","29","70","0.23","0.38","-0.46","0.00","0.15","3.15","0.38","1.85","2.23","5.38"
"SAM CARRICK","","R","ANA","52","3","4","-16","86","0","50","98","24","122","172","0.06","0.08","-0.31","1.65","0.00","0.96","1.88","0.46","2.35","3.31"
"BRANDON CARLO","","D","BOS","75","3","13","44","38","0","94","128","116","244","338","0.04","0.17","0.59","0.51","0.00","1.25","1.71","1.55","3.25","4.51"
"ALEXANDER HOLTZ","","R","N.J","19","3","1","-6","8","2","21","6","4","10","31","0.16","0.05","-0.32","0.42","0.11","1.11","0.32","0.21","0.53","1.63"
"LUKAS SEDLAK","","C","","30","3","5","4","12","0","44","58","31","89","133","0.10","0.17","0.13","0.40","0.00","1.47","1.93","1.03","2.97","4.43"
"AUSTIN CZARNIK","","C","DET","29","3","2","-4","8","1","27","16","13","29","56","0.10","0.07","-0.14","0.28","0.03","0.93","0.55","0.45","1.00","1.93"
"BRETT KULAK","","D","EDM","82","3","17","12","41","0","114","105","106","211","325","0.04","0.21","0.15","0.50","0.00","1.39","1.28","1.29","2.57","3.96"
"MAX PACIORETTY","","L","WSH","5","3","0","0","2","1","16","4","1","5","21","0.60","0.00","0.00","0.40","0.20","3.20","0.80","0.20","1.00","4.20"
"JORDAN GROSS","","D","NSH","15","3","0","-3","2","1","24","10","16","26","50","0.20","0.00","-0.20","0.13","0.07","1.60","0.67","1.07","1.73","3.33"
"JEREMY LAUZON","","D","NSH","67","3","9","-11","66","0","77","250","75","325","402","0.04","0.13","-0.16","0.99","0.00","1.15","3.73","1.12","4.85","6.00"
"DAVID SAVARD","","D","MTL","62","3","17","-14","40","0","63","61","176","237","300","0.05","0.27","-0.23","0.65","0.00","1.02","0.98","2.84","3.82","4.84"
"CONNOR MACKEY","","D","NYR","30","3","4","-4","48","0","31","61","29","90","121","0.10","0.13","-0.13","1.60","0.00","1.03","2.03","0.97","3.00","4.03"
"ALEXANDER EDLER","","D","","64","2","9","-1","34","0","56","106","104","210","266","0.03","0.14","-0.02","0.53","0.00","0.88","1.66","1.63","3.28","4.16"
"VINNIE HINOSTROZA","","R","PIT","26","2","9","-1","6","0","38","1","7","8","46","0.08","0.35","-0.04","0.23","0.00","1.46","0.04","0.27","0.31","1.77"
"MICHAEL CARCONE","","L","ARI","9","2","1","3","2","0","15","16","1","17","32","0.22","0.11","0.33","0.22","0.00","1.67","1.78","0.11","1.89","3.56"
"NICHOLAS ROBERTSON","","L","TOR","15","2","3","2","0","0","27","18","7","25","52","0.13","0.20","0.13","0.00","0.00","1.80","1.20","0.47","1.67","3.47"
"SAMUEL BOLDUC","","D","NYI","17","2","1","5","2","0","20","26","16","42","62","0.12","0.06","0.29","0.12","0.00","1.18","1.53","0.94","2.47","3.65"
"RYAN MCDONAGH","","D","NSH","71","2","18","12","22","0","78","63","165","228","306","0.03","0.25","0.17","0.31","0.00","1.10","0.89","2.32","3.21","4.31"
"JARRED TINORDI","","D","CHI","44","2","6","-17","40","0","32","139","68","207","239","0.05","0.14","-0.39","0.91","0.00","0.73","3.16","1.55","4.70","5.43"
"DANIIL MIROMANOV","","D","VGK","14","2","4","-6","2","3","22","7","13","20","42","0.14","0.29","-0.43","0.14","0.21","1.57","0.50","0.93","1.43","3.00"
"ROBERT BORTUZZO","","D","STL","43","2","3","9","29","0","30","64","49","113","143","0.05","0.07","0.21","0.67","0.00","0.70","1.49","1.14","2.63","3.33"
"TJ BRODIE","","D","TOR","58","2","12","10","14","0","58","47","111","158","216","0.03","0.21","0.17","0.24","0.00","1.00","0.81","1.91","2.72","3.72"
"JOSH NORRIS","","C","OTT","8","2","1","-1","6","0","15","7","6","13","28","0.25","0.13","-0.13","0.75","0.00","1.88","0.88","0.75","1.63","3.50"
"RADKO GUDAS","","D","ANA","72","2","15","12","79","0","110","312","128","440","550","0.03","0.21","0.17","1.10","0.00","1.53","4.33","1.78","6.11","7.64"
"CAM YORK","","D","PHI","54","2","18","-1","18","3","42","44","69","113","155","0.04","0.33","-0.02","0.33","0.06","0.78","0.81","1.28","2.09","2.87"
"JACK DRURY","","L","CAR","38","2","6","3","14","1","69","12","16","28","97","0.05","0.16","0.08","0.37","0.03","1.82","0.32","0.42","0.74","2.55"
"ALEX GOLIGOSKI","","D","MIN","46","2","4","-9","16","1","63","33","67","100","163","0.04","0.09","-0.20","0.35","0.02","1.37","0.72","1.46","2.17","3.54"
"AATU RATY","","C","VAN","15","2","1","0","4","0","16","19","5","24","40","0.13","0.07","0.00","0.27","0.00","1.07","1.27","0.33","1.60","2.67"
"JACK JOHNSON","","D","COL","83","2","6","-15","28","0","92","117","127","244","336","0.02","0.07","-0.18","0.34","0.00","1.11","1.41","1.53","2.94","4.05"
"MATT LUFF","","R","DET","19","2","2","-4","0","0","20","22","9","31","51","0.11","0.11","-0.21","0.00","0.00","1.05","1.16","0.47","1.63","2.68"
"KYLE CAPOBIANCO","","D","WPG","14","2","0","1","6","0","14","12","6","18","32","0.14","0.00","0.07","0.43","0.00","1.00","0.86","0.43","1.29","2.29"
"DYLAN SAMBERG","","D","WPG","63","2","6","10","25","0","49","91","93","184","233","0.03","0.10","0.16","0.40","0.00","0.78","1.44","1.48","2.92","3.70"
"ANDERS BJORK","","L","","14","2","6","4","2","0","15","8","4","12","27","0.14","0.43","0.29","0.14","0.00","1.07","0.57","0.29","0.86","1.93"
"TANNER LACZYNSKI","","C","PHI","32","2","2","-5","2","0","23","30","10","40","63","0.06","0.06","-0.16","0.06","0.00","0.72","0.94","0.31","1.25","1.97"
"NICK HOLDEN","","D","","65","2","14","0","10","0","73","79","69","148","221","0.03","0.22","0.00","0.15","0.00","1.12","1.22","1.06","2.28","3.40"
"JON MERRILL","","D","MIN","73","2","10","-2","38","0","43","47","107","154","197","0.03","0.14","-0.03","0.52","0.00","0.59","0.64","1.47","2.11","2.70"
"ALEXANDER ROMANOV","","D","NYI","76","2","20","12","43","0","100","198","129","327","427","0.03","0.26","0.16","0.57","0.00","1.32","2.61","1.70","4.30","5.62"
"BRENDAN LEMIEUX","","R","CAR","45","2","7","-3","74","0","44","131","15","146","190","0.04","0.16","-0.07","1.64","0.00","0.98","2.91","0.33","3.24","4.22"
"JOE SNIVELY","","L","WSH","12","2","2","3","0","0","16","4","6","10","26","0.17","0.17","0.25","0.00","0.00","1.33","0.33","0.50","0.83","2.17"
"ZACK KASSIAN","","L","","51","2","0","-18","50","0","25","32","8","40","65","0.04","0.00","-0.35","0.98","0.00","0.49","0.63","0.16","0.78","1.27"
"BRENDEN DILLON","","D","WPG","82","2","21","2","76","0","83","198","108","306","389","0.02","0.26","0.02","0.93","0.00","1.01","2.41","1.32","3.73","4.74"
"ERIK CERNAK","","D","T.B","70","2","14","9","53","0","87","209","100","309","396","0.03","0.20","0.13","0.76","0.00","1.24","2.99","1.43","4.41","5.66"
"ROBERT HAGG","","D","ANA","38","2","5","-6","26","0","40","111","47","158","198","0.05","0.13","-0.16","0.68","0.00","1.05","2.92","1.24","4.16","5.21"
"NATHAN WALKER","","R","STL","56","2","8","11","25","0","43","82","35","117","160","0.04","0.14","0.20","0.45","0.00","0.77","1.46","0.63","2.09","2.86"
"SAMUEL FAGEMO","","R","L.A","9","2","1","-4","0","0","5","5","6","11","16","0.22","0.11","-0.44","0.00","0.00","0.56","0.56","0.67","1.22","1.78"
"LOGAN BROWN","","C","T.B","30","2","4","-4","8","0","18","22","7","29","47","0.07","0.13","-0.13","0.27","0.00","0.60","0.73","0.23","0.97","1.57"
"ROBIN SALO","","D","NYI","11","2","2","1","4","0","9","6","13","19","28","0.18","0.18","0.09","0.36","0.00","0.82","0.55","1.18","1.73","2.55"
"ALEXANDRE CARRIER","","D","NSH","43","2","7","0","27","0","48","57","67","124","172","0.05","0.16","0.00","0.63","0.00","1.12","1.33","1.56","2.88","4.00"
"ERIK BRANNSTROM","","D","OTT","74","2","16","5","38","1","74","49","103","152","226","0.03","0.22","0.07","0.51","0.01","1.00","0.66","1.39","2.05","3.05"
"KEVIN BAHL","","D","N.J","42","2","6","4","35","0","27","64","38","102","129","0.05","0.14","0.10","0.83","0.00","0.64","1.52","0.90","2.43","3.07"
"RIDLY GREIG","","C","OTT","20","2","7","1","12","3","30","33","3","36","66","0.10","0.35","0.05","0.60","0.15","1.50","1.65","0.15","1.80","3.30"
"MATT IRWIN","","D","VAN","61","2","3","-8","36","0","79","117","75","192","271","0.03","0.05","-0.13","0.59","0.00","1.30","1.92","1.23","3.15","4.44"
"RASMUS ASPLUND","","L","FLA","46","2","6","-6","4","0","54","23","11","34","88","0.04","0.13","-0.13","0.09","0.00","1.17","0.50","0.24","0.74","1.91"
"ZACH SANFORD","","L","ARI","16","2","1","-3","4","0","20","21","21","42","62","0.13","0.06","-0.19","0.25","0.00","1.25","1.31","1.31","2.63","3.88"
"JORDAN OESTERLE","","D","CGY","52","2","9","-10","19","0","54","41","68","109","163","0.04","0.17","-0.19","0.37","0.00","1.04","0.79","1.31","2.10","3.13"
"SIMON EDVINSSON","","D","DET","9","2","0","-7","12","0","5","11","8","19","24","0.22","0.00","-0.78","1.33","0.00","0.56","1.22","0.89","2.11","2.67"
"MICHAEL MCCARRON","","R","NSH","32","2","2","-3","24","0","39","75","20","95","134","0.06","0.06","-0.09","0.75","0.00","1.22","2.34","0.63","2.97","4.19"
"JUSTIN DANFORTH","","L","CBJ","6","2","1","-3","4","0","10","7","1","8","18","0.33","0.17","-0.50","0.67","0.00","1.67","1.17","0.17","1.33","3.00"
"JOEL EDMUNDSON","","D","WSH","61","2","11","-29","58","0","69","112","149","261","330","0.03","0.18","-0.48","0.95","0.00","1.13","1.84","2.44","4.28","5.41"
"ILYA LYUBUSHKIN","","D","ANA","68","2","12","-2","38","0","41","99","103","202","243","0.03","0.18","-0.03","0.56","0.00","0.60","1.46","1.51","2.97","3.57"
"JUSTIN HOLL","","D","DET","80","2","16","15","39","0","60","151","139","290","350","0.03","0.20","0.19","0.49","0.00","0.75","1.89","1.74","3.63","4.38"
"COLIN BLACKWELL","","L","CHI","53","2","8","-16","6","0","53","49","17","66","119","0.04","0.15","-0.30","0.11","0.00","1.00","0.92","0.32","1.25","2.25"
"JAKE EVANS","","C","MTL","54","2","17","-5","28","1","55","27","41","68","123","0.04","0.31","-0.09","0.52","0.02","1.02","0.50","0.76","1.26","2.28"
"MATTIAS SAMUELSSON","","D","BUF","55","2","8","14","20","0","76","107","91","198","274","0.04","0.15","0.25","0.36","0.00","1.38","1.95","1.65","3.60","4.98"
"JOHN HAYDEN","","C","SEA","7","2","0","2","7","0","9","4","3","7","16","0.29","0.00","0.29","1.00","0.00","1.29","0.57","0.43","1.00","2.29"
"ANTHONY DUCLAIR","","R","S.J","20","2","7","4","2","0","43","20","9","29","72","0.10","0.35","0.20","0.10","0.00","2.15","1.00","0.45","1.45","3.60"
"JOSH MANSON","","D","COL","27","2","8","13","42","0","41","64","41","105","146","0.07","0.30","0.48","1.56","0.00","1.52","2.37","1.52","3.89","5.41"
"KYLE BURROUGHS","","D","S.J","48","2","3","-5","62","0","47","165","84","249","296","0.04","0.06","-0.10","1.29","0.00","0.98","3.44","1.75","5.19","6.17"
"CALVIN DE HAAN","","D","T.B","53","2","10","7","20","0","51","84","49","133","184","0.04","0.19","0.13","0.38","0.00","0.96","1.58","0.92","2.51","3.47"
"JONATHAN DROUIN","","C","COL","58","2","27","-18","18","9","69","29","23","52","121","0.03","0.47","-0.31","0.31","0.16","1.19","0.50","0.40","0.90","2.09"
"JACOB PETERSON","","R","S.J","12","2","6","-12","4","2","21","12","5","17","38","0.17","0.50","-1.00","0.33","0.17","1.75","1.00","0.42","1.42","3.17"
"ZAC DALPE","","R","FLA","14","2","2","-4","2","0","17","15","6","21","38","0.14","0.14","-0.29","0.14","0.00","1.21","1.07","0.43","1.50","2.71"
"NICK LEDDY","","D","STL","78","2","21","4","20","0","79","43","96","139","218","0.03","0.27","0.05","0.26","0.00","1.01","0.55","1.23","1.78","2.79"
"WILLIAM EKLUND","","L","S.J","8","2","1","-5","6","1","18","7","6","13","31","0.25","0.13","-0.63","0.75","0.13","2.25","0.88","0.75","1.63","3.88"
"CAL FOOTE","","D","N.J","50","2","5","6","63","0","39","58","52","110","149","0.04","0.10","0.12","1.26","0.00","0.78","1.16","1.04","2.20","2.98"
"OLIVER EKMAN-LARSSON","","D","FLA","54","2","20","-24","22","4","90","58","43","101","191","0.04","0.37","-0.44","0.41","0.07","1.67","1.07","0.80","1.87","3.54"
"CONOR TIMMINS","","D","TOR","27","2","12","0","8","3","19","23","18","41","60","0.07","0.44","0.00","0.30","0.11","0.70","0.85","0.67","1.52","2.22"
"JAYSON MEGNA","","C","BOS","55","2","6","-21","6","0","36","47","23","70","106","0.04","0.11","-0.38","0.11","0.00","0.65","0.85","0.42","1.27","1.93"
"DANTE FABBRO","","D","NSH","79","2","9","-4","50","1","101","113","129","242","343","0.03","0.11","-0.05","0.63","0.01","1.28","1.43","1.63","3.06","4.34"
"GAVIN BAYREUTHER","","D","DAL","51","2","12","-18","23","1","61","54","71","125","186","0.04","0.24","-0.35","0.45","0.02","1.20","1.06","1.39","2.45","3.65"
"MATEJ BLUMEL","","R","DAL","6","1","0","-2","0","0","7","7","2","9","16","0.17","0.00","-0.33","0.00","0.00","1.17","1.17","0.33","1.50","2.67"
"NIKO MIKKOLA","","D","FLA","81","1","5","6","58","0","62","151","106","257","319","0.01","0.06","0.07","0.72","0.00","0.77","1.86","1.31","3.17","3.94"
"DARREN RADDYSH","","D","T.B","17","1","2","-4","4","0","25","25","16","41","66","0.06","0.12","-0.24","0.24","0.00","1.47","1.47","0.94","2.41","3.88"
"GUSTAV LINDSTROM","","D","MTL","36","1","7","-16","20","0","18","39","34","73","91","0.03","0.19","-0.44","0.56","0.00","0.50","1.08","0.94","2.03","2.53"
"TIM BERNI","","D","CBJ","59","1","2","-26","34","0","58","122","74","196","254","0.02","0.03","-0.44","0.58","0.00","0.98","2.07","1.25","3.32","4.31"
"ANDREW AGOZZINO","","L","ANA","4","1","2","-1","0","0","9","12","4","16","25","0.25","0.50","-0.25","0.00","0.00","2.25","3.00","1.00","4.00","6.25"
"ZAC JONES","","D","NYR","16","1","1","-2","4","0","15","5","16","21","36","0.06","0.06","-0.13","0.25","0.00","0.94","0.31","1.00","1.31","2.25"
"LUKE HUGHES","","D","N.J","2","1","1","0","0","0","2","1","3","4","6","0.50","0.50","0.00","0.00","0.00","1.00","0.50","1.50","2.00","3.00"
"NIC PETAN","","L","MIN","10","1","2","0","2","0","10","4","5","9","19","0.10","0.20","0.00","0.20","0.00","1.00","0.40","0.50","0.90","1.90"
"ERIK GUDBRANSON","","D","CBJ","70","1","12","-24","57","0","102","119","137","256","358","0.01","0.17","-0.34","0.81","0.00","1.46","1.70","1.96","3.66","5.11"
"BRETT SENEY","","C","CHI","7","1","0","-2","2","0","9","11","4","15","24","0.14","0.00","-0.29","0.29","0.00","1.29","1.57","0.57","2.14","3.43"
"DAVID GUST","","R","CHI","4","1","0","-2","2","0","7","3","1","4","11","0.25","0.00","-0.50","0.50","0.00","1.75","0.75","0.25","1.00","2.75"
"KYLE CRISCUOLO","","R","N.J","1","1","0","0","0","0","2","2","1","3","5","1.00","0.00","0.00","0.00","0.00","2.00","2.00","1.00","3.00","5.00"
"JOONA LUOTO","","R","","7","1","0","-7","0","0","7","11","3","14","21","0.14","0.00","-1.00","0.00","0.00","1.00","1.57","0.43","2.00","3.00"
"JAYCOB MEGNA","","D","SEA","54","1","11","3","21","0","56","86","66","152","208","0.02","0.20","0.06","0.39","0.00","1.04","1.59","1.22","2.81","3.85"
"CODY CECI","","D","EDM","80","1","14","11","24","0","88","139","111","250","338","0.01","0.18","0.14","0.30","0.00","1.10","1.74","1.39","3.13","4.23"
"RILEY STILLMAN","","D","BUF","50","1","7","-13","36","0","37","81","44","125","162","0.02","0.14","-0.26","0.72","0.00","0.74","1.62","0.88","2.50","3.24"
"JAKE BEAN","","D","CBJ","14","1","5","-2","6","1","16","13","21","34","50","0.07","0.36","-0.14","0.43","0.07","1.14","0.93","1.50","2.43","3.57"
"BECK MALENSTYN","","L","WSH","9","1","1","0","2","0","7","34","5","39","46","0.11","0.11","0.00","0.22","0.00","0.78","3.78","0.56","4.33","5.11"
"MATT BENNING","","D","S.J","77","1","23","-19","26","1","58","102","125","227","285","0.01","0.30","-0.25","0.34","0.01","0.75","1.32","1.62","2.95","3.70"
"ALEKSI HEPONIEMI","","L","FLA","10","1","2","-1","2","0","6","2","1","3","9","0.10","0.20","-0.10","0.20","0.00","0.60","0.20","0.10","0.30","0.90"
"EGOR SOKOLOV","","L","OTT","5","1","1","2","0","0","5","5","2","7","12","0.20","0.20","0.40","0.00","0.00","1.00","1.00","0.40","1.40","2.40"
"MILOS KELEMEN","","L","ARI","14","1","0","-5","23","0","12","26","6","32","44","0.07","0.00","-0.36","1.64","0.00","0.86","1.86","0.43","2.29","3.14"
"JACK RATHBONE","","D","VAN","11","1","1","-1","2","0","12","7","7","14","26","0.09","0.09","-0.09","0.18","0.00","1.09","0.64","0.64","1.27","2.36"
"NIKITA NESTERENKO","","L","ANA","9","1","0","-3","0","0","23","6","1","7","30","0.11","0.00","-0.33","0.00","0.00","2.56","0.67","0.11","0.78","3.33"
"ZACH BOGOSIAN","","D","T.B","46","1","4","-4","42","0","54","114","50","164","218","0.02","0.09","-0.09","0.91","0.00","1.17","2.48","1.09","3.57","4.74"
"TYLER MYERS","","D","VAN","78","1","16","-15","76","0","100","93","144","237","337","0.01","0.21","-0.19","0.97","0.00","1.28","1.19","1.85","3.04","4.32"
"PATRIC HORNQVIST","","R","","22","1","2","-4","13","1","40","18","8","26","66","0.05","0.09","-0.18","0.59","0.05","1.82","0.82","0.36","1.18","3.00"
"DANIL GUSHCHIN","","L","S.J","2","1","1","-1","0","2","8","0","5","5","13","0.50","0.50","-0.50","0.00","1.00","4.00","0.00","2.50","2.50","6.50"
"LAURENT DAUPHIN","","C","","21","1","0","-4","10","0","25","17","10","27","52","0.05","0.00","-0.19","0.48","0.00","1.19","0.81","0.48","1.29","2.48"
"LOGAN STANLEY","","D","WPG","19","1","2","-1","21","0","11","44","20","64","75","0.05","0.11","-0.05","1.11","0.00","0.58","2.32","1.05","3.37","3.95"
"EGOR AFANASYEV","","L","NSH","17","1","0","-7","2","0","21","23","13","36","57","0.06","0.00","-0.41","0.12","0.00","1.24","1.35","0.76","2.12","3.35"
"MARCO SCANDELLA","","D","STL","20","1","1","2","6","0","17","27","26","53","70","0.05","0.05","0.10","0.30","0.00","0.85","1.35","1.30","2.65","3.50"
"KURTIS MACDERMID","","D","COL","44","1","5","-1","55","0","20","86","31","117","137","0.02","0.11","-0.02","1.25","0.00","0.45","1.95","0.70","2.66","3.11"
"LUCAS CONDOTTA","","L","MTL","1","1","0","0","0","0","5","3","0","3","8","1.00","0.00","0.00","0.00","0.00","5.00","3.00","0.00","3.00","8.00"
"DEVIN SHORE","","C","SEA","47","1","8","6","4","0","33","46","24","70","103","0.02","0.17","0.13","0.09","0.00","0.70","0.98","0.51","1.49","2.19"
"TANNER PEARSON","","L","VAN","14","1","4","-9","21","1","17","20","3","23","40","0.07","0.29","-0.64","1.50","0.07","1.21","1.43","0.21","1.64","2.86"
"JAKUB ZBORIL","","D","BOS","22","1","3","-1","6","0","13","31","19","50","63","0.05","0.14","-0.05","0.27","0.00","0.59","1.41","0.86","2.27","2.86"
"JACOB MACDONALD","","D","S.J","58","1","7","-14","23","1","75","69","43","112","187","0.02","0.12","-0.24","0.40","0.02","1.29","1.19","0.74","1.93","3.22"
"ISAAK PHILLIPS","","D","CHI","16","1","4","-10","5","0","16","27","6","33","49","0.06","0.25","-0.63","0.31","0.00","1.00","1.69","0.38","2.06","3.06"
"LAWRENCE PILUT","","D","","17","1","2","-4","0","0","14","6","16","22","36","0.06","0.12","-0.24","0.00","0.00","0.82","0.35","0.94","1.29","2.12"
"JOHN LEONARD","","L","ARI","6","1","0","0","2","0","4","4","4","8","12","0.17","0.00","0.00","0.33","0.00","0.67","0.67","0.67","1.33","2.00"
"RYAN CARPENTER","","C","S.J","22","1","2","-5","10","0","17","35","11","46","63","0.05","0.09","-0.23","0.45","0.00","0.77","1.59","0.50","2.09","2.86"
"DREW HELLESON","","D","ANA","3","1","0","0","2","0","4","2","3","5","9","0.33","0.00","0.00","0.67","0.00","1.33","0.67","1.00","1.67","3.00"
"TYLER TUCKER","","D","STL","26","1","3","-9","31","0","21","50","26","76","97","0.04","0.12","-0.35","1.19","0.00","0.81","1.92","1.00","2.92","3.73"
"BRAYDEN MCNABB","","D","VGK","82","1","16","17","51","0","90","201","198","399","489","0.01","0.20","0.21","0.62","0.00","1.10","2.45","2.41","4.87","5.96"
"AUSTIN WAGNER","","L","","7","1","1","-2","0","0","13","19","1","20","33","0.14","0.14","-0.29","0.00","0.00","1.86","2.71","0.14","2.86","4.71"
"JORDIE BENN","","D","","12","1","1","-1","12","0","13","31","29","60","73","0.08","0.08","-0.08","1.00","0.00","1.08","2.58","2.42","5.00","6.08"
"MATT KIERSTED","","D","FLA","20","1","3","4","6","0","14","13","7","20","34","0.05","0.15","0.20","0.30","0.00","0.70","0.65","0.35","1.00","1.70"
"NIKOLAI KNYZHOV","","D","S.J","12","1","0","-13","8","0","10","11","16","27","37","0.08","0.00","-1.08","0.67","0.00","0.83","0.92","1.33","2.25","3.08"
"RADIM SIMEK","","D","S.J","44","1","2","-13","29","0","39","89","74","163","202","0.02","0.05","-0.30","0.66","0.00","0.89","2.02","1.68","3.70","4.59"
"COLE KOEPKE","","L","T.B","17","1","0","-5","2","0","12","32","5","37","49","0.06","0.00","-0.29","0.12","0.00","0.71","1.88","0.29","2.18","2.88"
"MARK FRIEDMAN","","D","PIT","23","1","2","2","15","0","36","52","22","74","110","0.04","0.09","0.09","0.65","0.00","1.57","2.26","0.96","3.22","4.78"
"OSKAR STEEN","","R","BOS","3","1","0","0","0","0","5","3","0","3","8","0.33","0.00","0.00","0.00","0.00","1.67","1.00","0.00","1.00","2.67"
"TREY FIX-WOLANSKY","","R","CBJ","9","1","0","-5","0","0","19","11","8","19","38","0.11","0.00","-0.56","0.00","0.00","2.11","1.22","0.89","2.11","4.22"
"JONNY BRODZINSKI","","R","NYR","17","1","1","3","8","0","27","9","4","13","40","0.06","0.06","0.18","0.47","0.00","1.59","0.53","0.24","0.76","2.35"
"BRIAN DUMOULIN","","D","SEA","82","1","24","-4","16","0","82","123","142","265","347","0.01","0.29","-0.05","0.20","0.00","1.00","1.50","1.73","3.23","4.23"
"SAMMY WALKER","","C","MIN","9","1","1","-1","0","0","8","2","1","3","11","0.11","0.11","-0.11","0.00","0.00","0.89","0.22","0.11","0.33","1.22"
"LIBOR HAJEK","","D","","16","1","0","2","4","0","13","17","20","37","50","0.06","0.00","0.13","0.25","0.00","0.81","1.06","1.25","2.31","3.13"
"BYRON FROESE","","C","VGK","9","1","1","0","4","0","15","11","5","16","31","0.11","0.11","0.00","0.44","0.00","1.67","1.22","0.56","1.78","3.44"
"GUILLAUME BRISEBOIS","","D","VAN","17","1","2","-2","6","0","15","11","27","38","53","0.06","0.12","-0.12","0.35","0.00","0.88","0.65","1.59","2.24","3.12"
