"Name","Compare","Pos","Age","Team","GP","PPG","PPA","PPP","PP SOG","%PP","PPTOI/G","TOI","PPTOI","PPP/60PPMIN","PP IPP"
"ERIK HAULA","","L","32","N.J","80","2","5","7","19","26.9","01:10","16:38","093:48","4.5","87.5"
"ADAM RUZICKA","","C","24","CGY","44","2","4","6","12","31.1","01:38","11:35","072:11","5.0","85.7"
"DYLAN GUENTHER","","R","20","ARI","33","4","2","6","10","36.3","01:54","13:07","062:51","5.7","85.7"
"PHILIP TOMASINO","","R","22","NSH","31","4","2","6","11","46.1","02:14","15:36","069:14","5.2","66.7"
"BOWEN BYRAM","","D","22","COL","42","2","4","6","10","26.2","01:19","21:53","054:58","6.5","75"
"NICOLAS ROY","","R","26","VGK","65","3","3","6","29","41.6","01:47","16:18","116:24","3.1","46.2"
"MARCUS BJORK","","D","25","CBJ","33","1","5","6","8","47.0","02:07","18:09","069:53","5.2","60"
"JACK QUINN","","R","21","BUF","75","1","5","6","25","31.6","01:39","13:51","123:33","2.9","46.2"
"EMIL BEMSTROM","","L","24","CBJ","55","3","3","6","24","29.4","01:18","12:07","071:23","5.0","50"
"KASPERI KAPANEN","","R","27","STL","66","3","3","6","12","25.4","01:25","13:41","093:46","3.8","54.5"
"SHELDON DRIES","","C","29","VAN","63","4","1","5","11","26.5","01:27","11:32","091:30","3.3","41.7"
"MORGAN FROST","","C","24","PHI","81","1","4","5","22","47.0","02:10","16:21","175:28","1.7","41.7"
"TOM WILSON","","R","29","WSH","33","4","1","5","17","42.0","01:44","17:37","057:22","5.2","62.5"
"IVAN BARBASHEV","","L","27","VGK","82","2","3","5","18","40.9","01:56","16:45","158:43","1.9","27.8"
"RYAN PULOCK","","D","28","NYI","82","1","4","5","11","22.5","01:03","20:54","085:48","3.5","83.3"
"MASON MARCHMENT","","L","28","DAL","68","2","3","5","27","32.8","01:35","15:42","108:08","2.8","55.6"
"JACOB TROUBA","","D","29","NYR","82","2","3","5","21","22.9","01:07","21:12","092:07","3.3","62.5"
"RASMUS RISTOLAINEN","","D","28","PHI","74","1","4","5","9","16.9","00:46","19:01","057:18","5.2","71.4"
"JJ PETERKA","","L","21","BUF","77","2","3","5","19","26.9","01:25","13:39","109:43","2.7","55.6"
"COLE PERFETTI","","L","21","WPG","51","1","4","5","13","32.5","01:41","14:58","085:52","3.5","55.6"
"ANDREW COPP","","C","29","DET","82","1","4","5","10","32.1","01:43","18:09","140:42","2.1","50"
"NICK FOLIGNO","","L","35","CHI","60","2","3","5","12","26.3","01:23","12:22","083:23","3.6","55.6"
"NATE SCHMIDT","","D","32","WPG","71","3","2","5","12","29.2","01:40","18:28","117:53","2.5","55.6"
"EETU LUOSTARINEN","","L","25","FLA","82","2","3","5","10","15.4","00:54","15:59","073:35","4.1","71.4"
"SETH JARVIS","","R","21","CAR","82","0","5","5","33","39.8","02:03","16:12","167:41","1.8","35.7"
"FILIP CHYTIL","","C","23","NYR","74","3","2","5","15","28.2","01:22","14:41","101:40","3.0","45.5"
"SONNY MILANO","","L","27","WSH","64","1","4","5","4","16.2","00:47","12:54","050:31","5.9","83.3"
"GUSTAV FORSLING","","D","27","FLA","82","1","4","5","19","23.8","01:23","23:26","113:32","2.6","55.6"
"ANTON LUNDELL","","C","21","FLA","73","0","5","5","17","28.6","01:40","16:22","122:13","2.5","41.7"
"RYAN O'REILLY","","C","32","NSH","53","1","4","5","9","38.1","01:50","17:56","096:52","3.1","45.5"
"KYLE PALMIERI","","R","32","NYI","55","3","2","5","35","50.1","02:18","17:06","126:45","2.4","41.7"
"NICHOLAS PAUL","","C","28","T.B","80","4","0","4","9","22.0","01:12","16:10","095:46","2.5","33.3"
"ANDREW MANGIAPANE","","R","27","CGY","82","2","2","4","28","40.2","02:05","16:49","170:45","1.4","30.8"
"DAMON SEVERSON","","D","29","CBJ","81","1","3","4","6","30.8","01:21","19:57","108:46","2.2","44.4"
"TOMAS TATAR","","R","32","","82","1","3","4","20","37.4","01:38","15:07","134:24","1.8","22.2"
"JOE VELENO","","C","23","DET","81","1","3","4","5","7.2","00:23","12:47","031:12","7.7","100"
"ANTHONY BEAUVILLIER","","R","26","VAN","82","3","1","4","29","38.3","01:56","16:16","158:28","1.5","30.8"
"NICK BLANKENBURG","","D","25","CBJ","36","0","4","4","5","28.0","01:15","19:10","044:52","5.3","50"
"SEAN MONAHAN","","C","28","MTL","25","1","3","4","13","62.0","03:09","17:22","078:50","3.0","40"
"RYAN STROME","","R","30","ANA","82","1","3","4","19","46.5","02:09","17:02","175:50","1.4","40"
"BRETT PESCE","","D","28","CAR","82","1","3","4","9","21.0","01:05","22:01","088:33","2.7","57.1"
"BRANDON SAAD","","L","30","STL","71","2","2","4","19","38.4","01:52","16:39","132:11","1.8","40"
"PAUL STASTNY","","C","37","","73","2","2","4","11","30.0","01:35","11:52","115:08","2.1","33.3"
"FREDERICK GAUDREAU","","C","30","MIN","82","3","1","4","15","24.0","01:11","16:03","097:00","2.5","66.7"
"CALLE JARNKROK","","L","31","TOR","73","2","2","4","13","24.2","01:10","14:23","084:56","2.8","50"
"JARED SPURGEON","","D","33","MIN","79","1","3","4","15","24.6","01:14","21:49","097:48","2.5","44.4"
"PHILIPP KURASHEV","","C","23","CHI","70","0","4","4","12","39.8","02:02","17:25","141:53","1.7","50"
"JAMES VAN RIEMSDYK","","L","34","BOS","61","2","2","4","19","48.7","02:11","15:21","133:24","1.8","40"
"YANNI GOURDE","","C","31","SEA","81","3","1","4","9","11.6","00:35","17:08","046:35","5.2","80"
"ZACH PARISE","","L","39","","82","3","1","4","20","30.6","01:25","16:09","116:40","2.1","57.1"
"DILLON DUBE","","L","25","CGY","82","1","3","4","23","26.2","01:21","15:10","111:21","2.2","50"
"CALEB JONES","","D","26","CAR","73","1","3","4","10","32.7","01:33","19:13","113:24","2.1","66.7"
"JAKUB VRANA","","R","27","STL","25","4","0","4","18","42.7","02:12","14:33","054:51","4.4","66.7"
"KYLE OKPOSO","","R","35","BUF","75","1","3","4","6","15.6","00:49","14:40","061:29","3.9","57.1"
"RAFAEL HARVEY-PINARD","","L","24","MTL","34","4","0","4","13","40.0","01:52","17:14","063:39","3.8","44.4"
"MATTIAS EKHOLM","","D","33","EDM","78","0","4","4","8","25.3","01:16","21:28","099:08","2.4","57.1"
"OLIVER EKMAN-LARSSON","","D","32","FLA","54","0","4","4","12","28.8","01:34","20:11","084:13","2.8","57.1"
"LUKE KUNIN","","C","25","S.J","31","2","2","4","7","33.7","01:25","15:26","043:54","5.5","80"
"JOSH ANDERSON","","R","29","MTL","69","4","0","4","27","34.0","01:42","16:58","117:45","2.0","40"
"ALEXIS LAFRENIERE","","L","21","NYR","81","3","1","4","17","28.2","01:23","15:13","111:23","2.2","40"
"RYAN SUTER","","D","38","DAL","82","0","4","4","8","32.3","01:37","20:23","132:41","1.8","33.3"
"RYAN HARTMAN","","C","28","MIN","59","1","3","4","23","26.1","01:18","16:18","076:21","3.1","80"
"ALEX KERFOOT","","L","29","ARI","82","2","1","3","8","13.7","00:40","14:37","055:18","3.3","75"
"JAKOB PELLETIER","","L","22","CGY","24","2","1","3","12","44.0","02:10","14:11","051:58","3.5","42.9"
"NEAL PIONK","","D","28","WPG","82","1","2","3","17","35.2","01:56","21:56","158:55","1.1","23.1"
"FABIAN ZETTERLUND","","R","24","S.J","67","1","2","3","14","17.3","00:49","13:15","055:16","3.3","37.5"
"DENIS GURIANOV","","R","26","NSH","66","1","2","3","9","26.2","01:12","13:12","079:20","2.3","75"
"PIERRE-OLIVIER JOSEPH","","D","24","PIT","75","1","2","3","13","15.2","00:52","15:15","064:46","2.8","30"
"SAM STEEL","","C","25","DAL","65","0","3","3","4","16.0","00:49","14:58","053:16","3.4","75"
"VLADISLAV NAMESTNIKOV","","L","30","WPG","77","1","2","3","7","19.9","01:09","12:37","088:39","2.0","50"
"ONDREJ PALAT","","L","32","N.J","49","1","2","3","13","37.7","01:33","15:32","075:49","2.4","37.5"
"RIDLY GREIG","","C","21","OTT","20","0","3","3","4","21.8","01:14","12:54","024:46","7.3","75"
"VICTOR SODERSTROM","","D","22","ARI","30","0","3","3","3","23.1","00:59","16:10","029:15","6.2","60"
"NILS LUNDKVIST","","D","23","DAL","60","1","2","3","10","27.3","01:22","16:19","081:45","2.2","42.9"
"VITALI KRAVTSOV","","R","23","VAN","44","1","2","3","4","13.3","00:41","11:12","030:14","6.0","60"
"K'ANDRE MILLER","","D","23","NYR","79","0","3","3","3","10.9","00:32","21:57","041:59","4.3","60"
"PIERRE ENGVALL","","L","27","NYI","76","1","2","3","7","20.6","00:59","13:38","074:14","2.4","60"
"MACKENZIE WEEGAR","","D","29","CGY","81","0","3","3","9","18.7","00:58","21:06","077:41","2.3","75"
"PAVEL DOROFEYEV","","R","22","VGK","18","2","1","3","9","37.1","01:42","14:14","030:27","5.9","75"
"TY SMITH","","D","23","PIT","9","0","3","3","7","70.2","05:25","20:12","048:41","3.7","60"
"PEYTON KREBS","","C","22","BUF","74","1","2","3","7","17.7","00:59","13:50","072:27","2.5","75"
"SAM GAGNER","","C","34","","48","1","2","3","10","29.4","01:33","12:10","074:01","2.4","50"
"JOSH BAILEY","","C","33","","64","0","3","3","9","29.1","01:23","15:08","088:51","2.0","50"
"KEVIN LABANC","","R","27","S.J","72","2","1","3","21","28.2","01:18","14:20","093:59","1.9","100"
"COLE SILLINGER","","C","20","CBJ","64","2","1","3","9","19.5","00:52","13:19","055:26","3.2","42.9"
"KAAPO KAKKO","","R","22","NYR","82","0","3","3","8","18.2","00:53","15:18","073:03","2.5","42.9"
"ARBER XHEKAJ","","D","22","MTL","51","2","1","3","10","15.2","00:46","15:16","039:30","4.6","60"
"MARCUS FOLIGNO","","R","32","MIN","65","0","3","3","12","23.8","01:10","14:59","076:16","2.4","60"
"CAM YORK","","D","22","PHI","54","0","3","3","10","40.2","01:44","19:39","094:00","1.9","60"
"MILES WOOD","","L","27","COL","76","2","1","3","19","25.9","01:07","12:06","085:25","2.1","50"
"MATHIEU JOSEPH","","L","26","OTT","56","1","2","3","3","9.5","00:35","14:01","032:32","5.5","75"
"ILYA MIKHEYEV","","L","28","VAN","46","1","2","3","7","27.3","01:29","16:55","068:18","2.6","42.9"
"CHRISTIAN DVORAK","","L","27","MTL","64","0","3","3","20","35.2","01:51","16:52","118:05","1.5","27.3"
"DANIIL MIROMANOV","","D","26","VGK","14","1","2","3","3","32.1","01:17","17:02","017:53","10.1","75"
"CONOR TIMMINS","","D","24","TOR","27","0","3","3","4","23.2","01:09","15:05","031:11","5.8","60"
"LUKAS REICHEL","","L","21","CHI","23","0","3","3","8","46.8","02:18","16:22","052:44","3.4","60"
"ADAM LOWRY","","C","30","WPG","82","0","2","2","16","25.2","01:23","15:39","113:54","1.1","22.2"
"JAKE NEIGHBOURS","","L","21","STL","43","1","1","2","4","22.1","01:01","12:26","043:58","2.7","50"
"COLTON SISSONS","","C","29","NSH","82","0","2","2","6","13.4","00:40","15:50","055:05","2.2","40"
"LUKE EVANGELISTA","","R","21","NSH","24","0","2","2","10","66.7","03:13","16:34","077:08","1.6","33.3"
"ZACH WERENSKI","","D","26","CBJ","13","0","2","2","8","66.9","03:04","23:36","039:54","3.0","100"
"BARCLAY GOODROW","","C","30","NYR","82","1","1","2","3","5.4","00:16","14:10","021:49","5.5","100"
"ANTHONY CIRELLI","","C","26","T.B","58","1","1","2","3","11.0","00:34","16:34","032:30","3.7","33.3"
"MICHAEL STONE","","D","33","","48","0","2","2","4","8.2","00:26","13:19","020:36","5.8","200"
"JOEL FARABEE","","L","23","PHI","82","0","2","2","19","41.9","01:58","17:01","160:41","0.7","13.3"
"MICHAEL AMADIO","","R","27","VGK","67","1","1","2","7","13.9","00:34","12:13","038:27","3.1","40"
"RYAN DONATO","","C","27","CHI","71","0","2","2","3","10.7","00:33","11:15","039:18","3.1","100"
"EVANDER KANE","","L","32","EDM","41","0","2","2","10","31.1","01:30","18:42","061:16","2.0","16.7"
"KIEFER SHERWOOD","","L","28","NSH","32","1","1","2","5","23.4","01:08","13:36","036:10","3.3","66.7"
"YAKOV TRENIN","","L","26","NSH","77","0","2","2","7","9.2","00:27","15:09","034:25","3.5","66.7"
"BRENDAN GALLAGHER","","R","31","MTL","37","0","2","2","6","37.2","01:52","14:17","069:19","1.7","66.7"
"DANIL GUSHCHIN","","L","21","S.J","2","1","1","2","1","41.4","02:29","15:55","004:57","24.2","100"
"AKITO HIROSE","","D","24","VAN","7","0","2","2","2","23.8","01:35","17:28","011:03","10.9","100"
"JURAJ SLAFKOVSKY","","R","19","MTL","39","1","1","2","6","25.6","01:18","12:13","050:35","2.4","66.7"
"DANTON HEINEN","","L","28","","65","1","1","2","8","13.5","00:46","10:45","049:22","2.4","50"
"SEBASTIAN AHO","","D","27","NYI","71","0","2","2","3","13.6","00:39","16:46","046:34","2.6","66.7"
"JACOB PETERSON","","R","24","S.J","12","2","0","2","7","52.3","02:41","17:26","032:11","3.7","33.3"
"ALEXANDER HOLTZ","","R","21","N.J","19","2","0","2","7","35.3","01:40","10:16","031:33","3.8","50"
"IVAN PROVOROV","","D","26","CBJ","82","0","2","2","9","17.0","00:48","23:01","065:13","1.8","66.7"
"JUSTIN BARRON","","D","21","MTL","39","1","1","2","4","19.8","00:58","16:18","037:34","3.2","200"
"ALEX NEWHOOK","","C","22","MTL","82","1","1","2","20","26.0","01:22","13:57","112:32","1.1","20"
"MAX COMTOIS","","L","24","","64","0","2","2","11","23.7","01:05","13:49","069:25","1.7","25"
"JAKE WALMAN","","D","27","DET","63","0","2","2","10","17.2","00:53","19:43","055:49","2.1","66.7"
"COLTON PARAYKO","","D","30","STL","79","0","2","2","8","12.5","00:38","23:00","049:27","2.4","100"
"JUJHAR KHAIRA","","C","29","","51","1","1","2","6","14.1","00:42","13:53","036:07","3.3","50"
"DEREK GRANT","","L","33","","46","0","2","2","3","25.0","01:05","14:51","049:49","2.4","25"
"ANTHONY MANTHA","","R","28","WSH","67","1","1","2","7","17.6","00:54","14:13","059:56","2.0","100"
"YEGOR CHINAKHOV","","L","22","CBJ","30","1","1","2","5","27.1","01:11","13:15","035:39","3.4","66.7"
"CHRIS WIDEMAN","","D","33","MTL","46","0","2","2","2","24.7","01:15","13:31","057:14","2.1","100"
"MACKENZIE ENTWISTLE","","C","24","CHI","66","0","1","1","8","29.0","01:24","11:55","092:30","0.6","25"
"CHRIS TANEV","","D","33","CGY","65","0","1","1","1","4.9","00:15","20:07","016:19","3.7","50"
"BRANDT CLARKE","","D","20","L.A","9","0","1","1","0","9.2","00:37","13:39","005:35","10.7","50"
"MIKAEL PYYHTIA","","C","21","CBJ","2","0","1","1","0","31.6","01:34","13:32","003:07","19.3","100"
"JOEL ARMIA","","R","30","MTL","43","0","1","1","6","19.3","00:59","14:57","042:26","1.4","50"
"ZEMGUS GIRGENSONS","","L","29","BUF","80","0","1","1","1","1.2","00:04","12:59","005:13","11.5","100"
"MAX PACIORETTY","","L","34","WSH","5","1","0","1","7","48.3","03:53","13:39","019:26","3.1","100"
"MORGAN BARRON","","L","24","WPG","70","0","1","1","1","2.6","00:09","13:15","010:30","5.7","100"
"CRAIG SMITH","","R","33","DAL","64","0","1","1","5","6.5","00:19","11:00","019:51","3.0","100"
"JAKE CHRISTIANSEN","","D","23","CBJ","24","0","1","1","2","10.2","00:26","15:13","010:29","5.7","100"
"TREVOR VAN RIEMSDYK","","D","32","WSH","75","0","1","1","2","5.5","00:17","19:04","020:47","2.9","33.3"
"MATT BENNING","","D","29","S.J","77","0","1","1","2","17.9","00:48","19:47","062:12","1.0","33.3"
"JASON DICKINSON","","R","28","CHI","78","1","0","1","8","13.5","00:39","15:56","051:14","1.2","50"
"STEVEN LORENTZ","","C","27","FLA","80","1","0","1","4","6.7","00:18","11:50","024:36","2.4","50"
"NICK BJUGSTAD","","C","31","ARI","78","1","0","1","6","12.2","00:35","16:12","046:08","1.3","25"
"CHRISTIAN FISCHER","","R","26","DET","80","0","1","1","0","5.5","00:16","14:51","021:42","2.8","33.3"
"MARTIN KAUT","","R","23","S.J","36","1","0","1","4","17.0","00:57","10:24","034:02","1.8","100"
"ALEX GOLIGOSKI","","D","38","MIN","46","0","1","1","4","11.3","00:31","17:40","023:56","2.5","50"
"JACOB MACDONALD","","D","30","S.J","58","0","1","1","7","13.4","00:43","12:02","041:12","1.5","33.3"
"QUINTON BYFIELD","","L","21","L.A","53","1","0","1","12","25.7","01:17","14:04","068:23","0.9","16.7"
"SAM POULIN","","L","22","PIT","3","0","1","1","0","16.9","01:11","09:58","003:33","16.9","100"
"NIKITA ZADOROV","","D","28","CGY","82","0","1","1","2","3.8","00:12","18:41","016:09","3.7","50"
"BEN HUTTON","","D","30","VGK","31","0","1","1","1","19.7","00:48","16:00","024:45","2.4","100"
"TRAVIS SANHEIM","","D","27","PHI","81","0","1","1","5","11.5","00:32","20:24","043:45","1.4","100"
"MICHAEL RASMUSSEN","","L","24","DET","56","0","1","1","4","8.8","00:31","15:06","028:31","2.1","33.3"
"MASON APPLETON","","R","27","WPG","41","1","0","1","1","3.3","00:12","16:01","008:14","7.3","100"
"AUSTIN CZARNIK","","C","30","DET","29","0","1","1","0","10.7","00:33","11:10","015:44","3.8","100"
"JACK DRURY","","L","23","CAR","38","0","1","1","7","17.1","00:50","10:47","031:32","1.9","50"
"ERIK BRANNSTROM","","D","24","OTT","74","0","1","1","2","12.2","00:46","16:07","056:09","1.1","20"
"TRAVIS HAMONIC","","D","33","OTT","75","0","1","1","2","1.3","00:05","18:34","006:05","9.9","50"
"PATRIC HORNQVIST","","R","36","","22","0","1","1","7","34.4","02:13","09:16","048:41","1.2","50"
"IAN MITCHELL","","D","24","BOS","35","0","1","1","4","28.3","01:19","15:50","045:55","1.3","50"
"WILLIAM EKLUND","","L","20","S.J","8","0","1","1","3","71.4","03:37","19:50","028:55","2.1","33.3"
"JAKE BEAN","","D","25","CBJ","14","0","1","1","2","27.6","01:09","15:42","016:01","3.7","33.3"
"MARIO FERRARO","","D","24","S.J","72","0","1","1","4","12.9","00:35","21:36","042:31","1.4","100"
"TYSON FOERSTER","","R","21","PHI","8","0","1","1","3","56.2","02:11","16:34","017:28","3.4","50"
"SAMMY BLAIS","","L","27","STL","71","0","1","1","7","16.4","00:50","11:48","059:01","1.0","16.7"
"SEAN KURALY","","C","30","CBJ","71","1","0","1","2","2.7","00:08","15:04","008:53","6.8","50"
"OSKAR LINDBLOM","","R","27","S.J","73","0","1","1","3","10.3","00:28","10:34","033:42","1.8","100"
"JAKUB VORACEK","","L","34","ARI","11","1","0","1","7","63.1","03:10","15:58","034:46","1.7","100"
"JONAS SIEGENTHALER","","D","26","N.J","80","1","0","1","1","2.4","00:06","20:09","008:18","7.2","100"
"GAVIN BAYREUTHER","","D","29","DAL","51","0","1","1","3","6.6","00:18","15:57","015:30","3.9","100"
"SEAN WALKER","","D","28","PHI","70","0","1","1","2","4.2","00:13","14:50","014:44","4.1","50"
"MORGAN GEEKIE","","R","25","BOS","69","1","0","1","1","1.5","00:05","10:27","005:16","11.4","100"
"PONTUS HOLMBERG","","C","24","TOR","37","1","0","1","1","9.4","00:29","10:25","017:44","3.4","50"
"TIMOTHY LILJEGREN","","D","24","TOR","67","0","1","1","3","10.4","00:29","17:55","032:27","1.8","33.3"
"OLIVER WAHLSTROM","","L","23","NYI","35","1","0","1","11","20.6","01:04","12:10","037:19","1.6","33.3"
"CHRISTIAN WOLANIN","","D","28","VAN","16","0","1","1","0","18.2","01:00","15:45","016:03","3.7","20"
"DANTE FABBRO","","D","25","NSH","79","0","1","1","2","5.7","00:17","17:27","022:17","2.7","50"
"DARNELL NURSE","","D","28","EDM","82","0","1","1","16","18.8","00:56","23:30","075:55","0.8","100"
"DAKOTA JOSHUA","","L","27","VAN","79","1","0","1","2","2.2","00:07","11:31","009:24","6.4","100"
"TANNER PEARSON","","L","31","VAN","14","0","1","1","0","27.6","01:30","13:30","020:53","2.9","33.3"
"MATT NIETO","","L","30","PIT","81","0","1","1","2","7.7","00:22","13:31","029:36","2.0","100"
"JAKE EVANS","","C","27","MTL","54","1","0","1","1","1.9","00:06","14:29","005:25","11.1","100"
"HUDSON FASCHING","","R","28","NYI","49","0","1","1","0","4.8","00:12","12:29","010:11","5.9","100"
"DENIS MALGIN","","R","26","","65","0","1","1","6","13.3","00:39","10:55","042:26","1.4","50"
"PAT MAROON","","L","35","MIN","80","0","1","1","0","1.8","00:06","10:21","007:36","7.9","100"
"JACOB LUCCHINI","","R","28","MIN","11","1","0","1","3","21.9","01:14","11:40","013:37","4.4","33.3"
"MIKEY ANDERSON","","D","24","L.A","77","1","0","1","2","2.2","00:07","21:40","009:02","6.6","100"
"TREVOR LEWIS","","C","36","L.A","82","1","0","1","4","3.1","00:10","12:07","013:23","4.5","50"
"BRETT RITCHIE","","R","30","","50","0","1","1","0","3.7","00:11","10:03","009:32","6.3","50"
"JARET ANDERSON-DOLAN","","R","23","L.A","46","0","1","1","1","7.9","00:22","10:37","016:34","3.6","50"
"CARL GRUNDSTROM","","L","25","L.A","57","1","0","1","3","2.5","00:08","10:45","007:28","8.0","100"
"STANISLAV SVOZIL","","D","20","CBJ","2","0","1","1","1","34.2","01:41","20:07","003:22","17.8","100"
"MICHAEL PEZZETTA","","L","25","MTL","63","0","1","1","0","0.7","00:02","09:19","002:10","27.7","100"
"JORDAN GROSS","","D","28","NSH","15","1","0","1","4","39.3","02:14","18:47","033:35","1.8","50"
"JESSE YLONEN","","R","23","MTL","37","1","0","1","5","24.5","01:07","13:27","041:11","1.5","50"
"PHILLIP DI GIUSEPPE","","L","29","VAN","30","0","1","1","0","5.9","00:19","14:34","009:23","6.4","50"
"NICK BONINO","","C","35","NYR","62","0","1","1","9","33.7","01:33","15:55","095:50","0.6","25"
"GUSTAV NYQUIST","","L","34","NSH","51","0","1","1","7","39.5","01:39","17:37","084:24","0.7","25"
"COLIN MILLER","","D","30","N.J","79","1","0","1","9","4.3","00:13","16:46","016:46","3.6","33.3"
"JORDAN HARRIS","","D","23","MTL","65","0","1","1","0","1.2","00:04","18:39","004:06","14.6","100"
"REM PITLICK","","L","26","PIT","46","1","0","1","1","19.2","00:59","12:55","045:26","1.3","100"
"BROCK MCGINN","","R","29","ANA","75","0","0","0","0","0.6","00:02","13:02","002:30","0.0","0"
"JOEY ANDERSON","","R","25","CHI","38","0","0","0","0","3.9","00:11","11:42","006:54","0.0","0"
"JAKE MIDDLETON","","D","27","MIN","79","0","0","0","1","2.1","00:06","19:02","008:06","0.0","0"
"BENOIT-OLIVIER GROULX","","C","23","ANA","2","0","0","0","0","0.0","00:00","16:21","000:00","0.0","0"
"KYLE CLIFFORD","","L","32","TOR","2","0","0","0","0","0.0","00:00","07:55","000:00","0.0","0"
"ROLAND MCKEOWN","","D","27","NSH","6","0","0","0","0","0.0","00:00","12:59","000:00","0.0","0"
"JAKE MUZZIN","","D","34","TOR","4","0","0","0","0","0.1","00:01","16:43","000:02","0.0","0"
"MATT CORONATO","","R","20","CGY","1","0","0","0","0","0.0","00:00","14:38","000:00","0.0","0"
"LIAM FOUDY","","L","23","CBJ","62","0","0","0","0","3.1","00:08","12:08","008:32","0.0","0"
"NATHAN BASTIAN","","C","25","N.J","43","0","0","0","6","21.8","00:57","12:26","041:00","0.0","0"
"KEVIN STENLUND","","C","26","FLA","54","0","0","0","3","9.5","00:33","11:39","029:20","0.0","0"
"BLAKE COLEMAN","","R","31","CGY","82","0","0","0","0","1.8","00:06","15:12","007:50","0.0","0"
"NICK SWANEY","","R","25","MIN","1","0","0","0","0","16.7","00:20","09:33","000:20","0.0","0"
"BECK MALENSTYN","","L","25","WSH","9","0","0","0","0","0.3","00:01","09:55","000:07","0.0","0"
"JEREMY DAVIES","","D","26","BUF","1","0","0","0","0","0.0","00:00","08:33","000:00","0.0","0"
"PATRIK NEMETH","","D","31","","75","0","0","0","0","0.3","00:01","17:46","000:55","0.0","0"
"JOHN MARINO","","D","26","N.J","64","0","0","0","1","5.8","00:16","21:04","017:01","0.0","0"
"RILEY TUFTE","","L","25","COL","3","0","0","0","0","0.0","00:00","07:57","000:00","0.0","0"
"LAWRENCE PILUT","","D","27","","17","0","0","0","0","0.1","00:00","12:48","000:07","0.0","0"
"DILLON HEATHERINGTON","","D","28","OTT","3","0","0","0","0","0.0","00:00","09:16","000:00","0.0","0"
"CONNOR MURPHY","","D","30","CHI","80","0","0","0","0","1.6","00:05","19:23","006:10","0.0","0"
"AATU RATY","","C","20","VAN","15","0","0","0","1","8.9","00:28","08:23","006:54","0.0","0"
"REESE JOHNSON","","R","25","CHI","57","0","0","0","0","0.8","00:02","11:01","002:04","0.0","0"
"FILIP ROOS","","D","24","CHI","17","0","0","0","1","18.8","00:53","16:13","014:59","0.0","0"
"MATT ROY","","D","28","L.A","82","0","0","0","0","1.0","00:03","18:47","004:07","0.0","0"
"TYLER ANGLE","","C","22","CBJ","2","0","0","0","0","0.0","00:00","11:29","000:00","0.0","0"
"ANDREW COGLIANO","","C","36","COL","79","0","0","0","1","0.3","00:01","12:37","001:23","0.0","0"
"KALE CLAGUE","","D","25","BUF","33","0","0","0","0","0.9","00:03","15:06","001:35","0.0","0"
"PAUL COTTER","","L","23","VGK","55","0","0","0","1","8.1","00:20","12:50","018:43","0.0","0"
"TANNER LACZYNSKI","","C","26","PHI","32","0","0","0","0","4.6","00:13","09:31","007:02","0.0","0"
"MICHAEL CARCONE","","L","27","ARI","9","0","0","0","0","10.8","00:22","12:39","003:14","0.0","0"
"ROBERT HAGG","","D","28","ANA","38","0","0","0","0","0.6","00:02","15:32","001:16","0.0","0"
"JOSH MANSON","","D","31","COL","27","0","0","0","0","0.4","00:01","17:41","000:32","0.0","0"
"MATT IRWIN","","D","35","VAN","61","0","0","0","0","0.1","00:00","13:02","000:15","0.0","0"
"NICK SEELER","","D","30","PHI","77","0","0","0","0","0.4","00:01","14:29","001:25","0.0","0"
"ALEC MARTINEZ","","D","36","VGK","77","0","0","0","0","3.6","00:09","19:13","012:01","0.0","0"
"ANTON LEVTCHI","","L","27","","2","0","0","0","0","3.4","00:21","09:35","000:41","0.0","0"
"GUSTAV LINDSTROM","","D","24","MTL","36","0","0","0","0","0.7","00:02","14:10","001:24","0.0","0"
"LOGAN O'CONNOR","","R","27","COL","82","0","0","0","0","0.9","00:03","14:12","004:01","0.0","0"
"RASMUS ASPLUND","","L","25","FLA","46","0","0","0","2","3.2","00:11","10:58","008:24","0.0","0"
"KRISTIAN REICHEL","","R","25","WPG","2","0","0","0","0","0.0","00:00","10:34","000:00","0.0","0"
"DOMINIC TONINATO","","L","29","WPG","5","0","0","0","0","1.3","00:04","07:56","000:19","0.0","0"
"ZACH WHITECLOUD","","D","26","VGK","59","0","0","0","0","0.3","00:01","17:07","000:54","0.0","0"
"JANSEN HARKINS","","R","26","WPG","22","0","0","0","0","1.3","00:03","10:49","001:09","0.0","0"
"CHARLIE COYLE","","C","31","BOS","82","0","0","0","6","12.6","00:40","16:59","055:01","0.0","0"
"GLENN GAWDIN","","C","26","ANA","3","0","0","0","1","13.8","00:38","09:36","001:53","0.0","0"
"A.J. GREER","","L","26","BOS","61","0","0","0","0","1.3","00:04","09:07","004:11","0.0","0"
"VINCENT DESHARNAIS","","D","27","EDM","36","0","0","0","0","0.7","00:02","13:33","001:09","0.0","0"
"PAVOL REGENDA","","L","23","ANA","14","0","0","0","1","12.5","00:40","10:33","009:21","0.0","0"
"DENNIS GILBERT","","D","26","CGY","23","0","0","0","0","0.5","00:02","11:44","000:36","0.0","0"
"JONATHAN GRUDEN","","C","23","PIT","3","0","0","0","0","0.0","00:00","05:20","000:00","0.0","0"
"FILIP HALLANDER","","C","23","PIT","2","0","0","0","0","0.0","00:00","09:58","000:00","0.0","0"
