"Name","Compare","Pos","Age","Team","GP","PPG","PPA","PPP","PP SOG","%PP","PPTOI/G","TOI","PPTOI","PPP/60PPMIN","PP IPP"
"RASMUS DAHLIN","","D","23","BUF","78","6","26","32","46","66.7","03:35","25:48","279:12","6.9","65.3"
"JACK HUGHES","","C","22","N.J","78","9","22","31","74","71.1","03:10","19:58","246:24","7.5","81.6"
"DYLAN LARKIN","","C","27","DET","80","16","15","31","71","64.6","03:28","19:33","277:38","6.7","68.9"
"TYSON BARRIE","","D","32","NSH","85","4","27","31","37","62.7","03:06","19:47","263:12","7.1","55.4"
"J.T. MILLER","","R","30","VAN","81","11","20","31","84","73.0","03:59","20:41","323:00","5.8","63.3"
"JAMIE BENN","","L","34","DAL","82","13","17","30","57","58.6","02:56","15:47","240:44","7.5","61.2"
"CALE MAKAR","","D","24","COL","60","5","25","30","40","72.2","04:01","26:23","240:55","7.5","75"
"BRAYDEN POINT","","C","27","T.B","82","20","10","30","67","70.9","03:48","19:40","311:53","5.8","53.6"
"ALEX DEBRINCAT","","L","25","DET","82","11","19","30","81","66.4","04:03","19:00","331:28","5.4","60"
"ALEKSANDER BARKOV","","C","28","FLA","68","8","22","30","59","68.0","04:08","21:13","281:17","6.4","63.8"
"MATS ZUCCARELLO","","R","36","MIN","78","9","20","29","56","75.9","03:47","20:12","294:53","5.9","61.7"
"BRAD MARCHAND","","L","35","BOS","73","9","20","29","48","64.6","03:25","18:32","249:18","7.0","64.4"
"ADAM FOX","","D","25","NYR","82","1","28","29","42","72.9","03:34","24:23","292:46","5.9","59.2"
"DRAKE BATHERSON","","R","25","OTT","82","14","15","29","68","63.0","03:50","18:36","314:29","5.5","60.4"
"KYLE CONNOR","","L","26","WPG","82","8","21","29","87","67.1","03:42","20:32","303:12","5.7","61.7"
"BRADY TKACHUK","","L","23","OTT","82","11","18","29","97","67.8","04:08","18:38","338:19","5.1","54.7"
"DOUGIE HAMILTON","","D","30","N.J","82","8","20","28","50","70.3","03:05","21:46","252:31","6.7","70"
"TIM STUTZLE","","C","21","OTT","78","10","18","28","64","65.6","03:58","21:16","310:01","5.4","66.7"
"AUSTON MATTHEWS","","C","25","TOR","74","13","15","28","77","73.8","03:38","20:17","268:17","6.3","56"
"JOSH MORRISSEY","","D","28","WPG","78","2","26","28","28","66.7","03:43","24:14","290:26","5.8","66.7"
"WILLIAM NYLANDER","","R","27","TOR","82","9","19","28","68","73.0","03:35","18:33","293:45","5.7","51.9"
"ERIK KARLSSON","","D","33","PIT","82","5","22","27","44","74.1","03:24","25:37","278:25","5.8","69.2"
"SIDNEY CROSBY","","C","36","PIT","82","9","18","27","68","69.3","03:56","20:09","322:00","5.0","56.3"
"MIKHAIL SERGACHEV","","D","25","T.B","79","3","24","27","24","48.1","02:33","23:49","201:24","8.0","77.1"
"JOE PAVELSKI","","R","39","DAL","82","13","14","27","63","61.4","03:05","17:43","252:26","6.4","54"
"DREW DOUGHTY","","D","33","L.A","81","4","23","27","47","60.1","03:06","26:14","250:33","6.5","69.2"
"SAM REINHART","","R","27","FLA","82","16","11","27","73","69.3","04:02","19:47","330:36","4.9","51.9"
"MATT BOLDY","","R","22","MIN","81","8","18","26","76","76.2","03:48","18:30","307:14","5.1","53.1"
"ZACH HYMAN","","R","31","EDM","79","15","11","26","60","70.6","03:30","20:09","276:04","5.7","36.1"
"MARTIN NECAS","","R","24","CAR","82","9","17","26","48","59.4","03:03","18:25","250:16","6.2","72.2"
"ALEX OVECHKIN","","L","37","WSH","73","14","11","25","96","96.5","04:42","20:12","343:41","4.4","54.3"
"ELIAS PETTERSSON","","C","24","VAN","80","7","18","25","67","70.6","03:50","20:33","307:07","4.9","54.3"
"VIKTOR ARVIDSSON","","R","30","L.A","77","10","15","25","44","44.1","02:15","17:06","172:50","8.7","69.4"
"TYLER TOFFOLI","","R","31","N.J","82","10","15","25","56","56.0","02:54","16:37","237:51","6.3","65.8"
"KEVIN FIALA","","L","27","L.A","69","7","17","24","50","57.0","02:59","17:36","206:19","7.0","82.8"
"ROMAN JOSI","","D","33","NSH","67","8","16","24","74","67.9","03:23","25:10","226:10","6.4","82.8"
"CLAUDE GIROUX","","R","35","OTT","82","7","17","24","36","44.6","02:43","18:48","222:46","6.5","72.7"
"PIERRE-LUC DUBOIS","","C","25","L.A","73","11","12","23","77","64.9","03:38","18:27","264:40","5.2","60.5"
"JOHNNY GAUDREAU","","L","30","CBJ","80","3","20","23","53","69.7","03:10","19:25","253:26","5.4","74.2"
"BRENT BURNS","","D","38","CAR","82","4","19","23","52","58.4","03:00","23:13","246:24","5.6","74.2"
"JAKE GUENTZEL","","L","28","PIT","78","11","12","23","73","69.8","03:54","20:07","304:26","4.5","50"
"JORDAN KYROU","","R","25","STL","79","11","12","23","54","59.0","02:55","18:00","230:27","6.0","69.7"
"TIMO MEIER","","L","26","N.J","78","17","6","23","75","67.0","02:55","19:23","227:56","6.1","67.6"
"JOEL ERIKSSON EK","","C","26","MIN","78","12","11","23","72","68.9","03:24","19:00","265:21","5.2","51.1"
"PATRICK KANE","","R","34","","73","4","18","22","69","69.8","03:25","19:19","249:38","5.3","62.9"
"BO HORVAT","","C","28","NYI","79","12","10","22","63","70.1","03:31","20:39","277:35","4.8","55"
"TOMAS HERTL","","L","29","S.J","79","6","16","22","48","68.0","03:03","19:17","240:49","5.5","62.9"
"JESPER BRATT","","R","25","N.J","82","8","14","22","36","63.7","02:47","17:22","228:49","5.8","66.7"
"DAVID PERRON","","R","35","DET","82","6","16","22","73","63.6","03:24","16:55","278:48","4.7","53.7"
"ROBERT THOMAS","","C","24","STL","73","5","17","22","25","60.1","02:59","19:21","218:16","6.0","68.8"
"MARK SCHEIFELE","","C","30","WPG","81","12","10","22","58","66.6","03:40","20:29","296:55","4.4","50"
"RICKARD RAKELL","","R","30","PIT","82","11","10","21","64","58.2","03:18","18:26","270:45","4.7","51.2"
"JEFF SKINNER","","L","31","BUF","79","8","13","21","59","60.2","03:13","17:24","253:48","5.0","51.2"
"DYLAN STROME","","C","26","WSH","81","3","18","21","27","61.5","03:00","16:41","243:28","5.2","55.3"
"ROOPE HINTZ","","C","26","DAL","73","9","12","21","35","58.8","03:00","17:33","219:30","5.7","42.9"
"RASMUS ANDERSSON","","D","26","CGY","79","1","20","21","32","56.8","02:56","24:05","231:45","5.4","58.3"
"ELIAS LINDHOLM","","C","28","CGY","80","10","11","21","62","56.4","02:53","18:39","231:12","5.4","65.6"
"PAVEL BUCHNEVICH","","C","28","STL","63","8","13","21","22","59.9","02:54","19:27","182:38","6.9","70"
"KRIS LETANG","","D","36","PIT","64","6","15","21","31","68.5","03:39","24:51","233:25","5.4","58.3"
"PHILLIP DANAULT","","C","30","L.A","82","3","17","20","15","40.3","02:04","18:19","169:24","7.1","66.7"
"ADRIAN KEMPE","","R","26","L.A","82","11","9","20","53","56.5","02:54","18:45","237:43","5.0","54.1"
"ARTTURI LEHKONEN","","L","28","COL","64","8","12","20","39","66.8","03:32","20:27","225:59","5.3","54.1"
"THOMAS CHABOT","","D","26","OTT","68","5","15","20","35","62.5","03:46","24:58","255:51","4.7","50"
"CLAYTON KELLER","","L","25","ARI","82","6","14","20","46","66.0","03:13","20:45","263:23","4.6","64.5"
"LOGAN COUTURE","","C","34","S.J","82","5","15","20","56","64.8","02:58","19:08","243:25","4.9","57.1"
"ANZE KOPITAR","","C","36","L.A","82","7","13","20","30","58.8","03:01","20:18","247:17","4.9","52.6"
"ALEX TUCH","","R","27","BUF","74","8","12","20","35","61.1","03:21","19:09","248:19","4.8","46.5"
"NAZEM KADRI","","C","32","CGY","82","11","8","19","65","56.3","02:55","17:13","239:21","4.8","61.3"
"LUCAS RAYMOND","","R","21","DET","74","5","14","19","33","55.2","02:58","17:23","219:44","5.2","61.3"
"AARON EKBLAD","","D","27","FLA","71","8","11","19","63","59.1","03:21","23:24","237:49","4.8","50"
"MAX DOMI","","C","28","TOR","80","8","11","19","58","59.1","02:59","17:46","238:09","4.8","63.3"
"CHARLIE MCAVOY","","D","25","BOS","67","2","17","19","13","50.2","02:42","22:18","181:04","6.3","82.6"
"NICO HISCHIER","","C","24","N.J","81","7","12","19","56","68.0","02:58","19:18","240:40","4.7","48.7"
"TONY DEANGELO","","D","27","CAR","70","4","15","19","41","65.4","03:09","22:04","220:18","5.2","70.4"
"PATRICE BERGERON","","C","38","","78","9","10","19","63","62.0","03:23","17:24","264:08","4.3","42.2"
"EVGENY KUZNETSOV","","C","31","WSH","81","5","13","18","50","57.4","02:49","18:04","227:36","4.7","62.1"
"MARCUS JOHANSSON","","L","32","MIN","80","5","13","18","29","53.8","02:47","16:29","222:42","4.8","66.7"
"MATHEW BARZAL","","R","26","NYI","58","3","15","18","39","70.2","03:29","18:43","201:33","5.4","78.3"
"NOAH DOBSON","","D","23","NYI","78","5","13","18","56","71.0","03:18","20:23","257:29","4.2","66.7"
"ANDREI KUZMENKO","","L","27","VAN","81","13","5","18","37","55.6","03:00","16:15","243:40","4.4","56.3"
"CALEN ADDISON","","D","23","MIN","62","0","18","18","23","71.2","03:29","16:07","215:36","5.0","47.4"
"DYLAN COZENS","","C","22","BUF","81","5","13","18","40","51.8","02:48","16:30","227:03","4.8","52.9"
"HAMPUS LINDHOLM","","D","29","BOS","80","1","16","17","21","45.3","02:26","23:10","194:42","5.2","56.7"
"CHRIS KREIDER","","L","32","NYR","79","8","9","17","61","70.9","03:27","18:25","272:00","3.7","37"
"NICK SUZUKI","","C","24","MTL","82","7","10","17","34","67.7","03:21","21:06","275:20","3.7","60.7"
"JAKE SANDERSON","","D","21","OTT","77","2","15","17","24","40.2","02:28","21:55","189:46","5.4","70.8"
"BROCK NELSON","","C","31","NYI","82","6","11","17","60","64.1","02:59","18:26","243:57","4.2","68"
"VINCENT TROCHECK","","C","30","NYR","82","9","8","17","66","60.5","02:58","19:19","242:50","4.2","47.2"
"MORGAN RIELLY","","D","29","TOR","65","1","16","17","19","64.2","03:01","21:42","196:09","5.2","42.5"
"DOMINIK KUBALIK","","L","28","OTT","81","7","10","17","52","45.7","02:26","14:55","197:07","5.2","73.9"
"TREVOR ZEGRAS","","C","22","ANA","81","4","13","17","33","61.2","02:49","18:50","228:46","4.5","68"
"CASEY MITTELSTADT","","C","24","BUF","82","4","12","16","20","39.0","02:06","15:44","171:31","5.6","66.7"
"PATRIK LAINE","","R","25","CBJ","55","8","8","16","63","72.0","03:21","19:07","184:15","5.2","76.2"
"JONATHAN MARCHESSAULT","","R","32","VGK","76","9","7","16","57","53.7","02:18","17:08","175:08","5.5","66.7"
"VALERI NICHUSHKIN","","L","28","COL","53","10","6","16","33","74.3","03:34","20:16","188:56","5.1","53.3"
"BROCK BOESER","","R","26","VAN","74","6","10","16","47","51.4","02:52","17:14","212:05","4.5","51.6"
"KIRBY DACH","","C","22","MTL","58","6","10","16","16","63.7","03:25","18:30","198:06","4.8","69.6"
"SEAN DURZI","","D","24","ARI","72","1","15","16","18","39.8","02:06","19:47","151:22","6.3","61.5"
"KEVIN HAYES","","C","31","STL","81","6","10","16","28","56.7","02:38","17:34","212:49","4.5","72.7"
"FILIP HRONEK","","D","25","VAN","64","4","12","16","23","42.6","02:26","21:42","155:15","6.2","66.7"
"JARED MCCANN","","R","27","SEA","79","7","9","16","54","52.8","02:40","16:20","210:16","4.6","61.5"
"ANDREI SVECHNIKOV","","L","23","CAR","64","5","11","16","52","59.2","03:09","18:03","201:18","4.8","51.6"
"BLAKE WHEELER","","R","37","NYR","72","7","8","15","24","48.6","02:46","17:03","198:46","4.5","65.2"
"VINCE DUNN","","D","26","SEA","81","0","15","15","23","56.6","02:49","23:40","228:46","3.9","62.5"
"BRAYDEN SCHENN","","C","32","STL","82","6","9","15","33","52.4","02:36","18:26","212:32","4.2","62.5"
"JONATHAN HUBERDEAU","","L","30","CGY","79","4","11","15","36","56.2","02:52","16:52","226:13","4.0","51.7"
"TRAVIS KONECNY","","R","26","PHI","60","5","10","15","28","60.8","02:57","20:07","176:46","5.1","68.2"
"TAYLOR RADDYSH","","R","25","CHI","78","7","8","15","25","62.8","03:06","16:34","241:38","3.7","48.4"
"CHANDLER STEPHENSON","","C","29","VGK","81","6","9","15","30","59.1","02:29","19:01","200:50","4.5","51.7"
"MORITZ SEIDER","","D","22","DET","82","1","14","15","34","58.0","03:06","23:09","254:32","3.5","48.4"
"STEFAN NOESEN","","L","30","CAR","78","7","8","15","43","53.1","02:42","12:20","211:08","4.3","48.4"
"JORDAN EBERLE","","R","33","SEA","82","3","12","15","20","50.1","02:30","16:41","205:21","4.4","62.5"
"SEBASTIAN AHO","","C","26","CAR","75","7","8","15","44","61.8","03:12","19:30","239:48","3.8","44.1"
"SHAYNE GOSTISBEHERE","","D","30","DET","75","5","10","15","46","55.7","02:46","20:49","207:15","4.3","68.2"
"CAM FOWLER","","D","31","ANA","82","4","10","14","35","55.1","02:32","24:10","208:13","4.0","66.7"
"ERIK GUSTAFSSON","","D","31","NYR","70","0","14","14","10","44.2","02:15","19:46","157:36","5.3","56"
"TOREY KRUG","","D","32","STL","63","4","10","14","18","56.6","02:46","18:35","173:58","4.8","56"
"MASON MCTAVISH","","C","20","ANA","80","7","7","14","60","54.8","02:32","15:22","202:03","4.2","63.6"
"ALEX PIETRANGELO","","D","33","VGK","73","1","13","14","22","57.7","02:26","23:59","178:03","4.7","60.9"
"ANDRE BURAKOVSKY","","L","28","SEA","49","4","10","14","22","53.5","02:35","16:33","126:37","6.6","73.7"
"DANIEL SPRONG","","R","26","DET","66","6","8","14","37","39.9","01:56","11:25","127:18","6.6","82.4"
"VICTOR HEDMAN","","D","32","T.B","76","1","13","14","24","50.0","02:36","23:43","197:12","4.3","48.3"
"J.T. COMPHER","","R","28","DET","82","5","9","14","33","52.6","02:46","20:32","227:24","3.7","35.9"
"JACK EICHEL","","C","26","VGK","67","2","12","14","42","62.5","02:39","18:46","177:57","4.7","77.8"
"JAKE DEBRUSK","","R","26","BOS","64","6","8","14","47","53.3","02:57","16:47","188:26","4.5","43.8"
"VLADIMIR TARASENKO","","R","31","OTT","69","3","11","14","46","51.8","02:26","16:48","168:14","5.0","66.7"
"BRANDON HAGEL","","L","25","T.B","81","7","6","13","23","43.4","02:21","18:39","190:17","4.1","50"
"MATT DUCHENE","","L","32","DAL","71","5","8","13","42","59.7","02:58","18:19","210:26","3.7","54.2"
"CARTER VERHAEGHE","","L","28","FLA","81","7","6","13","58","38.2","02:13","17:30","180:06","4.3","61.9"
"ANDERS LEE","","L","33","NYI","82","6","7","13","40","66.4","03:05","17:13","252:44","3.1","48.1"
"JUSTIN SCHULTZ","","D","33","SEA","73","1","12","13","16","43.9","02:15","17:47","164:20","4.7","54.2"
"FILIP FORSBERG","","L","29","NSH","50","4","9","13","40","59.8","03:06","17:28","154:51","5.0","61.9"
"ALEXANDER BARABANOV","","R","29","S.J","68","3","10","13","27","63.1","02:46","18:03","187:40","4.2","48.1"
"ALEX KILLORN","","R","33","ANA","82","4","9","13","26","39.6","02:08","17:13","174:24","4.5","43.3"
"EVAN BOUCHARD","","D","23","EDM","82","2","11","13","28","46.0","02:16","18:31","186:00","4.2","34.2"
"MATIAS MACCELLI","","L","22","ARI","64","1","12","13","9","38.5","01:57","15:41","124:29","6.3","100"
"TROY TERRY","","R","25","ANA","70","5","7","12","44","59.1","02:46","19:22","194:07","3.7","54.5"
"JOHN CARLSON","","D","33","WSH","40","3","9","12","33","76.0","03:58","23:23","158:22","4.5","63.2"
"JUUSO VALIMAKI","","D","24","ARI","78","1","11","12","9","36.4","01:45","18:11","136:29","5.3","60"
"MIKAEL BACKLUND","","C","34","CGY","82","5","7","12","28","37.1","01:55","18:10","157:46","4.6","66.7"
"SETH JONES","","D","28","CHI","72","2","10","12","47","68.0","03:18","24:27","237:01","3.0","42.9"
"ARTHUR KALIYEV","","R","22","L.A","56","8","4","12","36","40.6","02:07","11:41","118:48","6.1","60"
"NICK SCHMALTZ","","R","27","ARI","63","6","6","12","36","62.7","02:58","19:43","187:24","3.8","63.2"
"JONATHAN TOEWS","","C","35","","53","9","3","12","28","61.7","02:53","17:43","152:32","4.7","57.1"
"VICTOR OLOFSSON","","R","28","BUF","75","7","5","12","36","46.2","02:30","14:21","187:54","3.8","48"
"DAVID KREJCI","","C","37","","70","4","8","12","34","47.5","02:40","17:12","186:09","3.9","48"
"CONOR GARLAND","","R","27","VAN","81","2","10","12","18","28.4","01:33","15:07","125:27","5.7","75"
"TOMMY NOVAK","","C","26","NSH","51","5","7","12","23","56.2","02:30","14:39","127:36","5.6","63.2"
"COREY PERRY","","R","38","CHI","81","6","6","12","28","33.4","01:47","11:34","144:08","5.0","48"
"OWEN TIPPETT","","R","24","PHI","77","8","4","12","47","51.0","02:21","17:26","181:07","4.0","60"
"NIKOLAJ EHLERS","","L","27","WPG","45","3","9","12","27","47.6","02:53","15:40","129:44","5.5","70.6"
"MIKAEL GRANLUND","","R","31","S.J","79","1","11","12","23","49.0","02:40","17:50","210:16","3.4","48"
"JESPERI KOTKANIEMI","","C","23","CAR","82","3","8","11","27","35.6","01:50","14:44","150:15","4.4","68.8"
"J.J. MOSER","","D","23","ARI","82","3","8","11","22","43.9","02:08","21:03","175:10","3.8","61.1"
"TYLER SEGUIN","","R","31","DAL","76","7","4","11","39","42.8","02:10","16:37","164:40","4.0","78.6"
"RASMUS SANDIN","","D","23","WSH","71","0","11","11","8","40.6","01:56","19:20","137:40","4.8","68.8"
"KENT JOHNSON","","L","20","CBJ","79","4","7","11","19","38.8","01:46","14:31","139:27","4.7","68.8"
"NICKLAS BACKSTROM","","C","35","WSH","39","6","5","11","20","68.8","03:00","16:53","117:15","5.6","57.9"
"T.J. OSHIE","","R","36","WSH","58","9","2","11","41","67.1","03:09","16:43","182:40","3.6","44"
"EVAN RODRIGUES","","L","30","FLA","69","6","5","11","26","37.6","01:55","17:51","132:24","5.0","52.4"
"TEUVO TERAVAINEN","","R","28","CAR","68","5","6","11","39","46.4","02:21","16:55","159:38","4.1","73.3"
"BOONE JENNER","","L","30","CBJ","68","7","4","11","41","66.0","03:05","20:12","209:30","3.2","39.3"
"BRYAN RUST","","R","31","PIT","81","2","9","11","26","38.2","02:10","17:54","176:08","3.7","61.1"
"TYLER BERTUZZI","","L","28","TOR","50","4","6","10","18","50.8","02:50","16:29","141:31","4.2","41.7"
"REILLY SMITH","","L","32","PIT","78","6","4","10","46","47.8","02:01","16:58","157:31","3.8","47.6"
"JOHN KLINGBERG","","D","31","TOR","67","2","8","10","39","52.6","02:29","20:37","166:12","3.6","58.8"
"OLIVER BJORKSTRAND","","R","28","SEA","81","5","5","10","40","47.0","02:20","15:37","189:40","3.2","47.6"
"DERICK BRASSARD","","L","35","","62","5","5","10","27","31.0","01:53","12:11","116:18","5.2","55.6"
"MATTY BENIERS","","C","20","SEA","80","4","6","10","29","47.2","02:20","17:06","187:05","3.2","50"
"JUSTIN FAULK","","D","31","STL","82","2","8","10","31","47.5","02:21","23:23","192:24","3.1","45.5"
"RYAN JOHANSEN","","C","31","COL","55","5","5","10","31","60.4","03:10","15:46","173:43","3.5","45.5"
"DAWSON MERCER","","R","21","N.J","82","2","8","10","16","30.1","01:19","16:34","108:06","5.6","58.8"
"ADAM HENRIQUE","","L","33","ANA","62","4","6","10","28","54.4","02:33","18:11","158:32","3.8","47.6"
"COLE CAUFIELD","","L","22","MTL","46","7","3","10","42","61.4","03:16","18:03","150:10","4.0","62.5"
"BARRETT HAYTON","","C","23","ARI","82","4","6","10","34","47.5","02:19","17:30","189:18","3.2","40"
"MIKE HOFFMAN","","L","33","S.J","67","1","9","10","38","52.8","02:35","15:40","173:11","3.5","55.6"
"NICK RITCHIE","","L","27","","74","4","6","10","27","45.2","02:18","13:33","170:45","3.5","52.6"
"MICHAEL BUNTING","","L","27","CAR","82","7","3","10","29","37.1","01:49","15:48","149:13","4.0","55.6"
"TRAVIS BOYD","","C","29","ARI","82","2","8","10","19","47.7","02:19","16:32","190:25","3.2","47.6"
"WILLIAM KARLSSON","","C","30","VGK","82","2","7","9","30","40.0","01:41","17:28","138:29","3.9","60"
"CODY GLASS","","C","24","NSH","72","6","3","9","28","45.7","02:16","14:46","162:39","3.3","60"
"MIKE MATHESON","","D","29","MTL","48","0","9","9","27","63.8","03:11","24:27","152:55","3.5","60"
"ADAM BOQVIST","","D","23","CBJ","46","0","9","9","21","64.5","03:03","18:38","140:38","3.8","64.3"
"JASON ZUCKER","","L","31","ARI","78","2","7","9","16","28.5","01:37","15:39","125:31","4.3","69.2"
"SHEA THEODORE","","D","28","VGK","55","2","7","9","19","53.0","02:19","21:26","127:25","4.2","69.2"
"JONATAN BERGGREN","","L","23","DET","67","5","4","9","14","32.7","01:38","13:28","109:32","4.9","75"
"ALEX WENNBERG","","C","28","SEA","82","4","5","9","25","45.6","02:17","18:42","186:55","2.9","42.9"
"JEFF CARTER","","C","38","PIT","79","4","5","9","29","27.4","01:33","13:42","123:05","4.4","56.3"
"TYLER JOHNSON","","L","33","CHI","56","4","5","9","32","55.3","02:33","16:34","142:32","3.8","69.2"
"MARK STONE","","R","31","VGK","43","3","6","9","22","61.3","02:43","19:23","116:58","4.6","42.9"
"SHANE PINTO","","C","22","OTT","82","5","4","9","39","33.7","02:03","15:59","168:17","3.2","40.9"
"SAM BENNETT","","C","27","FLA","63","4","5","9","31","35.1","02:06","17:24","132:01","4.1","64.3"
"JEFF PETRY","","D","35","DET","61","2","7","9","19","42.0","02:20","22:21","142:33","3.8","75"
"GABRIEL VILARDI","","C","24","WPG","63","5","4","9","26","54.9","02:58","15:36","186:54","2.9","34.6"
"SCOTT LAUGHTON","","C","29","PHI","78","5","4","9","21","37.3","01:45","18:17","136:06","4.0","81.8"
"PHIL KESSEL","","R","35","","82","2","7","9","29","34.4","01:27","12:49","118:56","4.5","75"
"FRANK VATRANO","","L","29","ANA","81","5","4","9","37","35.6","01:38","16:41","132:40","4.1","81.8"
"JONATHAN DROUIN","","C","28","COL","58","0","9","9","10","45.5","02:02","14:54","117:27","4.6","69.2"
"JACK ROSLOVIC","","C","26","CBJ","77","2","7","9","23","47.1","02:11","16:27","167:57","3.2","47.4"
"ROSS COLTON","","L","26","COL","81","4","5","9","26","23.5","01:16","12:21","102:45","5.3","75"
"NOAH CATES","","C","24","PHI","82","3","5","8","16","39.3","01:50","17:46","150:57","3.2","53.3"
"OWEN POWER","","D","20","BUF","79","0","8","8","12","36.4","01:58","23:48","155:57","3.1","53.3"
"JADEN SCHWARTZ","","L","31","SEA","71","6","2","8","35","46.7","02:21","17:25","166:18","2.9","42.1"
"JEAN-GABRIEL PAGEAU","","C","30","NYI","70","5","3","8","19","50.9","02:23","17:37","166:25","2.9","53.3"
"EVGENII DADONOV","","R","34","DAL","73","0","8","8","11","31.1","01:41","14:43","122:42","3.9","66.7"
"OSKAR SUNDQVIST","","R","29","STL","67","3","5","8","17","35.9","01:57","13:52","130:18","3.7","42.1"
"LAWSON CROUSE","","R","26","ARI","77","6","2","8","15","35.4","01:44","17:45","133:08","3.6","53.3"
"NOAH HANIFIN","","D","26","CGY","81","1","7","8","33","39.3","02:03","22:39","166:23","2.9","66.7"
"ALEX IAFALLO","","R","29","WPG","59","7","1","8","20","32.3","01:39","16:18","096:57","5.0","50"
"ROBBY FABBRI","","R","27","DET","28","3","5","8","12","53.1","02:43","16:00","076:12","6.3","80"
"SAMUEL GIRARD","","D","25","COL","76","1","7","8","5","23.2","01:13","21:30","091:51","5.2","100"
"DMITRY ORLOV","","D","32","CAR","66","1","7","8","10","29.1","01:29","22:33","098:16","4.9","80"
"JAKOB CHYCHRUN","","D","25","OTT","48","4","4","8","39","55.3","02:48","22:42","134:02","3.6","72.7"
"TAYLOR HALL","","L","31","CHI","61","4","4","8","26","42.8","02:14","15:56","135:52","3.5","50"
"KEVIN SHATTENKIRK","","D","34","BOS","75","1","7","8","30","39.8","01:50","19:18","137:16","3.5","61.5"
"PAVEL ZACHA","","C","26","BOS","82","3","5","8","26","32.1","01:43","16:04","140:18","3.4","61.5"
"JUUSO PARSSINEN","","R","22","NSH","45","1","7","8","3","36.7","01:51","14:20","083:17","5.8","80"
"KIRILL MARCHENKO","","R","23","CBJ","59","7","1","8","30","56.1","02:39","16:11","156:28","3.1","40"
"DEVON TOEWS","","D","29","COL","80","1","6","7","19","38.1","02:02","25:06","162:23","2.6","41.2"
"BRADY SKJEI","","D","29","CAR","81","4","3","7","12","18.4","00:56","21:49","076:00","5.5","70"
"WYATT JOHNSTON","","C","20","DAL","82","3","4","7","28","33.1","01:39","15:29","135:55","3.1","63.6"
"TREVOR MOORE","","L","28","L.A","59","2","5","7","20","37.4","01:58","16:59","116:14","3.6","29.2"
"JAKOB SILFVERBERG","","R","32","ANA","81","4","3","7","23","36.8","01:42","15:11","138:19","3.0","63.6"
"CONOR SHEARY","","L","31","T.B","82","2","5","7","9","22.9","01:07","15:46","092:11","4.6","63.6"
"NINO NIEDERREITER","","R","30","WPG","78","4","3","7","36","45.5","02:31","16:17","196:09","2.1","43.8"
"ALEX CHIASSON","","R","32","","20","5","2","7","12","60.7","02:39","12:04","052:50","7.9","70"
"EELI TOLVANEN","","L","24","SEA","61","4","3","7","27","43.8","02:17","14:31","139:27","3.0","53.8"
"ANDREAS ATHANASIOU","","C","29","CHI","81","3","4","7","24","39.5","01:55","16:00","155:00","2.7","53.8"
